Darija (Arabic),Darija (Arabizi),English
غنقولك حاجة خالتي زينب هنا دبا,ghan9ollek 7aja khalti zineb hna daba,"I will tell you something, my aunt Zineb is here now."
غنقولك حاجة خالتي زينب هنا دبا,ghan9ollek 7aja 5alti zineb hna daba,"I will tell you something, my aunt Zineb is here now."
غنقولك حاجة خالتي زينب هنا دبا,ghan9oulk 7aja khalti zineb hna daba,"I will tell you something, my aunt Zineb is here now."
غنقولك حاجة خالتي زينب هنا دبا,ghan9oulk 7aja 5alti zineb hna daba,"I will tell you something, my aunt Zineb is here now."
هي عارفة سمياتهم وغادي تقولها لهم,hiya 3arfa smiyathom w ghadi tgoulha lihom,She knows their names and will tell them.
غادي تعرضها هي وصافي,ghadi t3rdha hiya wsafi,She will just show it.
شكرا بالزاف,chokran bzzaf,Thank you very much.
لا شكر على واجب,la chokran 3la wajib,You're welcome.
افريال عاونينا راحنا بالصح مشغولين بالزاف,afriyal 3awnina ra7na bessa7 meshghoulin bzzaf,"Afriyal, help us, we are really very busy."
افريال عاونينا راحنا بالصح مشغولين بالزاف,afriyal 3awnina ra7na bessa7 mechghoulin bzzaf,"Afriyal, help us, we are really very busy."
وخا ماشي مشكل,wkha mashi mochkil,No problem.
وخا ماشي مشكل,w5a machi mochkil,No problem.
يالله اسهام قطعي خلاص,yaallah asiham 9a63i khlas,"Come on, Ihssane, make a decision already."
يالله اسهام قطعي خلاص,yaallah asiham 9a63i 5las,"Come on, Ihssane, make a decision already."
اه سمعي قولي لحورية تعطيك رقم تلفون حبيبة,"aah sme3i, goli l7ouria t3tik raqm telefon 7biba","Yes, listen, tell Houria to give you Habiba's phone number."
اه حفيظة ماعندهاش رقم حبيبة,aah 7afida ma3andhash ra9m 7abiba,"Ah, Hafida doesn't have your number, dear."
اه حفيظة ماعندهاش رقم حبيبة,aah 7afida ma3andhach ra9m 7abiba,"Ah, Hafida doesn't have your number, dear."
يالله بالسلامة,yallah bssalama,Safe travels.
عاونينا وخا غير بالتلفون,3awnina w kha ghir b ttelefon,"Help us, even if it's just over the phone."
عاونينا وخا غير بالتلفون,3awnina w 5a ghir b ttelefon,"Help us, even if it's just over the phone."
اه انا كنعاونكم يالله بالسلامة,ah ana kan3awnkom yallah beslama,"Yes, I help you. Alright, take care."
ألو,alo,Hello
مسا الخير,msa lkhir,Good evening
مسا الخير,msa l5ir,Good evening
اه ياك لاباس,ah yak labas,"Ah, are you okay?"
والو قالت لك راها خدات رقم تلفون فلانة,walo galet lik raha khdat ra9m telefon flana,"Nothing, she told you that she took so-and-so's phone number."
والو قالت لك راها خدات رقم تلفون فلانة,walo galet lik raha 5dat ra9m telefon flana,"Nothing, she told you that she took so-and-so's phone number."
خير عيطت على ودك,khir 3yit 3la wldk,Why did you call your son?
خير عيطت على ودك,5ir 3yit 3la wldk,Why did you call your son?
لا ما قلت والو,la ma glt walo,"No, I didn't say anything."
راه لقيت لك رقم تلفون لبيبة ورقم تلفون الدار ولكن ماعرفتش ادا كنت كتعيطي لهد الارقام او لا قيدي رقم الدار,"raah l9it lik ra9m telefon labiba w ra9m telefon eddar walakin ma3rftch ida konti kat3iyti lhad lar9am ola la, 9aydi ra9m eddar.","I found you Labiba's phone number and the house number, but I don't know if you call these numbers or not. Write down the house number."
رقم الدار,ra9m eddar,House number
اه رقم الدار,ah ra9m eddar,"Yes, the house number."
وخا دبا نقيد عطيني قلم واش رجعت زينب او مزال,w5a daba nqid 3tini qalam wash rj3at zineb aw mazal,"Okay, let me write it down. Give me a pen. Has Zineb returned or not yet?"
وخا دبا نقيد عطيني قلم واش رجعت زينب او مزال,w5a daba nqid 3tini qalam wach rj3at zineb aw mazal,"Okay, let me write it down. Give me a pen. Has Zineb returned or not yet?"
مزال احنا غاديين عند عنابة دبا غدي تجي معنا,mazal 7na ghadiyin 3nd 3naba daba ghadi tji m3ana,"We are still going to Annaba, now she will come with us."
واش بيدا تما,wash bida tma,Is Bida there?
واش بيدا تما,wach bida tma,Is Bida there?
رجعت,rje3t,I returned.
اه رجعت البارح في الليل رجعوا,aah rje3t lbare7 f lil rj3u,"Yes, I came back last night. They came back."
تسناي افريال تسناي غدي يكتبه لي,tsnay afriyal tsnay ghadi yektebho li.,"Wait, Afriyal, wait, he will write it for me."
عندك رقم تلفون الدار ياك,3ndk ra9m telefon eddar yak?,"Do you have the house phone number, right?"
بزوج,bzouj,Both
وخا قيد لي متاع الدار يالله املي علينا غدي يكتبه لي,wa5a 9eyed li mta3 eddar yallah imli 3lina ghadi yketbo li,"Alright, write down the household items for me, and I'll dictate them for you to write."
يالله كتبي المحمول,yaallah ktbi lma7mol,Bring me my laptop.
هذا محمول متاع لبيبة,hada mahmul mta3 lbiba,This is Labiba's phone.
اه هذا متاع لبيبة,ah hada mta3 lbiba,"Oh, this belongs to Labiba."
تماما غدي نعيط لها,tmanan ghadi n3ayt liha,"Exactly, we will call her."
غدي نعيط ليها كنت ناوية نمشي عندها ولكن صعيب علي,ghadi n3ayt liha kont nawiya nmshi 3ndha walakin s3ib 3liya,"I was planning to visit her, but it's hard for me."
غدي نعيط ليها كنت ناوية نمشي عندها ولكن صعيب علي,ghadi n3ayt liha kont nawiya nmchi 3ndha walakin s3ib 3liya,"I was planning to visit her, but it's hard for me."
شكرا افريال شكرا بالزاف,chokran afriyal chokran bzzaf,"Thank you, Afriyal, thank you so much."
وخا شكرا بالزاف,wkha shokran bzzaf,"Okay, thank you very much."
وخا شكرا بالزاف,w5a chokran bzzaf,"Okay, thank you very much."
هدا هو رقم الدار وكيما قلت لك راه عاد عيطت لكريمة وقلت لها تعلم امها بالا هي معروضة للسابع ووافقت وصافي,hada howa raqm eddar w kimma glt lik rah 3ad 3ayt lkarima w glt liha t3lm omha blli hiya m3roda lsb3 w wafqat w safi,"This is the house number, and as I told you, I just called Karima and told her to inform her mother that she is invited to the Sebaa, and she agreed, that's it."
واينا قاعة قلت لها,wina 9a3a glt liha,Which hall did you tell her?
قلت لها تقول لا للبنات,golt liha tgoul la lbnat,I told her to say no to the girls.
كون اكدت عليها تقول لها هكداك,koun akadt 3liha tgol leha hakdak,"If you insisted on it, tell her like that."
طلبي منها تقولها لخوتها البنات عافاك اكريمة,tlbi mnha tgoulha lkhotha lbnat 3afak akṛima,"Ask her to tell it to her sisters, please, Karima."
طلبي منها تقولها لخوتها البنات عافاك اكريمة,tlbi mnha tgoulha l5otha lbnat 3afak akṛima,"Ask her to tell it to her sisters, please, Karima."
حاولي تقولي لحورية,7awli t9ouli l7ouria,Try to tell Houria.
قولي لحورية ممكن تعلمهم,gouli l7ouria momkin t3allemhom,Tell Houria she can teach them.
لا كون غير علمت حتى حفيظة حيت ليليا ساكنة حداها,la kon ghir 3lamt 7tta 7afida 7it lilia sakna 7daha,I wish I had informed Hafida since Lilia lives next to her.
غير قوليلها افريال انا معولة عليك,ghir goulilha afriyal ana m3awla 3lik,"Just tell her, Afriyal, I'm counting on you."
وخا دبا نعاود نتصل بها,wkha daba n3awd nttasl biha,"Okay, I'll call her again now."
وخا دبا نعاود نتصل بها,w5a daba n3awd nttasl biha,"Okay, I'll call her again now."
علميها,3allmiha,Teach her.
وخا علميها ان خالتي مويا تتوصيك تعلمي البنات ليليا ووردة ولويزة,wa5a 3lmiha anna 5alti moya tatwesik t3elmi lbnat lilya w warda w lwiza,"Alright let her know that my aunt Mouya advises you to teach Lilia, Warda and Louiza"
وخا وقولي لحورية مرة اخرى,w5a w9oli l7ouria mara o5ra,"Okay, and tell Houria again."
وخا دبا نقولها لحورية غنعبأ مئة دينار ونعيط لها دبا,w5a daba ngoulha l7ouria ghan3abba2 100 dinar w n3ayt liha daba,"Okay, now I'll tell Houria I'll recharge 100 dirhams and call her now."
وصيها مرة اخرى وصافي,wssiha mara okhra wsaafi,"Just remind her again, that's it."
وصيها مرة اخرى وصافي,wssiha mara o5ra wsaafi,"Just remind her again, that's it."
وخا دبا نبلغها,wkha daba nblghha,"Okay, I'll inform her now."
وخا دبا نبلغها,w5a daba nblghha,"Okay, I'll inform her now."
نعم وهكدا نكونو سالينا,na3m w hakda nkouno salina,"Yes, and this is how we finish."
انتما بخير,ntouma bikhir,Are you both okay?
انتما بخير,ntouma bi5ir,Are you both okay?
كلنا بخير الحمد لله,kolna bkhir l7amdollah,"We are all fine, thank God."
كلنا بخير الحمد لله,kolna b5ir l7amdollah,"We are all fine, thank God."
راه باتت ليلة كاملة وهي تقول الو خالتي بيدا كي دايرة وكي دايرة فريال وكيداير طارق ومن بعد كتعاود واش انت مرتاحة شوية بخير,raha batat lilat kamla w hiya katgoul alo khalti bida ki dayra w ki dayra feryal w ki dayr tareq w mn ba3d kat3awd wach nta merta7a chwiya bkhir,"She spent the whole night saying, ""Hello Aunt Bida, how are you? How is Feryal? How is Tarek?"" and then asking, ""Are you feeling a bit better?"""
راه باتت ليلة كاملة وهي تقول الو خالتي بيدا كي دايرة وكي دايرة فريال وكيداير طارق ومن بعد كتعاود واش انت مرتاحة شوية بخير,raha batat lilat kamla w hiya katgoul alo 5alti bida ki dayra w ki dayra feryal w ki dayr tareq w mn ba3d kat3awd wach nta merta7a chwiya b5ir,"She spent the whole night saying, ""Hello Aunt Bida, how are you? How is Feryal? How is Tarek?"" and then asking, ""Are you feeling a bit better?"""
اماني,amani,Amani
كناكد لك تفكرتك انت وبيدا وطارق,knakd lk tfkrtk nta w bida w tareq,"I assure you, I remembered you, Bida, and Tarek."
ياربي,ya rbi,Oh God
ليلة كاملة,lila kamla,A whole night.
ماتنساناش,matensanach,Don't forget us.
كيفاش تنساك راها كتبغيك بالزاف,kifash tensak raha katbghik bzzaf,How could she forget you when she loves you so much?
كيفاش تنساك راها كتبغيك بالزاف,kifach tensak raha katbghik bzzaf,How could she forget you when she loves you so much?
انا عارف,ana 3aref,I know.
سمعي,sam3i,Listen
سمعي عيطي لنرجس وقولي لها رفيقة كتقولك تخلي لي الكسوة باش اماني تلبسها,sm3i 3iyti l nargis w gouli liha rfi9a katgoulk tkhalli liya l kswa bash amani tlbsha.,"Listen, call Nargis and tell her that Rafika is asking her to leave the outfit so Amany can wear it."
سمعي عيطي لنرجس وقولي لها رفيقة كتقولك تخلي لي الكسوة باش اماني تلبسها,sm3i 3iyti l nargis w gouli liha rfi9a katgoulk t5alli liya l kswa bach amani tlbcha.,"Listen, call Nargis and tell her that Rafika is asking her to leave the outfit so Amany can wear it."
راه معولين عليك,raah m3awlin 3lik,We are counting on you.
وخى غادي نعيط عليها دابا,wakha ghadi n3ayt 3liha daba,"Okay, I will call her now."
وخى غادي نعيط عليها دابا,wa5a ghadi n3ayt 3liha daba,"Okay, I will call her now."
عونين شوية أختي فريال حيت مقديناش بحدنا,3awnin chwiya okhti feryal 7it ma9diynach b7dna,"Help us a little, sister Feryal, because we can't manage on our own."
عونين شوية أختي فريال حيت مقديناش بحدنا,3awnin chwiya o5ti feryal 7it ma9diynach b7dna,"Help us a little, sister Feryal, because we can't manage on our own."
وخى غادي نعيط عليها دبا و نعاود نعيط لواحد صاحبتي باش نأكد,wkhay ghadi n3ayt 3liha daba w n3awd n3ayt lwa7ed sa7bti bash n2akd,"Okay, I will call her now and call my friend to confirm."
وخى غادي نعيط عليها دبا و نعاود نعيط لواحد صاحبتي باش نأكد,w5ay ghadi n3ayt 3liha daba w n3awd n3ayt lwa7ed sa7bti bach n2akd,"Okay, I will call her now and call my friend to confirm."
سمعي عيطي لها وقوليلها خالتي مويا عيطت لمفيدة ولكن ما عرفتش الرقم,sm3i 3iyti liha w golilha khalti moya 3aytat lmoufida walakin ma 3rftch rra9m.,"Listen, call her and tell her, ""Auntie Mouya called Mofida, but she didn’t know the number."""
سمعي عيطي لها وقوليلها خالتي مويا عيطت لمفيدة ولكن ما عرفتش الرقم,sm3i 3iyti liha w golilha 5alti moya 3aytat lmoufida walakin ma 3rftch rra9m.,"Listen, call her and tell her, ""Auntie Mouya called Mofida, but she didn’t know the number."""
وقولي ليها بلي عيطنا ليك البارح و قبلو و لقينا تيليفونك طافي أ نرجيس,w9ouli liha blli 3yi6na lik lbare7 w 9belo w l9ina téléphonek 6afi a nargis,"And tell her that we called you yesterday and before, and we found your phone off, Nargis."
وخا حيت عيطنا لها باش نعرضوها ونقولو لها تعلم مفيدة,w5a 7it 3iytna liha bash n3rdoha w ngolo liha t3llm mfida,"Okay, because we called her to invite her and tell her to learn something useful."
وخا حيت عيطنا لها باش نعرضوها ونقولو لها تعلم مفيدة,w5a 7it 3iytna liha bach n3rdoha w ngolo liha t3llm mfida,"Okay, because we called her to invite her and tell her to learn something useful."
ومن بعد قلت نعيط بمفيدة وصافي,w mn b3d glt n3yye6 b mofida w safi,"""And then I said, let's call it beneficial and that's it."""
مالقيتش رقم مفيدة عندي وصافي,mal9itch ra9m mofida 3andi w safi,"I couldn't find a useful number, that's all."
انرجس قولي لها خالتي مويا قالت لك علمي مفيدة وقولي لعلي يحضر للعشاء نهار الاربع,"anarjis, goli liha khalti moya qalet lik 3allmi mofida w goli l3li y7adr l3cha nhar larb3.","Anargis, tell her my aunt Moya said to teach Mufida and tell Ali to come for dinner on Wednesday."
انرجس قولي لها خالتي مويا قالت لك علمي مفيدة وقولي لعلي يحضر للعشاء نهار الاربع,"anarjis, goli liha 5alti moya qalet lik 3allmi mofida w goli l3li y7adr l3cha nhar larb3.","Anargis, tell her my aunt Moya said to teach Mufida and tell Ali to come for dinner on Wednesday."
وخا راها معروضة,wkhha raha m3roda,Even though she is invited.
وخا راها معروضة,w5ha raha m3roda,Even though she is invited.
وحمادي,w7madi,Wahmadi
راني قلت لنرجس راها معروضة هي وراجلها,rani glt lnargis raha m3roda hiya w rajlha,I told Nargis that she and her husband are invited.
امتى عرضتيها,emta 3radtiha,When did you show it?
عرضتها اول البارح غدي تقولك راه عيطت لها وعلمتها,3radtha awl lbare7 ghadi tgoulk rah 3ya6t liha w 3llmtha,I told her and informed her.
واش عرضتيها افريال,wash 3radtiha afriyal,Did you invite her for real?
واش عرضتيها افريال,wach 3radtiha afriyal,Did you invite her for real?
بخير,bikhir,Good.
بخير,bi5ir,Good.
بخير والحمد لله وانت كي دايرة,bikhir w l7amdollah w nti ki dayra?,"Good, thank God. How are you?"
بخير والحمد لله وانت كي دايرة,bi5ir w l7amdollah w nti ki dayra?,"Good, thank God. How are you?"
الحمد لله انرجس راه كنت كنهضر مع خالتي مويا قبيلا وهي كتقول لك رفيقة كتحاول تعيط لك من الصباح ولكن مطفي,l7amdollah anargis rah kont kanhdar m3a khalti moya qbila w hiya katgoul lik rafi9a kathawel t3ayt lik mn sba7 wlakin mtfi.,"Thank God, Nargis, I was talking to my aunt Moya earlier, and she said that Rafika has been trying to call you since the morning, but your phone is off."
الحمد لله انرجس راه كنت كنهضر مع خالتي مويا قبيلا وهي كتقول لك رفيقة كتحاول تعيط لك من الصباح ولكن مطفي,l7amdollah anargis rah kont kanhdar m3a 5alti moya qbila w hiya katgoul lik rafi9a kathawel t3ayt lik mn sba7 wlakin mtfi.,"Thank God, Nargis, I was talking to my aunt Moya earlier, and she said that Rafika has been trying to call you since the morning, but your phone is off."
لا مشعول,la mcha3oul,Not busy.
هي كتقول طافي,hiya katgoul tafi,"She says ""off."""
كتقول حاولت تعيط لك من الصباح بغاتك تعطيها كسوة من الكساوي اللي عندك على ود بنتها او شئ حاجة بحال هكدا,katgoul 7awlt t3ayt lik mn ssba7 bghatk t3tiha kswa mn lkasawi lli 3ndk 3la wd bntha aw chi 7aja b7al hakda,She says she tried calling you since the morning because she wants you to give her an outfit from the ones you have for her daughter or something like that.
شحال عمر بنتها,ch7al 3mr bntha,How old is her daughter?
تلت سنين تلت سنين و نص,tlt snin tlt snin w nos,"Three years, three and a half years."
آه تلت سنين و نص تقريبا ربعة,ah tlt snin w nos tqriban reb3a,"Yes, almost three and a half or four years."
وخا من المفروض عندي واحدة شيبي غادي نجيبها لك ماشي مشكل,w5a mn lmafroud 3ndi wa7da chiibi ghadi njibha lik machi mochkil,"Even though I’m supposed to have one, I’ll bring it to you, no problem."
شنو قالت تاني,shno galet tani,What did she say again?
شنو قالت تاني,chno galet tani,What did she say again?
مابغيتش نقولك قولي لمفيدة جيت نقلب على رقم تلفونها ومالقيتوش,"mabghitch ngoulk, gouli lmofida jit nqelleb 3la raqm telefonha w malqitouch.","I didn't want to tell you, but tell Mofida I came looking for her phone number and couldn't find it."
قالت لك كان خاسك تعرضيها شخصي,qalet lik kan khasek t3rdiha shkhsi,She told you that you should have invited her personally.
قالت لك كان خاسك تعرضيها شخصي,qalet lik kan 5asek t3rdiha ch5si,She told you that you should have invited her personally.
واش فهمت,wash fhemt,Did you understand?
واش فهمت,wach fhemt,Did you understand?
معلوم,ma3loum,Known
معلوم,m3lum,Known
ڭلت ليك,glt lik,I told you.
غادي نقول ليها,ghadi n9oul liha,I will tell her.
اه طلبت منهك تقوليها لها وتقوليها لعلي حتى هو,ah tlabt mennek tgouliha liha w tgouliha l3li 7tta howa,I asked you to tell her and also tell Ali.
مزيان,mzyan,Good
رجلها حتى هو,rajlha 7tta howa,Her husband too.
سمع علاش معرضاتش على خالتي,sme3 3lash ma3erdatch 3la khalti,Listen to why she didn't oppose my aunt.
سمع علاش معرضاتش على خالتي,sme3 3lach ma3erdatch 3la 5alti,Listen to why she didn't oppose my aunt.
هي غادة دابة غادي تخرج دابة,hiya ghada daba ghadi tkhroj daba,She is leaving now.
هي غادة دابة غادي تخرج دابة,hiya ghada daba ghadi t5roj daba,She is leaving now.
اه حيت غدا الخطبة ديال هشام,aah 7it ghda lkh,"Yes, because tomorrow is Hicham's engagement."
اه حيت غدا الخطبة ديال هشام,aah 7it ghda l5,"Yes, because tomorrow is Hicham's engagement."
خالتي جاية من بنمهيدي قولي ليها تمشي عندها,"khalti jaya mn benamehidi, goli liha tmshi 3ndha.","My aunt is coming from Benamehdi, tell her to go to her."
خالتي جاية من بنمهيدي قولي ليها تمشي عندها,"5alti jaya mn benamehidi, goli liha tmchi 3ndha.","My aunt is coming from Benamehdi, tell her to go to her."
دابة,daaba,Now
قبل ما تمشي,qbl ma tmshi,Before you go
قبل ما تمشي,qbl ma tmchi,Before you go
لا دابة دابة لا دابة كانت كتهدر معايا و قلت لي غادي تمشي عند فاطمة الزهراء و بلي ملقتش نيميرو ديال مفيدة,la daba daba la daba kant kathedr m3aya w glt li ghadi tmchi 3nd fatima zahra w blli mlqtch nimero dial mofida,"No animal, no animal, no animal was talking to me, and I said it would go to Fatima Zahra and that I couldn't find Mofida's number."
لعجب,l3jb,Amazing
مكاين مشكيل غادي نقولها ل مفيدة ا فريال فهمت,mkayen mouchkil ghadi ngoulha l mofida a feryal fhemt.,"No problem, I will tell Mofida, and Feryal understood."
اه من الممكن على متال مع العشرة ناخد ولد شهرة مورى المدرسة فهمتي,aah mn lmomkin 3la mtal m3a l3shra nakhod wld shohra mora lmdrasa fhmti,"Oh, it’s possible, for example, with familiarity, to take a famous kid behind the school, you understand?"
اه من الممكن على متال مع العشرة ناخد ولد شهرة مورى المدرسة فهمتي,aah mn lmomkin 3la mtal m3a l3chra na5od wld chohra mora lmdrasa fhmti,"Oh, it’s possible, for example, with familiarity, to take a famous kid behind the school, you understand?"
اه وخا هي غادي تلقاها ياك,ah w5a hiya ghadi tl9aha yak,"Yes, but she will find it, right?"
غادي تلقاها غادي تلقاها,ghadi tel9aha ghadi tel9aha,"You will find it, you will find it."
حتى هي كتفضل تقضي الأمور ديالها ف الصباح,7tta hiya katfadel tqdi l2omor dyalha f essba7,She also prefers to get things done in the morning.
حيت خالتي كتقول بلي هي غادي تجي غدا ل بنمهيدي على ود الخطبة ديال عشام,7it khalti katgoul bli hiya ghadi tji ghda l bnemhidi 3la woud lkhotba dial 3cham.,Because my aunt says she will come tomorrow to Benamehdi for Acham's engagement.
حيت خالتي كتقول بلي هي غادي تجي غدا ل بنمهيدي على ود الخطبة ديال عشام,7it 5alti katgoul bli hiya ghadi tji ghda l bnemhidi 3la woud l5otba dial 3cham.,Because my aunt says she will come tomorrow to Benamehdi for Acham's engagement.
اه دكشي,ah dakchi,"Yes, that's it."
شفتي نرجيس واش فهمتي هومة عايشين ضغط,shfiti nargis wash fhemti huma 3aychin deght,Did you see Nargis? Do you understand they are under pressure?
شفتي نرجيس واش فهمتي هومة عايشين ضغط,chfiti nargis wach fhemti huma 3aychin deght,Did you see Nargis? Do you understand they are under pressure?
راه عيطت لحمادي دابة,raha 3aytat l7mmadi daba,I just called Hammadi now.
سجلات نرجيس كل شي البارح هو لي عيطت ليه أنا ياك,sjlat nargis kol chi lbare7 howa li 3iy6t lih ana yak?,"Nargis's records, everything yesterday, he's the one I called, right?"
نت لي جاوبتيني,nt li jawbtini,You are the one who answered me.
مسكين قال لي هو ف سطيف و قال لي نعيط ليه إلى مقديتش نشدو باش يعيط ليه,meskine gal li howa f stif w gal li n3ayt lih ila ma9ditch nchedo bach y3ayt lih.,Poor guy told me he’s in Setif and said to call him if I can’t reach him so he can call me.
هي صافي ساليتو,hiya safi salito,It's done.
إلى عاود عيط قول ليه صافي راه شداتني,ila 3awd 3ayt gol lih safi rah shdatni,"If he calls again, tell him I’m caught up."
إلى عاود عيط قول ليه صافي راه شداتني,ila 3awd 3ayt gol lih safi rah chdatni,"If he calls again, tell him I’m caught up."
وخى مكين مشكيل,wkha makayn mouchkil,"Alright, no problem."
وخى مكين مشكيل,w5a makayn mouchkil,"Alright, no problem."
قولي ل رفيقة بلي غادي نجيب معايا شنو طلبات,gouli l rafi9a blli ghadi njib m3aya chno tlbat,Tell Rafiqa that I will bring what she requested.
متنساينيش حتى أنا جيبي لي,matnsaynish 7tta ana jibi li,"Don't forget me, bring me something too."
متنساينيش حتى أنا جيبي لي,matnsaynich 7tta ana jibi li,"Don't forget me, bring me something too."
اه معلوم معلوم,ah ma3lum ma3lum,"Yes, of course."
وخى,wakha,Okay.
وخى,wa5a,Okay.
المهم مايكونوش تكراو نهار قبل ولا نفو النهار مكاين مشكيل المهم هو يعطيهم لي فاش ندوز,lmohim maykounouch tkraw nhar qbel wla nfo ennhar makayn mochkil lmohim howa y3tihom li fach ndoz,"The important thing is that they don't repeat the day before or exceed the day; there's no problem, the important thing is to give them to me when I pass."
بلا منوصيك ا نرجيس,bla mnwssik a nargis,"No need to remind you, Nargis."
بالسلامة حبيبة,bsslama 7biba,"Goodbye, dear."
ألو نعام ا ماما,alo n3am a mama,"Hello, yes mom."
عيطتي ل سهام,3iyti l siham,Did you call Siham?
اه عيطت ليها,ah 3aytet liha,"Yes, I called her."
سالينا عيطت ليك غير على ود هدشي,salina 3iyt lik ghir 3la wd hadchi,"We're done, I just called you because of this."
اه و هدرت مع خالتي زينب غادي تجي من بعد,ah w hdart m3a khalti zineb ghadi tji mn b3d,"Yes, and I spoke with my aunt Zineb; she will come later."
اه و هدرت مع خالتي زينب غادي تجي من بعد,ah w hdart m3a 5alti zineb ghadi tji mn b3d,"Yes, and I spoke with my aunt Zineb; she will come later."
و قلت لي بلي مغديش تمشي عند كوكة و هي جاية من تماك ل هنا ديريكت,w glt li blli maghdich tmchi 3nd koka w hiya jaya mn tmak l hna direct,And you told me that you wouldn’t go to Kouka while she’s coming straight here from there.
اه باش متعياش,ah bash mat3iyach,"Oh, so you don't get tired."
اه باش متعياش,ah bach mat3iyach,"Oh, so you don't get tired."
و عيطي ل باقي باش تقول ل كوكة تجيب لينا الخبز,w 3iti l baqi bash tgoul l kouka tjib lina l khobz,And call Baqi to tell Kouka to bring us the bread.
و عيطي ل باقي باش تقول ل كوكة تجيب لينا الخبز,w 3iti l baqi bach tgoul l kouka tjib lina l 5obz,And call Baqi to tell Kouka to bring us the bread.
وخى مزيان,wakha mzyan,"Okay, good."
وخى مزيان,wa5a mzyan,"Okay, good."
اه الله يحفضك لي ا بنتي,ah allah y7afdek liya bnti,"Oh, may God protect you for me, my daughter."
قلت بلي نتي هدرتي معها,qlt blli nti hdarti m3aha,I said that you talked to her.
صباح الخير كيف دايرة ا لبيبة,sba7 lkhir kif dayra a lbiba,"Good morning, how are you doing, Lbiba?"
صباح الخير كيف دايرة ا لبيبة,sba7 l5ir kif dayra a lbiba,"Good morning, how are you doing, Lbiba?"
بخير الحمد الله شكون معايا,bikhir l7amdullah shkon m3aya,"Fine, thank God. Who is this?"
بخير الحمد الله شكون معايا,bi5ir l7amdullah chkon m3aya,"Fine, thank God. Who is this?"
اه لبيبة,ah labiba,"Yes, Lbiba."
كيف دايرين أنا زينب ا لبيبة,kif dayrin ana zineb lbiba,"How are you? I'm Zineb, the clever one."
اه بخير,ah bkhir,"Yes, fine."
اه بخير,ah b5ir,"Yes, fine."
اه بخير,ah bikhir,"Yes, fine."
اه بخير,ah bi5ir,"Yes, fine."
شكرا,chokran,Thank you.
كيف دايرة حورية و كيف دايرين البنات و كيف حل الزهرة,kif dayra 7ouria w kif dayrin lbnat w kif 7al ezzahra,"How is Houria doing, how are the girls, and how is Zahra?"
سولات عليك العافية بخير الحمد الله شكرا بزاف,sewlat 3lik l3afya bkhir l7amdollah shokran bzaf,"The fire asked about you. Fine, thank God. Thank you very much."
سولات عليك العافية بخير الحمد الله شكرا بزاف,sewlat 3lik l3afya b5ir l7amdollah chokran bzaf,"The fire asked about you. Fine, thank God. Thank you very much."
الحمد لله الحمد لله,l7amdollah l7amdollah,Praise be to God.
واش محتاجة ماما,wash me7tajha mama,Does mom need anything?
واش محتاجة ماما,wach me7tajha mama,Does mom need anything?
اه دوزيها لي ا لبيبة,ah dowzziha liya lbiba,"Yes, pass it to me, clever one."
مكيناش ف دار ا زينب,mkaynach f dar a zineb,Zineb is not at home.
اه خرجات,aah kharjat,"Yes, she went out."
اه خرجات,aah 5arjat,"Yes, she went out."
لا مخرجاتش هي عند ختي ف دارها,la makhrajatsh hiya 3and khhti f darha,She didn't go out; she's at my sister's house.
لا مخرجاتش هي عند ختي ف دارها,la ma5rajatch hiya 3and 5hti f darha,She didn't go out; she's at my sister's house.
مكيناش ف دار,mkaynach f dar,Not at home.
وخى سمعيني,wakha sme3ini,"Okay, listen to me."
وخى سمعيني,wa5a sme3ini,"Okay, listen to me."
فش ترجع قولي ليها بلي لبيبة قلت ليك بلي عرس ولد مويا غادي يكون نهار سبعة ديسامبر,"fesh terja3, goli liha blli lbiba qt lik blli 3ers wld moya ghadi ykoun nhar 7 dicembre.","When you get back, tell her that Labiba told you that Moya's son's wedding will be on December 7th."
فش ترجع قولي ليها بلي لبيبة قلت ليك بلي عرس ولد مويا غادي يكون نهار سبعة ديسامبر,"fech terja3, goli liha blli lbiba qt lik blli 3ers wld moya ghadi ykoun nhar 7 dicembre.","When you get back, tell her that Labiba told you that Moya's son's wedding will be on December 7th."
سبعة ديسامبر,sba3a disambir,December 7th
عرس ولدها ف سبعة,3ers weldha f sb3a,Her son's wedding is at seven.
مكاين مشكيل,mkaayn mouchkil,No problem.
سمعي قولي ل حورية و مريم و الزهرة بلي هوما معروضين,sma3i goli l 7ouria w maryam w ezzahra blli huma m3rodin.,"Listen, tell Houria, Maryam, and Zahra that they are invited."
عندك معروضات,3ndk m3rodat,Do you have offers?
معندكمش نيميرو ديال حبيبة,ma3ndkomch nimero dial 7biba,You don't have Habiba's number?
معرفش ولكن تسناي دقيقة نسول الزهرة غادي نشوف,ma3rfsch walakin tsanay d9i9a nsowl lzahra ghadi nchouf,"I don't know, but wait a minute, I'll ask Zahra and see."
ا الزهرة,azzahra,Az-Zahra (The Flower)
واش عندك النمرة ديال حبيبة,wash 3ndk nmera dial 7biba,Do you have Habiba's number?
واش عندك النمرة ديال حبيبة,wach 3ndk nmera dial 7biba,Do you have Habiba's number?
و شكون حبيبة ا خلتي زينب,w shkoun 7biba a khliti zineb?,"And who is your beloved, my friend Zineb?"
