Darija (Arabic),Darija (Arabizi),English
هزات عائشة فيها عينيها بملامح منهكة تعبة و قالت شوية * تنهدت * شوية اختي,hzat 3a2icha fiha 3iniha bmalame7 monhaka ta3ba w 9alet chwya * tnhedt * chwiya okhti,"Aicha lifted her eyes with exhausted features and said, ""A little *sigh* a little, my sister."""
هزات عائشة فيها عينيها بملامح منهكة تعبة و قالت شوية * تنهدت * شوية اختي,hzat 3a2icha fiha 3iniha bmalame7 monhaka ta3ba w qalet chwya * tnhedt * chwiya o5ti,"Aicha lifted her eyes with exhausted features and said, ""A little *sigh* a little, my sister."""
هزات عائشة فيها عينيها بملامح منهكة تعبة و قالت شوية * تنهدت * شوية اختي,hzat 3a2icha fiha 3iniha bmalame7 monhaka ta3ba w qalet chwya * tnhedt * chwiya okhti,"Aicha lifted her eyes with exhausted features and said, ""A little *sigh* a little, my sister."""
هزات عائشة فيها عينيها بملامح منهكة تعبة و قالت شوية * تنهدت * شوية اختي,hzat 3a2icha fiha 3iniha bmalameh monhaka ta3ba w 9alet chwya * tnhedt * chwiya o5ti,"Aicha lifted her eyes with exhausted features and said, ""A little *sigh* a little, my sister."""
هزات عائشة فيها عينيها بملامح منهكة تعبة و قالت شوية * تنهدت * شوية اختي,hzat 3a2icha fiha 3iniha bmalameh monhaka ta3ba w 9alet chwya * tnhedt * chwiya okhti,"Aicha lifted her eyes with exhausted features and said, ""A little *sigh* a little, my sister."""
هزات عائشة فيها عينيها بملامح منهكة تعبة و قالت شوية * تنهدت * شوية اختي,hzat 3a2icha fiha 3iniha bmalameh monhaka ta3ba w qalet chwya * tnhedt * chwiya o5ti,"Aicha lifted her eyes with exhausted features and said, ""A little *sigh* a little, my sister."""
هزات عائشة فيها عينيها بملامح منهكة تعبة و قالت شوية * تنهدت * شوية اختي,hzat 3a2icha fiha 3iniha bmalameh monhaka ta3ba w qalet chwya * tnhedt * chwiya okhti,"Aicha lifted her eyes with exhausted features and said, ""A little *sigh* a little, my sister."""
هزات عائشة فيها عينيها بملامح منهكة تعبة و قالت شوية * تنهدت * شوية اختي,hzat 3a2isha fiha 3iniha bmalame7 monhaka ta3ba w 9alet shwya * tnhedt * shwiya o5ti,"Aicha lifted her eyes with exhausted features and said, ""A little *sigh* a little, my sister."""
هزات عائشة فيها عينيها بملامح منهكة تعبة و قالت شوية * تنهدت * شوية اختي,hzat 3a2isha fiha 3iniha bmalame7 monhaka ta3ba w 9alet shwya * tnhedt * shwiya okhti,"Aicha lifted her eyes with exhausted features and said, ""A little *sigh* a little, my sister."""
هزات عائشة فيها عينيها بملامح منهكة تعبة و قالت شوية * تنهدت * شوية اختي,hzat 3a2isha fiha 3iniha bmalame7 monhaka ta3ba w qalet shwya * tnhedt * shwiya o5ti,"Aicha lifted her eyes with exhausted features and said, ""A little *sigh* a little, my sister."""
هزات عائشة فيها عينيها بملامح منهكة تعبة و قالت شوية * تنهدت * شوية اختي,hzat 3a2isha fiha 3iniha bmalame7 monhaka ta3ba w qalet shwya * tnhedt * shwiya okhti,"Aicha lifted her eyes with exhausted features and said, ""A little *sigh* a little, my sister."""
هزات عائشة فيها عينيها بملامح منهكة تعبة و قالت شوية * تنهدت * شوية اختي,hzat 3a2isha fiha 3iniha bmalameh monhaka ta3ba w 9alet shwya * tnhedt * shwiya o5ti,"Aicha lifted her eyes with exhausted features and said, ""A little *sigh* a little, my sister."""
هزات عائشة فيها عينيها بملامح منهكة تعبة و قالت شوية * تنهدت * شوية اختي,hzat 3a2isha fiha 3iniha bmalameh monhaka ta3ba w 9alet shwya * tnhedt * shwiya okhti,"Aicha lifted her eyes with exhausted features and said, ""A little *sigh* a little, my sister."""
هزات عائشة فيها عينيها بملامح منهكة تعبة و قالت شوية * تنهدت * شوية اختي,hzat 3a2isha fiha 3iniha bmalameh monhaka ta3ba w qalet shwya * tnhedt * shwiya o5ti,"Aicha lifted her eyes with exhausted features and said, ""A little *sigh* a little, my sister."""
هزات عائشة فيها عينيها بملامح منهكة تعبة و قالت شوية * تنهدت * شوية اختي,hzat 3a2isha fiha 3iniha bmalameh monhaka ta3ba w qalet shwya * tnhedt * shwiya okhti,"Aicha lifted her eyes with exhausted features and said, ""A little *sigh* a little, my sister."""
... نفعوني العشوب لي عطيتيني .. ماعندي منين نرضعو الى مارضعتو مني ... و كولشي,... naf3ouni l3choub li 3titini .. ma3ndi mnin nrad3o ila mard3to meni ... w kolchi,... The herbs you gave me helped me ... I have no other source to feed him if he doesn't feed from me ... and everything.
... نفعوني العشوب لي عطيتيني .. ماعندي منين نرضعو الى مارضعتو مني ... و كولشي,... naf3ouni l3shoub li 3titini .. ma3ndi mnin nrad3o ila mard3to meni ... w kolshi,... The herbs you gave me helped me ... I have no other source to feed him if he doesn't feed from me ... and everything.
لي شريت ليه تحرق مابقا والو ... و الراجل ماعرفتو مالو طول هاد المرة ..,li chrit lih t7ere9 mab9a walo ... w errajel ma3rfto malo toul had lmera ..,"What I bought for him got burned, there's nothing left... and I don't know what's wrong with the man this time."
لي شريت ليه تحرق مابقا والو ... و الراجل ماعرفتو مالو طول هاد المرة ..,li chrit lih t7ereq mabqa walo ... w errajel ma3rfto malo toul had lmera ..,"What I bought for him got burned, there's nothing left... and I don't know what's wrong with the man this time."
لي شريت ليه تحرق مابقا والو ... و الراجل ماعرفتو مالو طول هاد المرة ..,li chrit lih there9 mab9a walo ... w errajel ma3rfto malo toul had lmera ..,"What I bought for him got burned, there's nothing left... and I don't know what's wrong with the man this time."
لي شريت ليه تحرق مابقا والو ... و الراجل ماعرفتو مالو طول هاد المرة ..,li chrit lih thereq mabqa walo ... w errajel ma3rfto malo toul had lmera ..,"What I bought for him got burned, there's nothing left... and I don't know what's wrong with the man this time."
لي شريت ليه تحرق مابقا والو ... و الراجل ماعرفتو مالو طول هاد المرة ..,li shrit lih t7ere9 mab9a walo ... w errajel ma3rfto malo toul had lmera ..,"What I bought for him got burned, there's nothing left... and I don't know what's wrong with the man this time."
لي شريت ليه تحرق مابقا والو ... و الراجل ماعرفتو مالو طول هاد المرة ..,li shrit lih t7ereq mabqa walo ... w errajel ma3rfto malo toul had lmera ..,"What I bought for him got burned, there's nothing left... and I don't know what's wrong with the man this time."
لي شريت ليه تحرق مابقا والو ... و الراجل ماعرفتو مالو طول هاد المرة ..,li shrit lih there9 mab9a walo ... w errajel ma3rfto malo toul had lmera ..,"What I bought for him got burned, there's nothing left... and I don't know what's wrong with the man this time."
لي شريت ليه تحرق مابقا والو ... و الراجل ماعرفتو مالو طول هاد المرة ..,li shrit lih thereq mabqa walo ... w errajel ma3rfto malo toul had lmera ..,"What I bought for him got burned, there's nothing left... and I don't know what's wrong with the man this time."
قلبي مامهنينيش ... جاوبتها يامنة ماعليش .. ماديريش فبالك .. دابا يرجع ان شاء الله,9elbi mamhninish ... jawbatha yamana ma3lish .. madirich fbalak .. daba yrj3 in cha2 allah,"My heart is uneasy... Yamna replied, ""It's okay... don't worry... he'll be back soon, God willing."""
قلبي مامهنينيش ... جاوبتها يامنة ماعليش .. ماديريش فبالك .. دابا يرجع ان شاء الله,9elbi mamhninich ... jawbatha yamana ma3lich .. madirich fbalak .. daba yrj3 in cha2 allah,"My heart is uneasy... Yamna replied, ""It's okay... don't worry... he'll be back soon, God willing."""
قلبي مامهنينيش ... جاوبتها يامنة ماعليش .. ماديريش فبالك .. دابا يرجع ان شاء الله,9elbi mamhninish ... jawbatha yamana ma3lish .. madirish fbalak .. daba yrj3 in sha2 allah,"My heart is uneasy... Yamna replied, ""It's okay... don't worry... he'll be back soon, God willing."""
قلبي مامهنينيش ... جاوبتها يامنة ماعليش .. ماديريش فبالك .. دابا يرجع ان شاء الله,qelbi mamhninich ... jawbatha yamana ma3lich .. madirich fbalak .. daba yrj3 in cha2 allah,"My heart is uneasy... Yamna replied, ""It's okay... don't worry... he'll be back soon, God willing."""
قلبي مامهنينيش ... جاوبتها يامنة ماعليش .. ماديريش فبالك .. دابا يرجع ان شاء الله,qelbi mamhninish ... jawbatha yamana ma3lish .. madirich fbalak .. daba yrj3 in cha2 allah,"My heart is uneasy... Yamna replied, ""It's okay... don't worry... he'll be back soon, God willing."""
قلبي مامهنينيش ... جاوبتها يامنة ماعليش .. ماديريش فبالك .. دابا يرجع ان شاء الله,qelbi mamhninish ... jawbatha yamana ma3lish .. madirish fbalak .. daba yrj3 in sha2 allah,"My heart is uneasy... Yamna replied, ""It's okay... don't worry... he'll be back soon, God willing."""
حيدات عائشة ولدها من بين يديها و حطاتو فبلاصتو ... تقادت فالجلسة و شدات يدين,7eydat 3a2icha weldha mn bin yediha w 7etato fblasto … t9adat f lglsa wchdat ydin ,Aisha took her child from her arms and placed him in his spot... she adjusted herself in the seat and clasped her hands.
حيدات عائشة ولدها من بين يديها و حطاتو فبلاصتو ... تقادت فالجلسة و شدات يدين,7eydat 3a2icha weldha mn bin yediha w 7etato fblasto … tqadat f lglsa wchdat ydin ,Aisha took her child from her arms and placed him in his spot... she adjusted herself in the seat and clasped her hands.
حيدات عائشة ولدها من بين يديها و حطاتو فبلاصتو ... تقادت فالجلسة و شدات يدين,7eydat 3a2isha weldha mn bin yediha w 7etato fblasto … t9adat f lglsa wshdat ydin ,Aisha took her child from her arms and placed him in his spot... she adjusted herself in the seat and clasped her hands.
حيدات عائشة ولدها من بين يديها و حطاتو فبلاصتو ... تقادت فالجلسة و شدات يدين,7eydat 3a2isha weldha mn bin yediha w 7etato fblasto … tqadat f lglsa wshdat ydin ,Aisha took her child from her arms and placed him in his spot... she adjusted herself in the seat and clasped her hands.
حيدات عائشة ولدها من بين يديها و حطاتو فبلاصتو ... تقادت فالجلسة و شدات يدين,heydat 3a2icha weldha mn bin yediha w hetato fblasto … t9adat f lglsa wchdat ydin ,Aisha took her child from her arms and placed him in his spot... she adjusted herself in the seat and clasped her hands.
حيدات عائشة ولدها من بين يديها و حطاتو فبلاصتو ... تقادت فالجلسة و شدات يدين,heydat 3a2icha weldha mn bin yediha w hetato fblasto … tqadat f lglsa wchdat ydin ,Aisha took her child from her arms and placed him in his spot... she adjusted herself in the seat and clasped her hands.
حيدات عائشة ولدها من بين يديها و حطاتو فبلاصتو ... تقادت فالجلسة و شدات يدين,heydat 3a2isha weldha mn bin yediha w hetato fblasto … t9adat f lglsa wshdat ydin ,Aisha took her child from her arms and placed him in his spot... she adjusted herself in the seat and clasped her hands.
حيدات عائشة ولدها من بين يديها و حطاتو فبلاصتو ... تقادت فالجلسة و شدات يدين,heydat 3a2isha weldha mn bin yediha w hetato fblasto … tqadat f lglsa wshdat ydin ,Aisha took her child from her arms and placed him in his spot... she adjusted herself in the seat and clasped her hands.
يامنة و قالت بترجي نطلبك طلييبة ... الله يرحم والديك لاما شدي ولدي واحد ربع,yamna w 9alet btaraji ntelbek tliba … allah yr7em walidik lama chedi weldi wa7ed rbe3,"Yamna said pleadingly, ""I beg you, please watch my son for a while... May God have mercy on your parents."""
يامنة و قالت بترجي نطلبك طلييبة ... الله يرحم والديك لاما شدي ولدي واحد ربع,yamna w 9alet btaraji ntelbek tliba … allah yr7em walidik lama shedi weldi wa7ed rbe3,"Yamna said pleadingly, ""I beg you, please watch my son for a while... May God have mercy on your parents."""
يامنة و قالت بترجي نطلبك طلييبة ... الله يرحم والديك لاما شدي ولدي واحد ربع,yamna w 9alet btaraji ntelbek tliba … allah yrhem walidik lama chedi weldi wahed rbe3,"Yamna said pleadingly, ""I beg you, please watch my son for a while... May God have mercy on your parents."""
يامنة و قالت بترجي نطلبك طلييبة ... الله يرحم والديك لاما شدي ولدي واحد ربع,yamna w 9alet btaraji ntelbek tliba … allah yrhem walidik lama shedi weldi wahed rbe3,"Yamna said pleadingly, ""I beg you, please watch my son for a while... May God have mercy on your parents."""
يامنة و قالت بترجي نطلبك طلييبة ... الله يرحم والديك لاما شدي ولدي واحد ربع,yamna w qalet btaraji ntelbek tliba … allah yr7em walidik lama chedi weldi wa7ed rbe3,"Yamna said pleadingly, ""I beg you, please watch my son for a while... May God have mercy on your parents."""
يامنة و قالت بترجي نطلبك طلييبة ... الله يرحم والديك لاما شدي ولدي واحد ربع,yamna w qalet btaraji ntelbek tliba … allah yr7em walidik lama shedi weldi wa7ed rbe3,"Yamna said pleadingly, ""I beg you, please watch my son for a while... May God have mercy on your parents."""
يامنة و قالت بترجي نطلبك طلييبة ... الله يرحم والديك لاما شدي ولدي واحد ربع,yamna w qalet btaraji ntelbek tliba … allah yrhem walidik lama chedi weldi wahed rbe3,"Yamna said pleadingly, ""I beg you, please watch my son for a while... May God have mercy on your parents."""
يامنة و قالت بترجي نطلبك طلييبة ... الله يرحم والديك لاما شدي ولدي واحد ربع,yamna w qalet btaraji ntelbek tliba … allah yrhem walidik lama shedi weldi wahed rbe3,"Yamna said pleadingly, ""I beg you, please watch my son for a while... May God have mercy on your parents."""
ساعة نمشي لتيليبوتيك دغيا نعيط لخدمة راجلي ... و نعيط لختي حتا هي نسول فيها,sa3a nmshi lteleboutik deghya n3ayet l5dma rajli ... w n3ayet l5ti 7ta hiya nsouwel fiha,"In an hour, I'll go to the teleboutique to quickly call my husband's work... and I'll also call my sister to check on her."
ساعة نمشي لتيليبوتيك دغيا نعيط لخدمة راجلي ... و نعيط لختي حتا هي نسول فيها,sa3a nmchi lteleboutik deghya n3ayet l5dma rajli ... w n3ayet l5ti 7ta hiya nsouwel fiha,"In an hour, I'll go to the teleboutique to quickly call my husband's work... and I'll also call my sister to check on her."
ساعة نمشي لتيليبوتيك دغيا نعيط لخدمة راجلي ... و نعيط لختي حتا هي نسول فيها,sa3a nmchi lteleboutik deghya n3ayet l5dma rajli ... w n3ayet l5ti hta hiya nsouwel fiha,"In an hour, I'll go to the teleboutique to quickly call my husband's work... and I'll also call my sister to check on her."
ساعة نمشي لتيليبوتيك دغيا نعيط لخدمة راجلي ... و نعيط لختي حتا هي نسول فيها,sa3a nmchi lteleboutik deghya n3ayet lkhdma rajli ... w n3ayet lkhti 7ta hiya nsouwel fiha,"In an hour, I'll go to the teleboutique to quickly call my husband's work... and I'll also call my sister to check on her."
ساعة نمشي لتيليبوتيك دغيا نعيط لخدمة راجلي ... و نعيط لختي حتا هي نسول فيها,sa3a nmchi lteleboutik deghya n3ayet lkhdma rajli ... w n3ayet lkhti hta hiya nsouwel fiha,"In an hour, I'll go to the teleboutique to quickly call my husband's work... and I'll also call my sister to check on her."
ساعة نمشي لتيليبوتيك دغيا نعيط لخدمة راجلي ... و نعيط لختي حتا هي نسول فيها,sa3a nmshi lteleboutik deghya n3ayet l5dma rajli ... w n3ayet l5ti hta hiya nsouwel fiha,"In an hour, I'll go to the teleboutique to quickly call my husband's work... and I'll also call my sister to check on her."
ساعة نمشي لتيليبوتيك دغيا نعيط لخدمة راجلي ... و نعيط لختي حتا هي نسول فيها,sa3a nmshi lteleboutik deghya n3ayet lkhdma rajli ... w n3ayet lkhti 7ta hiya nsouwel fiha,"In an hour, I'll go to the teleboutique to quickly call my husband's work... and I'll also call my sister to check on her."
ساعة نمشي لتيليبوتيك دغيا نعيط لخدمة راجلي ... و نعيط لختي حتا هي نسول فيها,sa3a nmshi lteleboutik deghya n3ayet lkhdma rajli ... w n3ayet lkhti hta hiya nsouwel fiha,"In an hour, I'll go to the teleboutique to quickly call my husband's work... and I'll also call my sister to check on her."
و نعلمها بولادتي يامنة سيري .. ماتهزي هم عائشة لهلا يخطييك عليا اختي نرجعهم ليك,w n3elmha bwladti yamna siri .. mathezzi ham 3a2icha lehla y5tiik 3liya 5ti nrej3hom lik,"""And I entrust my children to you, Yamna, go... don't worry, Aisha. May God keep you safe for me, my sister, I will return them to you."""
و نعلمها بولادتي يامنة سيري .. ماتهزي هم عائشة لهلا يخطييك عليا اختي نرجعهم ليك,w n3elmha bwladti yamna siri .. mathezzi ham 3a2icha lehla ykhtiik 3liya khti nrej3hom lik,"""And I entrust my children to you, Yamna, go... don't worry, Aisha. May God keep you safe for me, my sister, I will return them to you."""
و نعلمها بولادتي يامنة سيري .. ماتهزي هم عائشة لهلا يخطييك عليا اختي نرجعهم ليك,w n3elmha bwladti yamna siri .. mathezzi ham 3a2isha lehla y5tiik 3liya 5ti nrej3hom lik,"""And I entrust my children to you, Yamna, go... don't worry, Aisha. May God keep you safe for me, my sister, I will return them to you."""
و نعلمها بولادتي يامنة سيري .. ماتهزي هم عائشة لهلا يخطييك عليا اختي نرجعهم ليك,w n3elmha bwladti yamna siri .. mathezzi ham 3a2isha lehla ykhtiik 3liya khti nrej3hom lik,"""And I entrust my children to you, Yamna, go... don't worry, Aisha. May God keep you safe for me, my sister, I will return them to you."""
فساعة الخير في التيليبوتيك ... ركبات نمرة ديال خدمة زوجها ... بعد تواني جاوبها صوت,fsa3t l5ir f ettilibutik ... rkbat nemra dial 5dma zojha ... ba3d tawani jawbha sowt,"At the teleboutique, during a good hour... she dialed her husband's work number... moments later, a voice answered."
فساعة الخير في التيليبوتيك ... ركبات نمرة ديال خدمة زوجها ... بعد تواني جاوبها صوت,fsa3t lkhir f ettilibutik ... rkbat nemra dial khdma zojha ... ba3d tawani jawbha sowt,"At the teleboutique, during a good hour... she dialed her husband's work number... moments later, a voice answered."
راجل و سارعت بالسؤال مباشرة سلام .. الله يرحم والديك ممكن تدوز ليا اسماعيل الزغبي,rajel w sar3at bso2al mobachara: salam .. allah yer7em walidik momken tdoz liya ismail zghebi,"A man hurriedly asked, ""Hello... Please, can you pass me Ismail Zoghbi?"""
راجل و سارعت بالسؤال مباشرة سلام .. الله يرحم والديك ممكن تدوز ليا اسماعيل الزغبي,rajel w sar3at bso2al mobachara: salam .. allah yerhem walidik momken tdoz liya ismail zghebi,"A man hurriedly asked, ""Hello... Please, can you pass me Ismail Zoghbi?"""
راجل و سارعت بالسؤال مباشرة سلام .. الله يرحم والديك ممكن تدوز ليا اسماعيل الزغبي,rajel w sar3at bso2al mobashara: salam .. allah yer7em walidik momken tdoz liya ismail zghebi,"A man hurriedly asked, ""Hello... Please, can you pass me Ismail Zoghbi?"""
راجل و سارعت بالسؤال مباشرة سلام .. الله يرحم والديك ممكن تدوز ليا اسماعيل الزغبي,rajel w sar3at bso2al mobashara: salam .. allah yerhem walidik momken tdoz liya ismail zghebi,"A man hurriedly asked, ""Hello... Please, can you pass me Ismail Zoghbi?"""
... انا مراتو كان الصمت فالمقابل بعدما نطقات اسمو .. انتابها الخوف فورا ... رجعات,... ana mrato kan essomt f lmo9abel ba3dama net9at ismo .. ntabha l5awf fawran ... rj3at ...,... I am his wife. Silence followed after she said his name... She was immediately overcome with fear... She went back.
... انا مراتو كان الصمت فالمقابل بعدما نطقات اسمو .. انتابها الخوف فورا ... رجعات,... ana mrato kan essomt f lmo9abel ba3dama net9at ismo .. ntabha lkhawf fawran ... rj3at ...,... I am his wife. Silence followed after she said his name... She was immediately overcome with fear... She went back.
... انا مراتو كان الصمت فالمقابل بعدما نطقات اسمو .. انتابها الخوف فورا ... رجعات,... ana mrato kan essomt f lmoqabel ba3dama netqat ismo .. ntabha l5awf fawran ... rj3at ...,... I am his wife. Silence followed after she said his name... She was immediately overcome with fear... She went back.
... انا مراتو كان الصمت فالمقابل بعدما نطقات اسمو .. انتابها الخوف فورا ... رجعات,... ana mrato kan essomt f lmoqabel ba3dama netqat ismo .. ntabha lkhawf fawran ... rj3at ...,... I am his wife. Silence followed after she said his name... She was immediately overcome with fear... She went back.
سولات بصوت مرتجف و هاد المرة جاوبها .. الراجل : البراكة فراسك الالة .. السي,swelet bsot mortajef w had lmera jawbha .. errajel: lbaraka frasek lalla .. si,"She asked with a trembling voice, and this time he answered her...  
The man: ""Condolences to you, ma'am... sir."""
اسماعيل ضربو تران و كانت الصدمة مماتلة بضربة تران ... دازت الجنازة ... و لبسات,ismail darbo tran w kant essadma momatila bdarbat tran ... dazat ljnaza ... w lbsat,"Ismail was hit by a train, and the shock was like being hit by a train... The funeral passed... and she wore."
الابيض ... و خرجات من دار جارتها .. و السبب .. نظراتها المتوجسة ليها ...,labyed ... w 5erjat mn dar jaratha .. w essabab .. nadaratha lmotawajesa liha ...,The white one ... and she left her neighbor's house ... the reason ... her suspicious looks at her ...
الابيض ... و خرجات من دار جارتها .. و السبب .. نظراتها المتوجسة ليها ...,labyed ... w kherjat mn dar jaratha .. w essabab .. nadaratha lmotawajesa liha ...,The white one ... and she left her neighbor's house ... the reason ... her suspicious looks at her ...
اتناء وجودها فدارها .. كانو سلسلة من الحوادت الغريبة كاتوقع بدون توقف ... و بداو,atna2 wjodha fdarha .. kano silsila mn l7awadit lghariba katw9a3 bdon tawa9of ... w bdaw,"During her time at home, a series of strange incidents kept happening nonstop... and they began."
اتناء وجودها فدارها .. كانو سلسلة من الحوادت الغريبة كاتوقع بدون توقف ... و بداو,atna2 wjodha fdarha .. kano silsila mn l7awadit lghariba katwqa3 bdon tawaqof ... w bdaw,"During her time at home, a series of strange incidents kept happening nonstop... and they began."
اتناء وجودها فدارها .. كانو سلسلة من الحوادت الغريبة كاتوقع بدون توقف ... و بداو,atna2 wjodha fdarha .. kano silsila mn lhawadit lghariba katw9a3 bdon tawa9of ... w bdaw,"During her time at home, a series of strange incidents kept happening nonstop... and they began."
اتناء وجودها فدارها .. كانو سلسلة من الحوادت الغريبة كاتوقع بدون توقف ... و بداو,atna2 wjodha fdarha .. kano silsila mn lhawadit lghariba katwqa3 bdon tawaqof ... w bdaw,"During her time at home, a series of strange incidents kept happening nonstop... and they began."
كايسترجعو الاحدات و هاذشي مابان غير من بعد زيادة زين العابدين لي تولد تحت الشتاء,kaysterj3u la7dat w hadchi ma ban ghir men be3d ziyada zine l3abidine li tould te7t eshshta.,"They are recalling the events, and this only became apparent after the birth of Zine El Abidine, who was born under the rain."
كايسترجعو الاحدات و هاذشي مابان غير من بعد زيادة زين العابدين لي تولد تحت الشتاء,kaysterj3u la7dat w hadchi ma ban ghir men be3d ziyada zine l3abidine li tould te7t echchta.,"They are recalling the events, and this only became apparent after the birth of Zine El Abidine, who was born under the rain."
كايسترجعو الاحدات و هاذشي مابان غير من بعد زيادة زين العابدين لي تولد تحت الشتاء,kaysterj3u la7dat w hadshi ma ban ghir men be3d ziyada zine l3abidine li tould te7t eshshta.,"They are recalling the events, and this only became apparent after the birth of Zine El Abidine, who was born under the rain."
كايسترجعو الاحدات و هاذشي مابان غير من بعد زيادة زين العابدين لي تولد تحت الشتاء,kaysterj3u lahdat w hadchi ma ban ghir men be3d ziyada zine l3abidine li tould teht echchta.,"They are recalling the events, and this only became apparent after the birth of Zine El Abidine, who was born under the rain."
كايسترجعو الاحدات و هاذشي مابان غير من بعد زيادة زين العابدين لي تولد تحت الشتاء,kaysterj3u lahdat w hadchi ma ban ghir men be3d ziyada zine l3abidine li tould teht eshshta.,"They are recalling the events, and this only became apparent after the birth of Zine El Abidine, who was born under the rain."
كايسترجعو الاحدات و هاذشي مابان غير من بعد زيادة زين العابدين لي تولد تحت الشتاء,kaysterj3u lahdat w hadshi ma ban ghir men be3d ziyada zine l3abidine li tould teht eshshta.,"They are recalling the events, and this only became apparent after the birth of Zine El Abidine, who was born under the rain."
فالعراء و الجو العاصف .. مات باه فنفس الليلة و تحرقات دارهم ... اشنو اصعب,f l3ara2 w ljo l3asif .. mat bah f nefs lila w t7r9at darhom ... ashno as3ab,"Out in the open and in the stormy weather... his father died the same night, and their house burned down... What is harder?"
فالعراء و الجو العاصف .. مات باه فنفس الليلة و تحرقات دارهم ... اشنو اصعب,f l3ara2 w ljo l3asif .. mat bah f nefs lila w t7r9at darhom ... achno as3ab,"Out in the open and in the stormy weather... his father died the same night, and their house burned down... What is harder?"
فالعراء و الجو العاصف .. مات باه فنفس الليلة و تحرقات دارهم ... اشنو اصعب,f l3ara2 w ljo l3asif .. mat bah f nefs lila w t7rqat darhom ... achno as3ab,"Out in the open and in the stormy weather... his father died the same night, and their house burned down... What is harder?"
فالعراء و الجو العاصف .. مات باه فنفس الليلة و تحرقات دارهم ... اشنو اصعب,f l3ara2 w ljo l3asif .. mat bah f nefs lila w t7rqat darhom ... ashno as3ab,"Out in the open and in the stormy weather... his father died the same night, and their house burned down... What is harder?"
فالعراء و الجو العاصف .. مات باه فنفس الليلة و تحرقات دارهم ... اشنو اصعب,f l3ara2 w ljo l3asif .. mat bah f nefs lila w thr9at darhom ... achno as3ab,"Out in the open and in the stormy weather... his father died the same night, and their house burned down... What is harder?"
فالعراء و الجو العاصف .. مات باه فنفس الليلة و تحرقات دارهم ... اشنو اصعب,f l3ara2 w ljo l3asif .. mat bah f nefs lila w thr9at darhom ... ashno as3ab,"Out in the open and in the stormy weather... his father died the same night, and their house burned down... What is harder?"
فالعراء و الجو العاصف .. مات باه فنفس الليلة و تحرقات دارهم ... اشنو اصعب,f l3ara2 w ljo l3asif .. mat bah f nefs lila w thrqat darhom ... achno as3ab,"Out in the open and in the stormy weather... his father died the same night, and their house burned down... What is harder?"
فالعراء و الجو العاصف .. مات باه فنفس الليلة و تحرقات دارهم ... اشنو اصعب,f l3ara2 w ljo l3asif .. mat bah f nefs lila w thrqat darhom ... ashno as3ab,"Out in the open and in the stormy weather... his father died the same night, and their house burned down... What is harder?"
باقي ممكن يوقع ... و اشنو السبب من غير داك الولد لي كان قدام نحس,ba9i momkin ywa9a3 ... w ashno sbab mn ghir dak lweld li kan 9dam enne7ss,"It’s still possible to happen... and what’s the reason besides that boy who was in front, I feel."
باقي ممكن يوقع ... و اشنو السبب من غير داك الولد لي كان قدام نحس,ba9i momkin ywa9a3 ... w achno sbab mn ghir dak lweld li kan 9dam enne7ss,"It’s still possible to happen... and what’s the reason besides that boy who was in front, I feel."
باقي ممكن يوقع ... و اشنو السبب من غير داك الولد لي كان قدام نحس,ba9i momkin ywa9a3 ... w achno sbab mn ghir dak lweld li kan 9dam ennehss,"It’s still possible to happen... and what’s the reason besides that boy who was in front, I feel."
باقي ممكن يوقع ... و اشنو السبب من غير داك الولد لي كان قدام نحس,ba9i momkin ywa9a3 ... w ashno sbab mn ghir dak lweld li kan 9dam ennehss,"It’s still possible to happen... and what’s the reason besides that boy who was in front, I feel."
باقي ممكن يوقع ... و اشنو السبب من غير داك الولد لي كان قدام نحس,baqi momkin ywaqa3 ... w achno sbab mn ghir dak lweld li kan qdam enne7ss,"It’s still possible to happen... and what’s the reason besides that boy who was in front, I feel."
باقي ممكن يوقع ... و اشنو السبب من غير داك الولد لي كان قدام نحس,baqi momkin ywaqa3 ... w achno sbab mn ghir dak lweld li kan qdam ennehss,"It’s still possible to happen... and what’s the reason besides that boy who was in front, I feel."
باقي ممكن يوقع ... و اشنو السبب من غير داك الولد لي كان قدام نحس,baqi momkin ywaqa3 ... w ashno sbab mn ghir dak lweld li kan qdam enne7ss,"It’s still possible to happen... and what’s the reason besides that boy who was in front, I feel."
باقي ممكن يوقع ... و اشنو السبب من غير داك الولد لي كان قدام نحس,baqi momkin ywaqa3 ... w ashno sbab mn ghir dak lweld li kan qdam ennehss,"It’s still possible to happen... and what’s the reason besides that boy who was in front, I feel."
على كولشي الناس حوليه ... بعد مرور 6 اشهر ... كانت كاتلاوح فيها من دار,3la kolchi nas 7awalih … ba3d moror 6 achhor … kant katlawe7 fiha mn dar,About everyone around her... after 6 months... she was being thrown out of the house.
على كولشي الناس حوليه ... بعد مرور 6 اشهر ... كانت كاتلاوح فيها من دار,3la kolchi nas 7awalih … ba3d moror t achhor … kant katlawe7 fiha mn dar,About everyone around her... after 6 months... she was being thrown out of the house.
على كولشي الناس حوليه ... بعد مرور 6 اشهر ... كانت كاتلاوح فيها من دار,3la kolchi nas hawalih … ba3d moror 6 achhor … kant katlaweh fiha mn dar,About everyone around her... after 6 months... she was being thrown out of the house.
