Darija_Arabe,Arabizi,Anglais
سمح ليا، صحابني كنا منضمينها، واش غاتكون ناشط الا درناها فليلا خرا؟,"smeh lia, shabni kna mnadmineha, wash ghatkon nashat ila drnaha f lila 5ra?","Sorry, I thought we had it organized. Will you be available if we do it another night?"
سمح ليا، صحابني كنا منضمينها، واش غاتكون ناشط الا درناها فليلا خرا؟,"smeh lia, shabni kna mnadmineha, wash ghatkon nashat ila drnaha f lila khra?","Sorry, I thought we had it organized. Will you be available if we do it another night?"
كانضن كاتقصد لماكلا,kanden katqsd lmakla,I think you mean the food.
لبلايس ديال لخدما تاهوما خاشوم اكون فيهوم دوشات و بيوتا ديال تبدال,lblays dyal l5edma tahoma 5asom ikon fihom dochat w byouta dyal tebdal,Workplaces should also have showers and changing rooms.
لبلايس ديال لخدما تاهوما خاشوم اكون فيهوم دوشات و بيوتا ديال تبدال,lblays dyal l5edma tahoma 5asom ikon fihom doshat w byouta dyal tebdal,Workplaces should also have showers and changing rooms.
لبلايس ديال لخدما تاهوما خاشوم اكون فيهوم دوشات و بيوتا ديال تبدال,lblays dyal lkhedma tahoma khasom ikon fihom dochat w byouta dyal tebdal,Workplaces should also have showers and changing rooms.
لبلايس ديال لخدما تاهوما خاشوم اكون فيهوم دوشات و بيوتا ديال تبدال,lblays dyal lkhedma tahoma khasom ikon fihom doshat w byouta dyal tebdal,Workplaces should also have showers and changing rooms.
كانعقل كنت خدام حدا داك راجل لي كان فاخور اناهو كايضرب 15 كيلومتر بل پيكالا تال لخدما,kana39el kont khddam 7da dak rajel li kan fakhour anaho kaydreb 15 kilometre bel pikala tal lkhadma.,I remember I used to work near that man who proudly rode 15 kilometers on his bike to work.
كانعقل كنت خدام حدا داك راجل لي كان فاخور اناهو كايضرب 15 كيلومتر بل پيكالا تال لخدما,kana39el kont 5ddam 7da dak rajel li kan fa5our anaho kaydreb 15 kilometre bel pikala tal l5adma.,I remember I used to work near that man who proudly rode 15 kilometers on his bike to work.
كانعقل كنت خدام حدا داك راجل لي كان فاخور اناهو كايضرب 15 كيلومتر بل پيكالا تال لخدما,kana39el kont 5ddam hda dak rajel li kan fa5our anaho kaydreb 15 kilometre bel pikala tal l5adma.,I remember I used to work near that man who proudly rode 15 kilometers on his bike to work.
كانعقل كنت خدام حدا داك راجل لي كان فاخور اناهو كايضرب 15 كيلومتر بل پيكالا تال لخدما,kana39el kont khddam hda dak rajel li kan fakhour anaho kaydreb 15 kilometre bel pikala tal lkhadma.,I remember I used to work near that man who proudly rode 15 kilometers on his bike to work.
ليلءاساف كانت عاطيا منو ريحت لعرڭ نهار كامل!,lil2asaf kant 3atya mno ri7t l3reg nhar kaml,The pillow was smelling of sweat all day!
ليلءاساف كانت عاطيا منو ريحت لعرڭ نهار كامل!,lil2asaf kant 3atya mno riht l3reg nhar kaml,The pillow was smelling of sweat all day!
وايه، عندك صح .,"wayeh, 3ndk sa7.","Yes, you are right."
وايه، عندك صح .,"wayeh, 3ndk sah.","Yes, you are right."
مامتءكدش شنو كاتقصد والاكين كايباليا غايكونو لبوليس ف دخلا!,mamat2akdash shno kat9sod walakin kayban liya ghaykono lbolis f dkhela!,"I'm not sure what you mean, but it seems like the police might be involved!"
مامتءكدش شنو كاتقصد والاكين كايباليا غايكونو لبوليس ف دخلا!,mamat2akdach chno kat9sod walakin kayban liya ghaykono lbolis f d5ela!,"I'm not sure what you mean, but it seems like the police might be involved!"
مامتءكدش شنو كاتقصد والاكين كايباليا غايكونو لبوليس ف دخلا!,mamat2akdach chno kat9sod walakin kayban liya ghaykono lbolis f dkhela!,"I'm not sure what you mean, but it seems like the police might be involved!"
مامتءكدش شنو كاتقصد والاكين كايباليا غايكونو لبوليس ف دخلا!,mamat2akdach chno katqsod walakin kayban liya ghaykono lbolis f d5ela!,"I'm not sure what you mean, but it seems like the police might be involved!"
مامتءكدش شنو كاتقصد والاكين كايباليا غايكونو لبوليس ف دخلا!,mamat2akdach chno katqsod walakin kayban liya ghaykono lbolis f dkhela!,"I'm not sure what you mean, but it seems like the police might be involved!"
مامتءكدش شنو كاتقصد والاكين كايباليا غايكونو لبوليس ف دخلا!,mamat2akdash shno kat9sod walakin kayban liya ghaykono lbolis f d5ela!,"I'm not sure what you mean, but it seems like the police might be involved!"
مامتءكدش شنو كاتقصد والاكين كايباليا غايكونو لبوليس ف دخلا!,mamat2akdash shno katqsod walakin kayban liya ghaykono lbolis f d5ela!,"I'm not sure what you mean, but it seems like the police might be involved!"
مامتءكدش شنو كاتقصد والاكين كايباليا غايكونو لبوليس ف دخلا!,mamat2akdash shno katqsod walakin kayban liya ghaykono lbolis f dkhela!,"I'm not sure what you mean, but it seems like the police might be involved!"
كادير پيكالا؟,kadir pikala?,"How are you, bicycle?"
وايه، كنت كاندير بزاف تلحوايج، والاكين مورا لكسيدا لي يالاه شفت، موحال غانقدر نرجع دغيا!,"wayeh, kont kandir bzaf tal7wayj, walakin mora lksida li yallah shft, mo7al ghan9dr narja3 dghya!","Yeah, I used to do a lot of things, but after the accident I just had, it's impossible for me to recover quickly!"
وايه، كنت كاندير بزاف تلحوايج، والاكين مورا لكسيدا لي يالاه شفت، موحال غانقدر نرجع دغيا!,"wayeh, kont kandir bzaf tal7wayj, walakin mora lksida li yallah chft, mo7al ghan9dr narja3 dghya!","Yeah, I used to do a lot of things, but after the accident I just had, it's impossible for me to recover quickly!"
وايه، كنت كاندير بزاف تلحوايج، والاكين مورا لكسيدا لي يالاه شفت، موحال غانقدر نرجع دغيا!,"wayeh, kont kandir bzaf tal7wayj, walakin mora lksida li yallah chft, mo7al ghanqdr narja3 dghya!","Yeah, I used to do a lot of things, but after the accident I just had, it's impossible for me to recover quickly!"
وايه، كنت كاندير بزاف تلحوايج، والاكين مورا لكسيدا لي يالاه شفت، موحال غانقدر نرجع دغيا!,"wayeh, kont kandir bzaf tal7wayj, walakin mora lksida li yallah shft, mo7al ghanqdr narja3 dghya!","Yeah, I used to do a lot of things, but after the accident I just had, it's impossible for me to recover quickly!"
وايه، كنت كاندير بزاف تلحوايج، والاكين مورا لكسيدا لي يالاه شفت، موحال غانقدر نرجع دغيا!,"wayeh, kont kandir bzaf talhwayj, walakin mora lksida li yallah chft, mohal ghan9dr narja3 dghya!","Yeah, I used to do a lot of things, but after the accident I just had, it's impossible for me to recover quickly!"
وايه، كنت كاندير بزاف تلحوايج، والاكين مورا لكسيدا لي يالاه شفت، موحال غانقدر نرجع دغيا!,"wayeh, kont kandir bzaf talhwayj, walakin mora lksida li yallah chft, mohal ghanqdr narja3 dghya!","Yeah, I used to do a lot of things, but after the accident I just had, it's impossible for me to recover quickly!"
وايه، كنت كاندير بزاف تلحوايج، والاكين مورا لكسيدا لي يالاه شفت، موحال غانقدر نرجع دغيا!,"wayeh, kont kandir bzaf talhwayj, walakin mora lksida li yallah shft, mohal ghan9dr narja3 dghya!","Yeah, I used to do a lot of things, but after the accident I just had, it's impossible for me to recover quickly!"
وايه، كنت كاندير بزاف تلحوايج، والاكين مورا لكسيدا لي يالاه شفت، موحال غانقدر نرجع دغيا!,"wayeh, kont kandir bzaf talhwayj, walakin mora lksida li yallah shft, mohal ghanqdr narja3 dghya!","Yeah, I used to do a lot of things, but after the accident I just had, it's impossible for me to recover quickly!"
ماكانلومكش.,makanloumksh.,I don't blame you.
ماكانلومكش.,makanloumkch.,I don't blame you.
غاتكون تروونتي نيت,ghatkon trownti nit,It will be really quiet.
بغيتي شي كاس داتاي اخور؟,bghiti chi kas d atay akhor?,Do you want another cup of tea?
بغيتي شي كاس داتاي اخور؟,bghiti chi kas d atay a5or?,Do you want another cup of tea?
بغيتي شي كاس داتاي اخور؟,bghiti shi kas d atay a5or?,Do you want another cup of tea?
بغيتي شي كاس داتاي اخور؟,bghiti shi kas d atay akhor?,Do you want another cup of tea?
ايه، مرحبا.,"iyyeh, mar7ba.","Yes, welcome."
ايه، مرحبا.,"iyyeh, marhba.","Yes, welcome."
انا ناشط بلمعقول هاد ليلا، غاندير شي حفلا ف دار!,"ana nachit b lma3qul had layla, ghadir chi 7afla f dar!","I’m active for real tonight, I’ll throw a party at home!"
انا ناشط بلمعقول هاد ليلا، غاندير شي حفلا ف دار!,"ana nachit b lma3qul had layla, ghadir chi hafla f dar!","I’m active for real tonight, I’ll throw a party at home!"
انا ناشط بلمعقول هاد ليلا، غاندير شي حفلا ف دار!,"ana nashit b lma3qul had layla, ghadir shi 7afla f dar!","I’m active for real tonight, I’ll throw a party at home!"
انا ناشط بلمعقول هاد ليلا، غاندير شي حفلا ف دار!,"ana nashit b lma3qul had layla, ghadir shi hafla f dar!","I’m active for real tonight, I’ll throw a party at home!"
فراسي مشا لحال شويا علا تنضيم، والاكين.. راه عيد ميلادي!,"frasi mcha l7al chwiya 3la tandim, wlakayn.. rah 3id miladi!","My mind is a bit disorganized, but... it's my birthday!"
فراسي مشا لحال شويا علا تنضيم، والاكين.. راه عيد ميلادي!,"frasi mcha l7al chwiya 3la tandim, wlakayn. rah 3id miladi!","My mind is a bit disorganized, but... it's my birthday!"
فراسي مشا لحال شويا علا تنضيم، والاكين.. راه عيد ميلادي!,"frasi mcha lhal chwiya 3la tandim, wlakayn. rah 3id miladi!","My mind is a bit disorganized, but... it's my birthday!"
فراسي مشا لحال شويا علا تنضيم، والاكين.. راه عيد ميلادي!,"frasi msha l7al shwiya 3la tandim, wlakayn. rah 3id miladi!","My mind is a bit disorganized, but... it's my birthday!"
فراسي مشا لحال شويا علا تنضيم، والاكين.. راه عيد ميلادي!,"frasi msha lhal shwiya 3la tandim, wlakayn. rah 3id miladi!","My mind is a bit disorganized, but... it's my birthday!"
كاين بزاف مايدار واخا هاكاك,kayen bzaf maydar wakha hakak,"There's not much to do, even so."
كاين بزاف مايدار واخا هاكاك,kayen bzaf maydar wa5a hakak,"There's not much to do, even so."
انا فرحان قدرتي ديرها.,ana far7an qdrti dirha.,I’m happy you were able to do it.
انا فرحان قدرتي ديرها.,ana farhan qdrti dirha.,I’m happy you were able to do it.
اه، كولشي ناضي!,"ah, kolchi nadi!","Oh, everything is lit!"
اه، كولشي ناضي!,"ah, kolshi nadi!","Oh, everything is lit!"
لا، مازال، والاكين فيكرا مزيانا!,"la, mazal, walakin fikra mzyana!","No, not yet, but he's thinking well!"
وايه، هادشي خايب بزاف,"wayh, hadchi khayb bzzaf","Yeah, this is really bad."
وايه، هادشي خايب بزاف,"wayh, hadchi 5ayb bzzaf","Yeah, this is really bad."
وايه، هادشي خايب بزاف,"wayh, hadshi 5ayb bzzaf","Yeah, this is really bad."
وايه، هادشي خايب بزاف,"wayh, hadshi khayb bzzaf","Yeah, this is really bad."
خوصوصان فلمدينا,khousousan flmdina,Especially in the city.
خوصوصان فلمدينا,5ousousan flmdina,Especially in the city.
دازت ليه توموبيلا علا رجليه، خرج منو دم بزاف,"dazet lih tomobila 3la rjlih, khrej meno dam bzaf","A car ran over his legs, and he bled a lot."
دازت ليه توموبيلا علا رجليه، خرج منو دم بزاف,"dazet lih tomobila 3la rjlih, 5rej meno dam bzaf","A car ran over his legs, and he bled a lot."
اه، بصح انا صوڭان تلپيكالا خاطير فلمدينا!,"ah, bssa7 ana so9an telpikala kha6ir flmdina!","Oh, it's true, I often go to Telepizza because it's amazing in the city!"
اه، بصح انا صوڭان تلپيكالا خاطير فلمدينا!,"ah, bssa7 ana so9an telpikala 5a6ir flmdina!","Oh, it's true, I often go to Telepizza because it's amazing in the city!"
اه، بصح انا صوڭان تلپيكالا خاطير فلمدينا!,"ah, bssa7 ana so9an telpikala 5atir flmdina!","Oh, it's true, I often go to Telepizza because it's amazing in the city!"
اه، بصح انا صوڭان تلپيكالا خاطير فلمدينا!,"ah, bssa7 ana so9an telpikala khatir flmdina!","Oh, it's true, I often go to Telepizza because it's amazing in the city!"
اه، بصح انا صوڭان تلپيكالا خاطير فلمدينا!,"ah, bssa7 ana soqan telpikala 5a6ir flmdina!","Oh, it's true, I often go to Telepizza because it's amazing in the city!"
اه، بصح انا صوڭان تلپيكالا خاطير فلمدينا!,"ah, bssa7 ana soqan telpikala 5atir flmdina!","Oh, it's true, I often go to Telepizza because it's amazing in the city!"
اه، بصح انا صوڭان تلپيكالا خاطير فلمدينا!,"ah, bssa7 ana soqan telpikala kha6ir flmdina!","Oh, it's true, I often go to Telepizza because it's amazing in the city!"
اه، بصح انا صوڭان تلپيكالا خاطير فلمدينا!,"ah, bssa7 ana soqan telpikala khatir flmdina!","Oh, it's true, I often go to Telepizza because it's amazing in the city!"
اه، بصح انا صوڭان تلپيكالا خاطير فلمدينا!,"ah, bssah ana so9an telpikala 5a6ir flmdina!","Oh, it's true, I often go to Telepizza because it's amazing in the city!"
اه، بصح انا صوڭان تلپيكالا خاطير فلمدينا!,"ah, bssah ana so9an telpikala 5atir flmdina!","Oh, it's true, I often go to Telepizza because it's amazing in the city!"
اه، بصح انا صوڭان تلپيكالا خاطير فلمدينا!,"ah, bssah ana so9an telpikala kha6ir flmdina!","Oh, it's true, I often go to Telepizza because it's amazing in the city!"
اه، بصح انا صوڭان تلپيكالا خاطير فلمدينا!,"ah, bssah ana so9an telpikala khatir flmdina!","Oh, it's true, I often go to Telepizza because it's amazing in the city!"
اه، بصح انا صوڭان تلپيكالا خاطير فلمدينا!,"ah, bssah ana soqan telpikala 5a6ir flmdina!","Oh, it's true, I often go to Telepizza because it's amazing in the city!"
اه، بصح انا صوڭان تلپيكالا خاطير فلمدينا!,"ah, bssah ana soqan telpikala 5atir flmdina!","Oh, it's true, I often go to Telepizza because it's amazing in the city!"
اه، بصح انا صوڭان تلپيكالا خاطير فلمدينا!,"ah, bssah ana soqan telpikala kha6ir flmdina!","Oh, it's true, I often go to Telepizza because it's amazing in the city!"
اه، بصح انا صوڭان تلپيكالا خاطير فلمدينا!,"ah, bssah ana soqan telpikala khatir flmdina!","Oh, it's true, I often go to Telepizza because it's amazing in the city!"
خلينا نتمناو اناهو غايكون بيخير,khallina ntmannao annaho ghaykon bikhir,Let's hope he will be fine.
خلينا نتمناو اناهو غايكون بيخير,5allina ntmannao annaho ghaykon bi5ir,Let's hope he will be fine.
لكاميووات اقدرو اكونو اسليحا قاتيلا,lkamiyowat aqdrou ikounou asli7a 9atila,Trucks can be deadly weapons.
لكاميووات اقدرو اكونو اسليحا قاتيلا,lkamiyowat aqdrou ikounou asli7a qatila,Trucks can be deadly weapons.
لكاميووات اقدرو اكونو اسليحا قاتيلا,lkamiyowat aqdrou ikounou asliha 9atila,Trucks can be deadly weapons.
لكاميووات اقدرو اكونو اسليحا قاتيلا,lkamiyowat aqdrou ikounou asliha qatila,Trucks can be deadly weapons.
فخبارك؟,fkhbarek?,Are you aware? / Do you know?
فخبارك؟,f5barek?,Are you aware? / Do you know?
عليسر ديالك,3liser dialek,Your left.
كانتمنا تعرف تدير داكشي بوحدك,kanatmana t3rf tdyr dakchi bo7dk,I hope you know how to do that on your own.
كانتمنا تعرف تدير داكشي بوحدك,kanatmana t3rf tdyr dakchi bohdk,I hope you know how to do that on your own.
كانتمنا تعرف تدير داكشي بوحدك,kanatmana t3rf tdyr dakshi bo7dk,I hope you know how to do that on your own.
كانتمنا تعرف تدير داكشي بوحدك,kanatmana t3rf tdyr dakshi bohdk,I hope you know how to do that on your own.
غانحط دابا ا شف,ghan7et daba a chef,I will put it on the stove now.
غانحط دابا ا شف,ghan7et daba a shef,I will put it on the stove now.
غانحط دابا ا شف,ghanhet daba a chef,I will put it on the stove now.
غانحط دابا ا شف,ghanhet daba a shef,I will put it on the stove now.
عندهوم طالابات محددا ديال رڭيم,3ndhom talabat mo7addada dial régime,They have specific diet requests.
عندهوم طالابات محددا ديال رڭيم,3ndhom talabat mohaddada dial régime,They have specific diet requests.
بلا حليب ا شف,bla 7lib a chf,"Without milk, please."
بلا حليب ا شف,bla 7lib a shf,"Without milk, please."
بلا حليب ا شف,bla hlib a chf,"Without milk, please."
بلا حليب ا شف,bla hlib a shf,"Without milk, please."
عندنا صوص بلا حليب؟,3ndna sos bla 7lib?,Do we have sauce without milk?
عندنا صوص بلا حليب؟,3ndna sos bla hlib?,Do we have sauce without milk?
كان خص تڭول ليا قبل,kan khs tgoul lia qbl,You should have told me earlier.
كان خص تڭول ليا قبل,kan 5s tgoul lia qbl,You should have told me earlier.
لا، ماعندنا صوص فابور!,"la, ma3ndna sos fabour!","No, we don't have free sauce!"
والاكين نقدرو نصاوبو صوص بلا ملحا.,walakin nqadro nsaweb soss bla mel7a.,But we can make a sauce without salt.
والاكين نقدرو نصاوبو صوص بلا ملحا.,walakin nqadro nsaweb soss bla melha.,But we can make a sauce without salt.
عندك شي فيكرا كيفاش كاتصاوب صوص بلا ملحا لي زوينا؟,3ndk chi fikra kifash katsawb sos bla mela7a li zwina?,Do you have any idea how to make a good sauce without salt?
عندك شي فيكرا كيفاش كاتصاوب صوص بلا ملحا لي زوينا؟,3ndk chi fikra kifach katsawb sos bla mela7a li zwina?,Do you have any idea how to make a good sauce without salt?
عندك شي فيكرا كيفاش كاتصاوب صوص بلا ملحا لي زوينا؟,3ndk chi fikra kifach katsawb sos bla melaha li zwina?,Do you have any idea how to make a good sauce without salt?
عندك شي فيكرا كيفاش كاتصاوب صوص بلا ملحا لي زوينا؟,3ndk chi fikra kifash katsawb sos bla melaha li zwina?,Do you have any idea how to make a good sauce without salt?
عندك شي فيكرا كيفاش كاتصاوب صوص بلا ملحا لي زوينا؟,3ndk shi fikra kifash katsawb sos bla mela7a li zwina?,Do you have any idea how to make a good sauce without salt?
عندك شي فيكرا كيفاش كاتصاوب صوص بلا ملحا لي زوينا؟,3ndk shi fikra kifash katsawb sos bla melaha li zwina?,Do you have any idea how to make a good sauce without salt?
صموحات ا شف!,somo7at a chef!,"Ambitions, chef!"
صموحات ا شف!,somo7at a shef!,"Ambitions, chef!"
صموحات ا شف!,somohat a chef!,"Ambitions, chef!"
صموحات ا شف!,somohat a shef!,"Ambitions, chef!"
ايه ا شف,iyeh a chef,"Yeah, what's up?"
ايه ا شف,iyeh a shef,"Yeah, what's up?"
ماغانكونش شف واعر كون كانت لملحا ضاروريا!,ma ghankonch chef wa3er kon kanet lmel7a daroriya!,I wouldn't be a great chef if salt wasn't essential!
ماغانكونش شف واعر كون كانت لملحا ضاروريا!,ma ghankonch chef wa3er kon kanet lmelha daroriya!,I wouldn't be a great chef if salt wasn't essential!
ماغانكونش شف واعر كون كانت لملحا ضاروريا!,ma ghankonsh shef wa3er kon kanet lmel7a daroriya!,I wouldn't be a great chef if salt wasn't essential!
ماغانكونش شف واعر كون كانت لملحا ضاروريا!,ma ghankonsh shef wa3er kon kanet lmelha daroriya!,I wouldn't be a great chef if salt wasn't essential!
هادي بنتي.,hadi benti.,This is my daughter.
واش فكرتي تدي لخبز ل لبطاط,wash fkrti tdi lkhobz l lbatata,Did you think of getting bread and potatoes?
واش فكرتي تدي لخبز ل لبطاط,wach fkrti tdi l5obz l lbatata,Did you think of getting bread and potatoes?
واش فكرتي تدي لخبز ل لبطاط,wach fkrti tdi lkhobz l lbatata,Did you think of getting bread and potatoes?
واش فكرتي تدي لخبز ل لبطاط,wash fkrti tdi l5obz l lbatata,Did you think of getting bread and potatoes?
تفو.,tfo.,Spit.
لا، كليتها فطريق فاش كنت جاي لهنا.,"la, klitha f tri9 fash kont jay lhna.","No, I ate it on the way here."
لا، كليتها فطريق فاش كنت جاي لهنا.,"la, klitha f tri9 fach kont jay lhna.","No, I ate it on the way here."
لا، كليتها فطريق فاش كنت جاي لهنا.,"la, klitha f triq fach kont jay lhna.","No, I ate it on the way here."
لا، كليتها فطريق فاش كنت جاي لهنا.,"la, klitha f triq fash kont jay lhna.","No, I ate it on the way here."
واش شاد شي هاجا عليها؟,wash shad shi haja 3liha?,Are you holding anything against her?
واش شاد شي هاجا عليها؟,wach chad chi haja 3liha?,Are you holding anything against her?
عندي هي واحد ل باكيا تل ڭارو.,3ndi hiya wa7d l bakya t l garo.,I have one pack of cigarettes.
عندي هي واحد ل باكيا تل ڭارو.,3ndi hiya wahd l bakya t l garo.,I have one pack of cigarettes.
موحالش,mo7alash,Impossible
موحالش,mo7alach,Impossible
موحالش,mohalach,Impossible
موحالش,mohalash,Impossible
انا خايف واحد شويا,ana khayef wahed chwiya,I’m a little scared.
انا خايف واحد شويا,ana 5ayef wahed chwiya,I’m a little scared.
انا خايف واحد شويا,ana 5ayef wahed shwiya,I’m a little scared.
انا خايف واحد شويا,ana khayef wahed shwiya,I’m a little scared.
علاه ماڭلتيش ليا عندك حاياوانات ف دار؟,3lach ma glitich lia 3ndk 7ayawanat f dar?,Why didn't you tell me you have pets at home?
علاه ماڭلتيش ليا عندك حاياوانات ف دار؟,3lach ma glitich lia 3ndk hayawanat f dar?,Why didn't you tell me you have pets at home?
علاه ماڭلتيش ليا عندك حاياوانات ف دار؟,3lash ma glitish lia 3ndk 7ayawanat f dar?,Why didn't you tell me you have pets at home?
علاه ماڭلتيش ليا عندك حاياوانات ف دار؟,3lash ma glitish lia 3ndk hayawanat f dar?,Why didn't you tell me you have pets at home?
ايه، طابعان.,"eyeh, 6ab3an.","Yes, of course."
ايه، طابعان.,"eyeh, tab3an.","Yes, of course."
مش و جوج باباغاوات.,mch w juj babaghawat.,A cat and two parrots.
مش و جوج باباغاوات.,msh w juj babaghawat.,A cat and two parrots.
و اش كاتوكلهوم؟,wesh katoklhoum?,Do you feed them?
و اش كاتوكلهوم؟,wech katoklhoum?,Do you feed them?
طابعان لا!,tabe3an la!,"""Absolutely not!"""
انا ماشي مكلخ، راه لحاياوانات ديالو هادوك، كانوكلهوم مزيان!,ana machi mkele5 rah l7ayawanat dyal hadok kanweklhom mezyan,"I'm not stupid, those are his animals, I feed them well!"
انا ماشي مكلخ، راه لحاياوانات ديالو هادوك، كانوكلهوم مزيان!,ana machi mkele5 rah lhayawanat dyal hadok kanweklhom mezyan,"I'm not stupid, those are his animals, I feed them well!"
انا ماشي مكلخ، راه لحاياوانات ديالو هادوك، كانوكلهوم مزيان!,ana machi mkelekh rah l7ayawanat dyal hadok kanweklhom mezyan,"I'm not stupid, those are his animals, I feed them well!"
انا ماشي مكلخ، راه لحاياوانات ديالو هادوك، كانوكلهوم مزيان!,ana machi mkelekh rah lhayawanat dyal hadok kanweklhom mezyan,"I'm not stupid, those are his animals, I feed them well!"
انا ماشي مكلخ، راه لحاياوانات ديالو هادوك، كانوكلهوم مزيان!,ana mashi mkele5 rah l7ayawanat dyal hadok kanweklhom mezyan,"I'm not stupid, those are his animals, I feed them well!"
انا ماشي مكلخ، راه لحاياوانات ديالو هادوك، كانوكلهوم مزيان!,ana mashi mkele5 rah lhayawanat dyal hadok kanweklhom mezyan,"I'm not stupid, those are his animals, I feed them well!"
انا ماشي مكلخ، راه لحاياوانات ديالو هادوك، كانوكلهوم مزيان!,ana mashi mkelekh rah l7ayawanat dyal hadok kanweklhom mezyan,"I'm not stupid, those are his animals, I feed them well!"
انا ماشي مكلخ، راه لحاياوانات ديالو هادوك، كانوكلهوم مزيان!,ana mashi mkelekh rah lhayawanat dyal hadok kanweklhom mezyan,"I'm not stupid, those are his animals, I feed them well!"
والاكين راهوم هي بطات.,walakkin rahom hiya ba6at.,But they are ducks.
والاكين راهوم هي بطات.,walakkin rahom hiya batat.,But they are ducks.
موهيم، باليا مابغيتيش تدير تجريبا.,"mohim, baliya mabghitich tdir tjriba.","Anyway, it seems you don't want to try."
موهيم، باليا مابغيتيش تدير تجريبا.,"mohim, baliya mabghitish tdir tjriba.","Anyway, it seems you don't want to try."
ماشي موهيم، نتمشاو ف جردا؟,"mashi mohim, ntmchaw f jarda?","It's not important, shall we take a walk in the garden?"
ماشي موهيم، نتمشاو ف جردا؟,"machi mohim, ntmchaw f jarda?","It's not important, shall we take a walk in the garden?"
ماشي موهيم، نتمشاو ف جردا؟,"mashi mohim, ntmshaw f jarda?","It's not important, shall we take a walk in the garden?"
واخا.,wa5a.,Okay.
واخا.,wakha.,Okay.
خلينا نعتيو تيساع ل لبطات,khallina n3tiw tisa3 l lbtat,Let's give the ducks some space.
خلينا نعتيو تيساع ل لبطات,5allina n3tiw tisa3 l lbtat,Let's give the ducks some space.
امكن لينا نمشيو نشوفو اش كايدير داك سينجاب تما,imkan lina nmshiw nshufu ash kaydir dak sinjab tma,Can we go see what that squirrel is doing there?
امكن لينا نمشيو نشوفو اش كايدير داك سينجاب تما,imkan lina nmchiw nchufu ach kaydir dak sinjab tma,Can we go see what that squirrel is doing there?
الا مابيتيش تعتيه ياكول,ila mabitish t3tih yakol,"If you don't want to give it to him, let it be."
الا مابيتيش تعتيه ياكول,ila mabitich t3tih yakol,"If you don't want to give it to him, let it be."
ماتخافش!,matkhafsh!,Don't worry!
ماتخافش!,mat5afch!,Don't worry!
ماتخافش!,mat5afsh!,Don't worry!
ماتخافش!,matkhafch!,Don't worry!
مزيانا هاد جريدا فاش تاتكون زوينا بحال هاكا,mzyana had jrida fash tatkoun zwina b7al haka,This newspaper is great when it’s as good as this.
مزيانا هاد جريدا فاش تاتكون زوينا بحال هاكا,mzyana had jrida fach tatkoun zwina b7al haka,This newspaper is great when it’s as good as this.
مزيانا هاد جريدا فاش تاتكون زوينا بحال هاكا,mzyana had jrida fach tatkoun zwina bhal haka,This newspaper is great when it’s as good as this.
مزيانا هاد جريدا فاش تاتكون زوينا بحال هاكا,mzyana had jrida fash tatkoun zwina bhal haka,This newspaper is great when it’s as good as this.
خصنا نبداو نجيبو دويرا مرا مرا، كاتحص براحا,"khsna nbdaw njibo dowira mara mara, kat7ess berra7a",We need to start going on outings from time to time; it feels refreshing.
خصنا نبداو نجيبو دويرا مرا مرا، كاتحص براحا,"5sna nbdaw njibo dowira mara mara, kat7ess berra7a",We need to start going on outings from time to time; it feels refreshing.
خصنا نبداو نجيبو دويرا مرا مرا، كاتحص براحا,"5sna nbdaw njibo dowira mara mara, kathess berraha",We need to start going on outings from time to time; it feels refreshing.
خصنا نبداو نجيبو دويرا مرا مرا، كاتحص براحا,"khsna nbdaw njibo dowira mara mara, kathess berraha",We need to start going on outings from time to time; it feels refreshing.
وايه، مزيان تدير شي هاجا من غير لفراجا ت تلفازا,"wayeh, mzyan tdir shi haja mn ghir lfraja f telfaza","Yeah, it's good to do something other than just watching TV."
وايه، مزيان تدير شي هاجا من غير لفراجا ت تلفازا,"wayeh, mzyan tdir chi haja mn ghir lfraja f telfaza","Yeah, it's good to do something other than just watching TV."
خرج اضربك شويا تلبرد,khrej derbek chwiya tlberd,Go out to cool off a bit.
خرج اضربك شويا تلبرد,5rej derbek chwiya tlberd,Go out to cool off a bit.
خرج اضربك شويا تلبرد,5rej derbek shwiya tlberd,Go out to cool off a bit.
خرج اضربك شويا تلبرد,khrej derbek shwiya tlberd,Go out to cool off a bit.
كاينا كاندووزو بزاف تلوقت كانتفرجو ف تلفازا,kayna kandozo bzaf tlwaqt kantfarjo f tlfaza,We spend a lot of time watching TV.
كانعرفو، والاكين كانبقاو غادين,"kan3rfo, walakin kanb9aw ghadin","We know, but we keep going."
كانعرفو، والاكين كانبقاو غادين,"kan3rfo, walakin kanbqaw ghadin","We know, but we keep going."
شويا غابييا,chwiya ghabiya,A little naive.
شويا غابييا,shwiya ghabiya,A little naive.
اش كاتقصد ب كانبقاو غادين؟, ash kat9sod b kanb9aw ghadin?,"What do you mean by ""we keep going""?"
اش كاتقصد ب كانبقاو غادين؟, ach kat9sod b kanb9aw ghadin?,"What do you mean by ""we keep going""?"
اش كاتقصد ب كانبقاو غادين؟, ach katqsod b kanbqaw ghadin?,"What do you mean by ""we keep going""?"
اش كاتقصد ب كانبقاو غادين؟, ash katqsod b kanbqaw ghadin?,"What do you mean by ""we keep going""?"
