Darija (Arabic),Darija (Arabizi),English
اينا مناصب واش كتقصدي مناصب الخدمة في مجال ل كنتبيليتي,ina manasib wash katqsdi manasib lkhidma f majal l comptabilité?,Which positions? Are you referring to job positions in the field of accounting?
ما كنقصدش كل شئ الخدمة ككل,ma kan9sodsh kol chi lkhidma kakol,"I don't mean everything, just the work as a whole."
ما كنقصدش كل شئ الخدمة ككل,ma kan9sodch kol chi l5idma kakol,"I don't mean everything, just the work as a whole."
ما كنقصدش كل شئ الخدمة ككل,ma kan9sodch kol chi lkhidma kakol,"I don't mean everything, just the work as a whole."
ما كنقصدش كل شئ الخدمة ككل,ma kan9sodsh kol chi l5idma kakol,"I don't mean everything, just the work as a whole."
ما كنقصدش كل شئ الخدمة ككل,ma kan9sodsh kol shi l5idma kakol,"I don't mean everything, just the work as a whole."
ما كنقصدش كل شئ الخدمة ككل,ma kan9sodsh kol shi lkhidma kakol,"I don't mean everything, just the work as a whole."
ما كنقصدش كل شئ الخدمة ككل,ma kanqsodch kol chi l5idma kakol,"I don't mean everything, just the work as a whole."
ما كنقصدش كل شئ الخدمة ككل,ma kanqsodch kol chi lkhidma kakol,"I don't mean everything, just the work as a whole."
ما كنقصدش كل شئ الخدمة ككل,ma kanqsodsh kol chi l5idma kakol,"I don't mean everything, just the work as a whole."
ما كنقصدش كل شئ الخدمة ككل,ma kanqsodsh kol chi lkhidma kakol,"I don't mean everything, just the work as a whole."
ما كنقصدش كل شئ الخدمة ككل,ma kanqsodsh kol shi l5idma kakol,"I don't mean everything, just the work as a whole."
ما كنقصدش كل شئ الخدمة ككل,ma kanqsodsh kol shi lkhidma kakol,"I don't mean everything, just the work as a whole."
الخدمة ككل,lkhdma kakml,The service as a whole.
الخدمة ككل,l5dma kakml,The service as a whole.
ولت المناصب قليلة ما بقاش عندك الاختيار كيفما بغيتي اذن ما عندكش الاختيار,wlt lmanasib 9lila ma b9ach 3ndk l2ikhtiyar kifma bghiti idan ma 3ndkch likhtiyar,"Positions have become scarce, you no longer have the choice as you want, so you don't have a choice."
ولت المناصب قليلة ما بقاش عندك الاختيار كيفما بغيتي اذن ما عندكش الاختيار,wlt lmanasib 9lila ma b9ach 3ndk l2i5tiyar kifma bghiti idan ma 3ndkch li5tiyar,"Positions have become scarce, you no longer have the choice as you want, so you don't have a choice."
ولت المناصب قليلة ما بقاش عندك الاختيار كيفما بغيتي اذن ما عندكش الاختيار,wlt lmanasib 9lila ma b9ash 3ndk l2i5tiyar kifma bghiti idan ma 3ndksh li5tiyar,"Positions have become scarce, you no longer have the choice as you want, so you don't have a choice."
ولت المناصب قليلة ما بقاش عندك الاختيار كيفما بغيتي اذن ما عندكش الاختيار,wlt lmanasib 9lila ma b9ash 3ndk l2ikhtiyar kifma bghiti idan ma 3ndksh likhtiyar,"Positions have become scarce, you no longer have the choice as you want, so you don't have a choice."
ولت المناصب قليلة ما بقاش عندك الاختيار كيفما بغيتي اذن ما عندكش الاختيار,wlt lmanasib qlila ma bqach 3ndk l2i5tiyar kifma bghiti idan ma 3ndkch li5tiyar,"Positions have become scarce, you no longer have the choice as you want, so you don't have a choice."
ولت المناصب قليلة ما بقاش عندك الاختيار كيفما بغيتي اذن ما عندكش الاختيار,wlt lmanasib qlila ma bqach 3ndk l2ikhtiyar kifma bghiti idan ma 3ndkch likhtiyar,"Positions have become scarce, you no longer have the choice as you want, so you don't have a choice."
ولت المناصب قليلة ما بقاش عندك الاختيار كيفما بغيتي اذن ما عندكش الاختيار,wlt lmanasib qlila ma bqash 3ndk l2i5tiyar kifma bghiti idan ma 3ndksh li5tiyar,"Positions have become scarce, you no longer have the choice as you want, so you don't have a choice."
ولت المناصب قليلة ما بقاش عندك الاختيار كيفما بغيتي اذن ما عندكش الاختيار,wlt lmanasib qlila ma bqash 3ndk l2ikhtiyar kifma bghiti idan ma 3ndksh likhtiyar,"Positions have become scarce, you no longer have the choice as you want, so you don't have a choice."
لا ما غديش تلقاي,la ma ghadich tl9ay,"No, you won't find it."
لا ما غديش تلقاي,la ma ghadich tlqay,"No, you won't find it."
لا ما غديش تلقاي,la ma ghadish tl9ay,"No, you won't find it."
لا ما غديش تلقاي,la ma ghadish tlqay,"No, you won't find it."
وضعت ملف باش نلقى خدمة,wda3t milaf bash nl9a khdma,I submitted a file to find a job.
وضعت ملف باش نلقى خدمة,wda3t milaf bach nl9a 5dma,I submitted a file to find a job.
وضعت ملف باش نلقى خدمة,wda3t milaf bach nl9a khdma,I submitted a file to find a job.
وضعت ملف باش نلقى خدمة,wda3t milaf bach nlqa 5dma,I submitted a file to find a job.
وضعت ملف باش نلقى خدمة,wda3t milaf bach nlqa khdma,I submitted a file to find a job.
وضعت ملف باش نلقى خدمة,wda3t milaf bash nl9a 5dma,I submitted a file to find a job.
وضعت ملف باش نلقى خدمة,wda3t milaf bash nlqa 5dma,I submitted a file to find a job.
وضعت ملف باش نلقى خدمة,wda3t milaf bash nlqa khdma,I submitted a file to find a job.
اه عقد,ah 3qd,"Yes, a contract."
ناوي نقلب علي خدمة مع الدولة,nawi n9alleb 3la khdma m3a eddawla,I intend to look for a job with the government.
ناوي نقلب علي خدمة مع الدولة,nawi n9alleb 3la 5dma m3a eddawla,I intend to look for a job with the government.
ناوي نقلب علي خدمة مع الدولة,nawi nqalleb 3la 5dma m3a eddawla,I intend to look for a job with the government.
ناوي نقلب علي خدمة مع الدولة,nawi nqalleb 3la khdma m3a eddawla,I intend to look for a job with the government.
ملي يسالي العقد جددي عقد اخر مع الخواص,mlli ysali l3aqd jddi 3aqd akhor m3a lkhwas,"When the contract ends, renew another contract with private individuals."
ملي يسالي العقد جددي عقد اخر مع الخواص,mlli ysali l3aqd jddi 3aqd a5or m3a l5was,"When the contract ends, renew another contract with private individuals."
انا مع الخواص دبا,ana m3a lkhawas dba,I am with the private sector now.
انا مع الخواص دبا,ana m3a l5awas dba,I am with the private sector now.
بالصح عقد مع الخواص,bssa7 3qd m3a lkhwas,"Indeed, a contract with private entities."
بالصح عقد مع الخواص,bssa7 3qd m3a l5was,"Indeed, a contract with private entities."
بالصح عقد مع الخواص,bssah 3qd m3a l5was,"Indeed, a contract with private entities."
بالصح عقد مع الخواص,bssah 3qd m3a lkhwas,"Indeed, a contract with private entities."
سمعي كنظن لو كنت خدامة بعقد مع الدولة غدي يرسموك,sm3i kanden lo kont khdama b3a9d m3a eddawla ghadi yarsmouk,"Listen, I think if you were working with a contract with the state, they would make you permanent."
سمعي كنظن لو كنت خدامة بعقد مع الدولة غدي يرسموك,sm3i kanden lo kont 5dama b3a9d m3a eddawla ghadi yarsmouk,"Listen, I think if you were working with a contract with the state, they would make you permanent."
سمعي كنظن لو كنت خدامة بعقد مع الدولة غدي يرسموك,sm3i kanden lo kont 5dama b3aqd m3a eddawla ghadi yarsmouk,"Listen, I think if you were working with a contract with the state, they would make you permanent."
سمعي كنظن لو كنت خدامة بعقد مع الدولة غدي يرسموك,sm3i kanden lo kont khdama b3aqd m3a eddawla ghadi yarsmouk,"Listen, I think if you were working with a contract with the state, they would make you permanent."
لا ولكن,la walakin,"No, but..."
يمكنلهم يحتفظوا بك,yemkenlehom ye7tafedo bik.,They can keep you.
يمكنلهم يحتفظوا بك,yemkenlehom yehtafedo bik.,They can keep you.
غادي نڭول ليك شي حاجة إلى كنتي معقولة غادي يخليوك عندهم,ghadi ngoul lik chi 7aja ila konti m3a9oula ghadi ykhalliwk 3ndhom,"I will tell you something: if you are reasonable, they will keep you with them."
غادي نڭول ليك شي حاجة إلى كنتي معقولة غادي يخليوك عندهم,ghadi ngoul lik chi 7aja ila konti m3a9oula ghadi y5alliwk 3ndhom,"I will tell you something: if you are reasonable, they will keep you with them."
غادي نڭول ليك شي حاجة إلى كنتي معقولة غادي يخليوك عندهم,ghadi ngoul lik chi 7aja ila konti m3aqoula ghadi y5alliwk 3ndhom,"I will tell you something: if you are reasonable, they will keep you with them."
غادي نڭول ليك شي حاجة إلى كنتي معقولة غادي يخليوك عندهم,ghadi ngoul lik chi 7aja ila konti m3aqoula ghadi ykhalliwk 3ndhom,"I will tell you something: if you are reasonable, they will keep you with them."
غادي نڭول ليك شي حاجة إلى كنتي معقولة غادي يخليوك عندهم,ghadi ngoul lik chi haja ila konti m3a9oula ghadi y5alliwk 3ndhom,"I will tell you something: if you are reasonable, they will keep you with them."
غادي نڭول ليك شي حاجة إلى كنتي معقولة غادي يخليوك عندهم,ghadi ngoul lik chi haja ila konti m3a9oula ghadi ykhalliwk 3ndhom,"I will tell you something: if you are reasonable, they will keep you with them."
غادي نڭول ليك شي حاجة إلى كنتي معقولة غادي يخليوك عندهم,ghadi ngoul lik chi haja ila konti m3aqoula ghadi y5alliwk 3ndhom,"I will tell you something: if you are reasonable, they will keep you with them."
غادي نڭول ليك شي حاجة إلى كنتي معقولة غادي يخليوك عندهم,ghadi ngoul lik chi haja ila konti m3aqoula ghadi ykhalliwk 3ndhom,"I will tell you something: if you are reasonable, they will keep you with them."
غادي نڭول ليك شي حاجة إلى كنتي معقولة غادي يخليوك عندهم,ghadi ngoul lik shi 7aja ila konti m3a9oula ghadi y5alliwk 3ndhom,"I will tell you something: if you are reasonable, they will keep you with them."
غادي نڭول ليك شي حاجة إلى كنتي معقولة غادي يخليوك عندهم,ghadi ngoul lik shi 7aja ila konti m3a9oula ghadi ykhalliwk 3ndhom,"I will tell you something: if you are reasonable, they will keep you with them."
غادي نڭول ليك شي حاجة إلى كنتي معقولة غادي يخليوك عندهم,ghadi ngoul lik shi 7aja ila konti m3aqoula ghadi y5alliwk 3ndhom,"I will tell you something: if you are reasonable, they will keep you with them."
غادي نڭول ليك شي حاجة إلى كنتي معقولة غادي يخليوك عندهم,ghadi ngoul lik shi 7aja ila konti m3aqoula ghadi ykhalliwk 3ndhom,"I will tell you something: if you are reasonable, they will keep you with them."
غادي نڭول ليك شي حاجة إلى كنتي معقولة غادي يخليوك عندهم,ghadi ngoul lik shi haja ila konti m3a9oula ghadi y5alliwk 3ndhom,"I will tell you something: if you are reasonable, they will keep you with them."
غادي نڭول ليك شي حاجة إلى كنتي معقولة غادي يخليوك عندهم,ghadi ngoul lik shi haja ila konti m3a9oula ghadi ykhalliwk 3ndhom,"I will tell you something: if you are reasonable, they will keep you with them."
غادي نڭول ليك شي حاجة إلى كنتي معقولة غادي يخليوك عندهم,ghadi ngoul lik shi haja ila konti m3aqoula ghadi y5alliwk 3ndhom,"I will tell you something: if you are reasonable, they will keep you with them."
غادي نڭول ليك شي حاجة إلى كنتي معقولة غادي يخليوك عندهم,ghadi ngoul lik shi haja ila konti m3aqoula ghadi ykhalliwk 3ndhom,"I will tell you something: if you are reasonable, they will keep you with them."
لا انا تنسولك واش شفت مثلا عقد متاعي عند الخواص,la ana tansowlek wach chft matalan 3qd mt3i 3nd lkhowas,"No, I'm asking you if you've seen, for example, my contract with private individuals."
لا انا تنسولك واش شفت مثلا عقد متاعي عند الخواص,la ana tansowlek wach chft matalan 3qd mt3i 3nd l5owas,"No, I'm asking you if you've seen, for example, my contract with private individuals."
لا انا تنسولك واش شفت مثلا عقد متاعي عند الخواص,la ana tansowlek wash shft matalan 3qd mt3i 3nd l5owas,"No, I'm asking you if you've seen, for example, my contract with private individuals."
لا انا تنسولك واش شفت مثلا عقد متاعي عند الخواص,la ana tansowlek wash shft matalan 3qd mt3i 3nd lkhowas,"No, I'm asking you if you've seen, for example, my contract with private individuals."
لا انا تنسولك واش شفت مثلا عقد متاعي عند الخواص,la ana tansoulek wach chft matalan 3qd mt3i 3nd lkhowas,"No, I’m asking you if you’ve seen, for example, my contract with private individuals."
لا انا تنسولك واش شفت مثلا عقد متاعي عند الخواص,la ana tansoulek wach chft matalan 3qd mt3i 3nd l5owas,"No, I’m asking you if you’ve seen, for example, my contract with private individuals."
لا انا تنسولك واش شفت مثلا عقد متاعي عند الخواص,la ana tansoulek wash shft matalan 3qd mt3i 3nd l5owas,"No, I’m asking you if you’ve seen, for example, my contract with private individuals."
لا انا تنسولك واش شفت مثلا عقد متاعي عند الخواص,la ana tansoulek wash shft matalan 3qd mt3i 3nd lkhowas,"No, I’m asking you if you’ve seen, for example, my contract with private individuals."
وخا,w5a,Okay
وخا,wkha,Okay
لو انا مثلا لقيت منصب مع الدولة وخدمت تما غدي نقدر نلقى خلصة من هنا ومن تما,law ana mathalan l9it manseb m3a eddawla w khdmt tma ghadi nqdr nl9a khlsa mn hna w mn tma.,"If, for example, I found a position with the government and worked there, I could earn a salary from here and there."
لو انا مثلا لقيت منصب مع الدولة وخدمت تما غدي نقدر نلقى خلصة من هنا ومن تما,law ana mathalan l9it manseb m3a eddawla w 5dmt tma ghadi nqdr nl9a 5lsa mn hna w mn tma.,"If, for example, I found a position with the government and worked there, I could earn a salary from here and there."
لو انا مثلا لقيت منصب مع الدولة وخدمت تما غدي نقدر نلقى خلصة من هنا ومن تما,law ana mathalan lqit manseb m3a eddawla w 5dmt tma ghadi nqdr nlqa 5lsa mn hna w mn tma.,"If, for example, I found a position with the government and worked there, I could earn a salary from here and there."
لو انا مثلا لقيت منصب مع الدولة وخدمت تما غدي نقدر نلقى خلصة من هنا ومن تما,law ana mathalan lqit manseb m3a eddawla w khdmt tma ghadi nqdr nlqa khlsa mn hna w mn tma.,"If, for example, I found a position with the government and worked there, I could earn a salary from here and there."
زوج مرات صحاح,zouj mrat s7a7,Twice correctly.
زوج مرات صحاح,zouj mrat shah,Twice correctly.
مغديش يعيقوا بيا لان عقود الخواص مستقلة على عقود الدولة,maghadich y3iqo biya laan 3qoud lkhawas mosta9illa 3la 3qoud ddawla,They won't notice me because private contracts are independent of state contracts.
مغديش يعيقوا بيا لان عقود الخواص مستقلة على عقود الدولة,maghadich y3iqo biya laan 3qoud l5awas mosta9illa 3la 3qoud ddawla,They won't notice me because private contracts are independent of state contracts.
مغديش يعيقوا بيا لان عقود الخواص مستقلة على عقود الدولة,maghadich y3iqo biya laan 3qoud l5awas mostaqilla 3la 3qoud ddawla,They won't notice me because private contracts are independent of state contracts.
مغديش يعيقوا بيا لان عقود الخواص مستقلة على عقود الدولة,maghadich y3iqo biya laan 3qoud lkhawas mostaqilla 3la 3qoud ddawla,They won't notice me because private contracts are independent of state contracts.
مغديش يعيقوا بيا لان عقود الخواص مستقلة على عقود الدولة,maghadish y3iqo biya laan 3qoud l5awas mosta9illa 3la 3qoud ddawla,They won't notice me because private contracts are independent of state contracts.
مغديش يعيقوا بيا لان عقود الخواص مستقلة على عقود الدولة,maghadish y3iqo biya laan 3qoud l5awas mostaqilla 3la 3qoud ddawla,They won't notice me because private contracts are independent of state contracts.
مغديش يعيقوا بيا لان عقود الخواص مستقلة على عقود الدولة,maghadish y3iqo biya laan 3qoud lkhawas mosta9illa 3la 3qoud ddawla,They won't notice me because private contracts are independent of state contracts.
مغديش يعيقوا بيا لان عقود الخواص مستقلة على عقود الدولة,maghadish y3iqo biya laan 3qoud lkhawas mostaqilla 3la 3qoud ddawla,They won't notice me because private contracts are independent of state contracts.
ولكن كيتقال لا لا,walakin kaytqal la la,"But it is said no, no."
تيقي بيا غدي تقبل,tiqi bia ghadi tqbel,"Trust me, you will accept."
كناكد لك انك غدي دفعي الفلوس اذا عاقوا بك,kan2akd lik annak ghadi tdfa3i lflous ila 3aqo bik.,I assure you that you will pay the money if they catch you.
لا لا انت خدامة البنت كتعتبري موظفة,la la nta khdama lbnt kat3tabri mowdafa,"No, no, you are working; the girl is considered an employee."
لا لا انت خدامة البنت كتعتبري موظفة,la la nta 5dama lbnt kat3tabri mowdafa,"No, no, you are working; the girl is considered an employee."
كيفاش واش كتخدمي مع الخواص,kifash wash katkhdmi m3a lkhawas,How do you work with private clients?
كيفاش واش كتخدمي مع الخواص,kifach wach kat5dmi m3a l5awas,How do you work with private clients?
كيفاش واش كتخدمي مع الخواص,kifach wach katkhdmi m3a lkhawas,How do you work with private clients?
كيفاش واش كتخدمي مع الخواص,kifash wash kat5dmi m3a l5awas,How do you work with private clients?
انا سولت الموظفين في الوكالة قلت ليهم واش ممكن مثلا نخدموا في موضع اخر قالوا لي بطبيعة الحال اخدم بشكل عادي,ana sewelt lmowedafin fi lwakala 9olt lihom wach momkin matalan n5edmo fi mawdi3 a5ar 9alo li btabi3t l7al 5dem bchakel 3adi,"I asked the employees at the agency if it was possible, for example, to work in another location, and they told me, ""Of course, work as usual."""
انا سولت الموظفين في الوكالة قلت ليهم واش ممكن مثلا نخدموا في موضع اخر قالوا لي بطبيعة الحال اخدم بشكل عادي,ana sewelt lmowedafin fi lwakala 9olt lihom wach momkin matalan n5edmo fi mawdi3 a5ar 9alo li btabi3t lhal 5dem bchakel 3adi,"I asked the employees at the agency if it was possible, for example, to work in another location, and they told me, ""Of course, work as usual."""
انا سولت الموظفين في الوكالة قلت ليهم واش ممكن مثلا نخدموا في موضع اخر قالوا لي بطبيعة الحال اخدم بشكل عادي,ana sewelt lmowedafin fi lwakala 9olt lihom wach momkin matalan nkhedmo fi mawdi3 akhar 9alo li btabi3t l7al khdem bchakel 3adi,"I asked the employees at the agency if it was possible, for example, to work in another location, and they told me, ""Of course, work as usual."""
انا سولت الموظفين في الوكالة قلت ليهم واش ممكن مثلا نخدموا في موضع اخر قالوا لي بطبيعة الحال اخدم بشكل عادي,ana sewelt lmowedafin fi lwakala 9olt lihom wach momkin matalan nkhedmo fi mawdi3 akhar 9alo li btabi3t lhal khdem bchakel 3adi,"I asked the employees at the agency if it was possible, for example, to work in another location, and they told me, ""Of course, work as usual."""
انا سولت الموظفين في الوكالة قلت ليهم واش ممكن مثلا نخدموا في موضع اخر قالوا لي بطبيعة الحال اخدم بشكل عادي,ana sewelt lmowedafin fi lwakala 9olt lihom wash momkin matalan n5edmo fi mawdi3 a5ar 9alo li btabi3t l7al 5dem bshakel 3adi,"I asked the employees at the agency if it was possible, for example, to work in another location, and they told me, ""Of course, work as usual."""
انا سولت الموظفين في الوكالة قلت ليهم واش ممكن مثلا نخدموا في موضع اخر قالوا لي بطبيعة الحال اخدم بشكل عادي,ana sewelt lmowedafin fi lwakala 9olt lihom wash momkin matalan n5edmo fi mawdi3 a5ar 9alo li btabi3t lhal 5dem bshakel 3adi,"I asked the employees at the agency if it was possible, for example, to work in another location, and they told me, ""Of course, work as usual."""
انا سولت الموظفين في الوكالة قلت ليهم واش ممكن مثلا نخدموا في موضع اخر قالوا لي بطبيعة الحال اخدم بشكل عادي,ana sewelt lmowedafin fi lwakala 9olt lihom wash momkin matalan nkhedmo fi mawdi3 akhar 9alo li btabi3t l7al khdem bshakel 3adi,"I asked the employees at the agency if it was possible, for example, to work in another location, and they told me, ""Of course, work as usual."""
انا سولت الموظفين في الوكالة قلت ليهم واش ممكن مثلا نخدموا في موضع اخر قالوا لي بطبيعة الحال اخدم بشكل عادي,ana sewelt lmowedafin fi lwakala 9olt lihom wash momkin matalan nkhedmo fi mawdi3 akhar 9alo li btabi3t lhal khdem bshakel 3adi,"I asked the employees at the agency if it was possible, for example, to work in another location, and they told me, ""Of course, work as usual."""
انا سولت الموظفين في الوكالة قلت ليهم واش ممكن مثلا نخدموا في موضع اخر قالوا لي بطبيعة الحال اخدم بشكل عادي,ana sewelt lmowedafin fi lwakala qolt lihom wach momkin matalan n5edmo fi mawdi3 a5ar qalo li btabi3t l7al 5dem bchakel 3adi,"I asked the employees at the agency if it was possible, for example, to work in another location, and they told me, ""Of course, work as usual."""
انا سولت الموظفين في الوكالة قلت ليهم واش ممكن مثلا نخدموا في موضع اخر قالوا لي بطبيعة الحال اخدم بشكل عادي,ana sewelt lmowedafin fi lwakala qolt lihom wach momkin matalan n5edmo fi mawdi3 a5ar qalo li btabi3t lhal 5dem bchakel 3adi,"I asked the employees at the agency if it was possible, for example, to work in another location, and they told me, ""Of course, work as usual."""
انا سولت الموظفين في الوكالة قلت ليهم واش ممكن مثلا نخدموا في موضع اخر قالوا لي بطبيعة الحال اخدم بشكل عادي,ana sewelt lmowedafin fi lwakala qolt lihom wach momkin matalan nkhedmo fi mawdi3 akhar qalo li btabi3t l7al khdem bchakel 3adi,"I asked the employees at the agency if it was possible, for example, to work in another location, and they told me, ""Of course, work as usual."""
انا سولت الموظفين في الوكالة قلت ليهم واش ممكن مثلا نخدموا في موضع اخر قالوا لي بطبيعة الحال اخدم بشكل عادي,ana sewelt lmowedafin fi lwakala qolt lihom wach momkin matalan nkhedmo fi mawdi3 akhar qalo li btabi3t lhal khdem bchakel 3adi,"I asked the employees at the agency if it was possible, for example, to work in another location, and they told me, ""Of course, work as usual."""
انا سولت الموظفين في الوكالة قلت ليهم واش ممكن مثلا نخدموا في موضع اخر قالوا لي بطبيعة الحال اخدم بشكل عادي,ana sewelt lmowedafin fi lwakala qolt lihom wash momkin matalan n5edmo fi mawdi3 a5ar qalo li btabi3t l7al 5dem bshakel 3adi,"I asked the employees at the agency if it was possible, for example, to work in another location, and they told me, ""Of course, work as usual."""
انا سولت الموظفين في الوكالة قلت ليهم واش ممكن مثلا نخدموا في موضع اخر قالوا لي بطبيعة الحال اخدم بشكل عادي,ana sewelt lmowedafin fi lwakala qolt lihom wash momkin matalan n5edmo fi mawdi3 a5ar qalo li btabi3t lhal 5dem bshakel 3adi,"I asked the employees at the agency if it was possible, for example, to work in another location, and they told me, ""Of course, work as usual."""
انا سولت الموظفين في الوكالة قلت ليهم واش ممكن مثلا نخدموا في موضع اخر قالوا لي بطبيعة الحال اخدم بشكل عادي,ana sewelt lmowedafin fi lwakala qolt lihom wash momkin matalan nkhedmo fi mawdi3 akhar qalo li btabi3t l7al khdem bshakel 3adi,"I asked the employees at the agency if it was possible, for example, to work in another location, and they told me, ""Of course, work as usual."""
انا سولت الموظفين في الوكالة قلت ليهم واش ممكن مثلا نخدموا في موضع اخر قالوا لي بطبيعة الحال اخدم بشكل عادي,ana sewelt lmowedafin fi lwakala qolt lihom wash momkin matalan nkhedmo fi mawdi3 akhar qalo li btabi3t lhal khdem bshakel 3adi,"I asked the employees at the agency if it was possible, for example, to work in another location, and they told me, ""Of course, work as usual."""
عندك الحق تخدم,3ndk l7a9 t5dm,You have the right to work.
عندك الحق تخدم,3ndk l7a9 tkhdm,You have the right to work.
عندك الحق تخدم,3ndk l7aq t5dm,You have the right to work.
عندك الحق تخدم,3ndk l7aq tkhdm,You have the right to work.
عندك الحق تخدم,3ndk lha9 t5dm,You have the right to work.
عندك الحق تخدم,3ndk lha9 tkhdm,You have the right to work.
عندك الحق تخدم,3ndk lhaq t5dm,You have the right to work.
عندك الحق تخدم,3ndk lhaq tkhdm,You have the right to work.
تيقي هما اللي قالولي هذ الشئ,tiqi huma lli qaluli had chi,Trust that they are the ones who told me this.
تيقي هما اللي قالولي هذ الشئ,tiqi huma lli qaluli had shi,Trust that they are the ones who told me this.
كل واحد كياخذ اللي قسم ليه الله,kol wa7ed kayakhod lli qsem lih allah,Everyone takes what God has destined for them.
كل واحد كياخذ اللي قسم ليه الله,kol wa7ed kaya5od lli qsem lih allah,Everyone takes what God has destined for them.
كل واحد كياخذ اللي قسم ليه الله,kol wahed kaya5od lli qsem lih allah,Everyone takes what God has destined for them.
كل واحد كياخذ اللي قسم ليه الله,kol wahed kayakhod lli qsem lih allah,Everyone takes what God has destined for them.
كيفما قلت لك من المفروض تشاركي في جميع المسابقات,kifma glt lik mn lmafroud tcharki fi jmi3 lmosaba9at,"As I told you, you are supposed to participate in all the competitions."
كيفما قلت لك من المفروض تشاركي في جميع المسابقات,kifma glt lik mn lmafroud tcharki fi jmi3 lmosabaqat,"As I told you, you are supposed to participate in all the competitions."
كيفما قلت لك من المفروض تشاركي في جميع المسابقات,kifma glt lik mn lmafroud tsharki fi jmi3 lmosaba9at,"As I told you, you are supposed to participate in all the competitions."
كيفما قلت لك من المفروض تشاركي في جميع المسابقات,kifma glt lik mn lmafroud tsharki fi jmi3 lmosabaqat,"As I told you, you are supposed to participate in all the competitions."
لا تفوتي,la tfawti,Don't miss it.
خاسك تسمعي,khasek tsama3i,You need to listen.
خاسك تسمعي,5asek tsama3i,You need to listen.
اذا اجتهدت اييه,ila jtehedt ayyeh,"If you work hard, yes."
وتلقاي خدمة لا مستحيل خاسك تشاركي في جميع المسابقات,w tl9ay khdma la mosta7il khask tcharki f jami3 lmosab9at,"And find a job, nothing is impossible; you must participate in all competitions."
وتلقاي خدمة لا مستحيل خاسك تشاركي في جميع المسابقات,w tl9ay 5dma la mosta7il 5ask tcharki f jami3 lmosab9at,"And find a job, nothing is impossible; you must participate in all competitions."
وتلقاي خدمة لا مستحيل خاسك تشاركي في جميع المسابقات,w tl9ay 5dma la mosta7il 5ask tsharki f jami3 lmosab9at,"And find a job, nothing is impossible; you must participate in all competitions."
وتلقاي خدمة لا مستحيل خاسك تشاركي في جميع المسابقات,w tl9ay 5dma la mostahil 5ask tcharki f jami3 lmosab9at,"And find a job, nothing is impossible; you must participate in all competitions."
وتلقاي خدمة لا مستحيل خاسك تشاركي في جميع المسابقات,w tl9ay 5dma la mostahil 5ask tsharki f jami3 lmosab9at,"And find a job, nothing is impossible; you must participate in all competitions."
وتلقاي خدمة لا مستحيل خاسك تشاركي في جميع المسابقات,w tl9ay khdma la mosta7il khask tsharki f jami3 lmosab9at,"And find a job, nothing is impossible; you must participate in all competitions."
وتلقاي خدمة لا مستحيل خاسك تشاركي في جميع المسابقات,w tl9ay khdma la mostahil khask tcharki f jami3 lmosab9at,"And find a job, nothing is impossible; you must participate in all competitions."
وتلقاي خدمة لا مستحيل خاسك تشاركي في جميع المسابقات,w tl9ay khdma la mostahil khask tsharki f jami3 lmosab9at,"And find a job, nothing is impossible; you must participate in all competitions."
وتلقاي خدمة لا مستحيل خاسك تشاركي في جميع المسابقات,w tlqay 5dma la mosta7il 5ask tcharki f jami3 lmosabqat,"And find a job, nothing is impossible; you must participate in all competitions."
وتلقاي خدمة لا مستحيل خاسك تشاركي في جميع المسابقات,w tlqay 5dma la mosta7il 5ask tsharki f jami3 lmosabqat,"And find a job, nothing is impossible; you must participate in all competitions."
وتلقاي خدمة لا مستحيل خاسك تشاركي في جميع المسابقات,w tlqay 5dma la mostahil 5ask tcharki f jami3 lmosabqat,"And find a job, nothing is impossible; you must participate in all competitions."
وتلقاي خدمة لا مستحيل خاسك تشاركي في جميع المسابقات,w tlqay 5dma la mostahil 5ask tsharki f jami3 lmosabqat,"And find a job, nothing is impossible; you must participate in all competitions."
وتلقاي خدمة لا مستحيل خاسك تشاركي في جميع المسابقات,w tlqay khdma la mosta7il khask tcharki f jami3 lmosabqat,"And find a job, nothing is impossible; you must participate in all competitions."
وتلقاي خدمة لا مستحيل خاسك تشاركي في جميع المسابقات,w tlqay khdma la mosta7il khask tsharki f jami3 lmosabqat,"And find a job, nothing is impossible; you must participate in all competitions."
وتلقاي خدمة لا مستحيل خاسك تشاركي في جميع المسابقات,w tlqay khdma la mostahil khask tcharki f jami3 lmosabqat,"And find a job, nothing is impossible; you must participate in all competitions."
وتلقاي خدمة لا مستحيل خاسك تشاركي في جميع المسابقات,w tlqay khdma la mostahil khask tsharki f jami3 lmosabqat,"And find a job, nothing is impossible; you must participate in all competitions."
بالصح,bssa7,Really?
بالصح,bssah,Really?
وانت عندك المؤهلات ما شاء الله,wnta 3ndk lmo2ahilat ma sha2 allah,"And you have the qualifications, Mashallah."
وانت عندك المؤهلات ما شاء الله,wnta 3ndk lmo2ahilat ma cha2 allah,"And you have the qualifications, Mashallah."
وانت عندك المؤهلات ما شاء الله,wnta 3ndk lmo2ahilat ma sha2 allah,"And you have the qualifications, mashallah."
وانت عندك المؤهلات ما شاء الله,wnta 3ndk lmo2ahilat ma cha2 allah,"And you have the qualifications, mashallah."
الحمد لله,l7amdo lillah,Thank God
الحمد لله,lhamdo lillah,Thank God
