Darija (Arabic),English
بيها و لكن سبحان الله غير تزوجتي بالبرهوشة ديالك وليتي باغي الحلول ... الجديد على,"""With it, but glory be to God, as soon as you married your young girl, you started looking for solutions... what's new?"""
عشاق القصص والحكايات بجميع اللغات خولة ماسوني زين الدين بغضب : اش باغا انت دابا,What do you want now?
اش باغا .. بغيتي الفلوس انا قلتلك الالة غير خوديهم ونطلقو و ديك الساعة الولد,"What do you want? You want the money? I told you, just take them, and we’ll separate, and then the child."
انا نتكلف بيه وحتى انت الا حتاجيتي شي حاجة ديال المعقول واخا طليقتي والله مانحرمك,"I will take care of him, and even if you need something serious, even though you're my ex, I swear I won't deny you."
منها غير خلينا نتفارقو هنا الله يرحم الوالدين ... جميلة بأسى : انا مباغاش نتفارق,"Jamila, sadly: ""I don't want us to separate."""
ا زين انا كنبغيك .. زين بغضب : فين كتبغيني فين .. عاقلا من اورا,"Oh beauty, I love you .. Beauty angrily: Where do you love me, where .. remember from behind."
عرس سارة ملي جيت نديك انا برجلي من داركم انا والواليدة .. قلتلك خلينا نحاولو,"Sarah's wedding: When I came to take you with my husband from your house, me and my mother... I told you, let's try."
نبداو من جديد و قوليلي شنو لي معجباكش نصلحو .. شنو قلتيلي اه .. #,Let's start over and tell me what you don't like so we can fix it .. What did you say again .. #
فلاش_باك نهار عرس سارة العرس كلو وهوا مراقب ديك الزوينة ولاكن كان اعجاب لا غير,"Flashback to Sarah's wedding day, he spent the whole wedding observing that beautiful one, but it was just admiration, nothing more."
وفكل مرة كيتبسم من حركاتها وحتى نضراتها ليه وفنفس الوقت حتى هوا بادلها النظرات ...,"And every time he smiled at her gestures and even her glances at him, and at the same time, he exchanged glances with her..."
ولكن نعل الشيطان وتفكرت ولدو والمرأة لي عندو فالدار و تفكر ان الخيانة ماشي من,"But he cursed the devil and remembered his son and the woman in his house, and he realized that betrayal is not from..."
طبعو وماشي هوا يتزوج المرة وفاللخر متفاهمش معاها يمشي يقلب على بانادول عند بنات الناس,"He got married to the woman, but in the end, he didn’t get along with her, so he goes looking for ""Panadol"" with other women."
! لا ماشي من داك النوع ... الا نهار العرس ... وصلهم و ماعرفش كفاش,"No, not that type ... only on the wedding day ... he delivered it and didn’t know how."
ملي نسات التلفون فالطونوبيل خدا رقمها و رجع لدار لقا مرتو العزيزة كتسناه ووجها مكيبشرش,"When she forgot her phone in the car, he took her number and went back home to find his dear wife waiting for him with an unhappy face."
بالخير اول مدخل ... واقفة كتمشي وتجي وبعجرفة قالت جميلة : قلتلك مغاداش للعرس حيت,"With grace, as she entered... Standing, pacing back and forth, Jamila arrogantly said: ""I told you I'm not going to the wedding because..."""
مافيا منتلقا عائلتك لي مكيحملو فيا الشعرة ... وقلت لك ديك خت بنت خالتك اش,"Mafia, your family who can't stand me at all... and I told you about that cousin of yours, what?"
دارت جابت لكولشي كادو الا انا وواخا هاكاك مشيتي عندهم ازين .. رد عليها بسخرية,"""She brought gifts for everyone except me, and yet you still went to them, beautiful."" He replied sarcastically."
: را بنت اختي هاديك .. بنت اختي واش منمشيش لعرس بنت اختي ! سافابا,"That's my niece... my niece, how could I not go to my niece's wedding! Alright."
نتي ولا مشات ليك سلك فعقلك ! جميلة : اه فهمت بنت اختك لي حاط,"""Did you lose your mind or what? Jamila: Oh, I understand, your niece is the one posting."""
لملاين فعرسها .. زين الدين بتهكم : قولي هادي هي مشكلتك ! ( طلع حاجبو,Millions at her wedding.. Zinedine sarcastically: Say this is your problem! (He raised his eyebrow)
وبتاسم ) علاش نحط الفلووس عشاق القصص والحكايات بجميع اللغات جميلة : ماشي سوقي هاداك,"""That's not my business."""
رزقك دير فيه لي بغيتي .. شاف فيها بابتسامة وعلى غير عادتو عنقها من اللور,"""Your livelihood, do with it as you wish... He looked at her with a smile, and unusually, hugged her from behind."""
وقال وهوا كيطبع قبلة على عنقها زين الدين : خلينا نحاولو نقادو علاقتنا .. خلينا,"And as he planted a kiss on her neck, Zine El-Din said: ""Let's try to fix our relationship... let's."""
نبداو من جديد على قبلنا بجوج وعل قبل ولدنا .. جميلة بسخرية : شنو !,"Let's start over for the sake of both of us and for our son...  
Jamila, sarcastically: What!"
سخنتي باغي تح .. هاد ليلة ... طلق منها ووقف داير يدو على جنتبو مشتغرب,"""You heated up wanting to... this night... let go of her and stood with his hand on his cheek, surprised."""
ومصدوم زين : واش تصطيتي ... شهاد الهضرة كنسمع ! جميلة : المهم راك حلالي,"Zine (shocked): Are you crazy... What am I hearing?!  
Jamila: The important thing is that you’re mine (halal for me)."
باغي تقضي شي حاجة دخل قضيها انا فبيت نعاس .. ( غمزاتو ) وقفها قبل,"""If you want to take care of something, go ahead and do it; I'm in the bedroom... (she winked at him) Stop her first."""
ما دخل قاءلا : جميلة ... كنهضر معاك بصح ... ماشي هادشي اللي خلاني نقرب,He said: Beautiful ... I'm serious with you ... that's not what made me get closer.
منك ... بصح كنهضر معاك .. خلينا نقادو علاقتنا ... الى مكانش على قبلنا ..,From you ... but I'm serious talking to you ... let's fix our relationship ... if not for our sake ...
على قبل الولد اللي بيناتنا ... جميلة : انا لداخل .. # عودة_الى الوقع زين,"Because of the child between us ...  
Jamila: I'm going inside...  
#Back_to_reality  
Zin"
: بسخرية ) فهمتي دابا شنو كاين ... كنت كنقلب على داكشي اللي شفت فديك,"Sarcastically: ""Do you understand now what's going on... I was looking for what I saw in that."""
البنت عندك نتي .. كنقلب على شي حاجة اللي ماتخلينيش نفكر فيها ... على كلمة,"""The girl is yours... I'm looking for something that will stop me from thinking about her... a word."""
تخليني ندم حيت ضحكت معاها .. وسبحان الله نتي كنتي كدفعيني بفعايلك باش نفكر فيها,"You make me regret laughing with her... and سبحان الله, you were pushing me with your actions to think about her."
.. ومادرتي حتى حاجة تسحب فكرة الاعجاب ديالي بديك البنت .. واخا غير بكلمة تخليني,.. And you did nothing to change my admiration for that girl .. Even just a word could make me.
ندم ويأبني ضميري ... بالعكس ... زدتي كملتيها وجملتيها ب # فلاش_باك فغرفة نوم مضلمة,Regret consumes me and my conscience... on the contrary... you made it worse and topped it off with a #flashback in a dark bedroom.
فيها ضوء خفيف كيتسمع صوت انفاس .. لا بل لهيب الانفاس فقط بدون صوت ..,"It has a faint light, the sound of breaths can be heard... no, just the heat of breaths without sound."
وبعض انين من صوت جميلة اللي ناعسة ضهرها كتافها عريانين ... وقريب من وجها وجه,"And some moaning from Jamila's voice, who is lying on her back with her shoulders bare... and a face close to hers."
زين الدين اللي كيشوف فيها وكيتسنى منها مبادرة ... حاط شوية من تقل جسمو على,"Zinedine, who is looking at her and waiting for her to take the initiative... slightly leaning his body weight on..."
جسدها وهي حالة عينيها و مدورا وجها لليمين ومكدير حتى رد فعل . انتهى ودار,"Her body, her eyes' state, and turning her face to the right without any reaction. It ended, and she turned."
على جنبو تكى وني دور عندو جميلة وقالت بصوت تقيل وميوعة جميلة : ساليتي ياك,"He leaned on his side, and Jamila turned to him, saying in a heavy and flirtatious tone: ""You're done, right?"""
؟ .... ( طلعات حاجبها ) نمشي ندوش باش نعس؟؟ شاف فيها عاقد حجبانو و,"""Raised her eyebrow"""
نضرات تعود من هاد الكلمات لي مولفة تعاودهم من بعد اي معاشرة بناتهم زين :,Glances.
اخر مرة نقيسك فيها ... جميلة بتهكم : نفس الهضرة كتعاودها سنين و سنين عمرك,The last time I measure you... Jamila sarcastically: You’ve been repeating the same words for years and years.
مدرتيها ... غير كيسخن الموطور كيولي همك اتخوي .. رد عليها بابتسامة ساخرة : هه,"You didn't do it... Once the engine heats up, all you care about is leaving... He replied with a sarcastic smile: ""Heh."""
! بصح ... سنين هادي وانا كنعل الشيطان ... كنقول عندي مرى فالدار ... وحيت,Really ... for years I've been cursing the devil ... saying I have a wife at home ... and because
عارفة معنديش مع الفساد داكشي علاش كنجي عندك نتي .. وعارفة مزال غنرجع واخا كنقولها,"I know I don't tolerate corruption, that's why I come to you... and I know I'll come back even though I say I won't."
معصب .. وكنعاود نرجع عندك .. حيت مكاينش البديل اجميلة .. وكاينة غير نتي ...,"Angry... and I keep coming back to you... because there's no alternative, Jamila... it's only you..."
دابا كنقول ليك .. هادي اخر مرة غيجمعنا فيا الفراش ... ومكانقولهاش وانا معصب كما,"""Now I'm telling you... this is the last time we'll share a bed... and I'm not saying it out of anger."""
موالف فاش كتعصبيني بهضرتك والبرود ديالك ... كانت هادي اخر محاولة ... نوضي على سلامتك,"""I'm used to you upsetting me with your words and coldness... this was the last attempt... goodbye."""
دار يديه مور راسو متكي وهي ضحك بسخرية ولا مبالات وناضت قدامو فاتجاه الحمام ..,"He rested his hands behind his head, leaning back, laughing sarcastically and indifferently, and she got up in front of him heading to the bathroom."
تبعها بعينيه ساهي حتى دخلات و حول الشوفة جيهت المرايا اللي مقابلة معاه .. شاف,"He followed her with his eyes, lost in thought, until she entered and turned his gaze toward the mirror facing him... He saw."
راسو متكي مخطي نصور وشاد الناموسية كاملة وصدرو عريان .. ابتاسم ابتسامة خفيفية وهوا كيذكر,"His head was resting, lying relaxed, taking up the whole mattress, his chest bare... He smiled faintly as he reminisced."
نضرات صوفيا ليه وحركاتها وابتسامتها ... وكفاش لفتات انتباهو وجدباتو ليها .. # عودة_الى_الحاضر زين,"Sophia's looks at him, her gestures, her smile... and how she caught his attention and drew him to her... #Back_to_the_present beauty"
الدين بابتسامة ساخرة : فهمتي دابا علاش انا وانت صافي سالينا ومن هذا شحال ...,The religion with a sarcastic smile: Do you understand now why you and I ended a long time ago...?
جميلة بسخرية : بغيتي تقول صافي لقيتي لي تتحرك معاك فالسرير و بالحلال وانت مرتاح,"Jamila sarcastically: ""You mean to say you finally found someone to share a bed with, in a halal way, and you're at ease?"""
كتاكلها حلال طيبا ... قلتلك مكبوت شحال هادي و مبغيتيش تيق ... زين بابتسامة ساخرة,"""You eat it lawfully cooked... I told you a long time ago you're repressed, but you didn't want to believe... Zine with a sarcastic smile."""
ربع يديه كيطلع ويهبط فيها : والى قلت ليك هي مرى عليك ... قدامها نتي,"He keeps moving his hand up and down: ""And if I told you she's a woman, you'd..."" ... ""In front of her, it's you."""
متسواي حتى حاجة ... شي حوايج عندها ماعندكش حتى ريحتهم ... بغضب بدات كترعد وكتحاول,"Don't underestimate anything... Some things you don't even have a trace of... Angrily, she started trembling and trying."
تبت راسها : فين ما كانت شي مسخة كتحيك نتا ملاك .. انا بزاف عليك,"She tilted her head: ""Wherever there's a mess, you're an angel... I'm too much for you."""
قال باستفزاز : ههه ... خلي لسانك عندك ... غنبكيك غير بالهضرة الى زدت معاك,"He said provocatively: ""Haha... Keep your tongue to yourself... I'll make you cry just with words if you keep going."""
كلمة اخرى ... تعلمي تهضري باش ماتسمعيش شي حاجة اللي متعجبكش .. كلمة مكبوت قوليها,"Another word... Learn to speak so you don't hear something you don't like... Say the word ""repressed."""
بينك وبين راسك ... حيت ماحركات فيا حتى لعبة .. عشاق القصص والحكايات بجميع اللغات,Between you and yourself ... because nothing moved me ... lovers of stories and tales in all languages.
تلفت باش يمشي وهي تقول بغضب جميلة : موسخة ... وداكشي اللي كيعجبك لقيتيه ...,"He turned to leave, and she angrily said, ""Filthy... is that what you like?"""
ودابا نتفرج فيك كتنقز من معفونة لمعفونة بحال الدبان تلفت كيهضر وغادي بابتسامة زين :,"And now I'm watching you jump from one mess to another like a fly, confused, talking and leaving with a fake smile."
انا اللي شايفكم بجوج ( غمزها ) وانا اللي نحكم شكون الموسخة ( غمزها ),"I’m the one watching both of you (winks at her), and I’m the one to decide who’s the messy one (winks at her)."
نساء العالم كاملين .. ميوصلوش حتى لريحت بيطانها ... سكتي حسن ليك راه منصلاحش ليك,"""Women of the whole world can't even compare to her shadow... Stay quiet, it's better for you, it's not good for you."""
التتمة على * عشاق القصص والحكايات بجميع اللغات ( غزال تراست ) * غمزها ومشا,The continuation on * Lovers of stories and tales in all languages (Ghazal Trust) * He winked at her and left.
ببرودة خلاها واقفة كتغلي فبلاصتها جميلة : واخا .. دابا نشوفو .. دابا نشوفو ونوريك,"Jamila: ""Alright... we'll see... we'll see and I'll show you."""
المسخة اش كتسوى فغرفة صوفيا فين مجمعة هي وانس بوحدهم بعدما غادرو بنات عاءلتها ..,"The copy, what's it worth in Sophia's room where she and Anas are alone after her family girls left?"
قال انس وهوا كيضحك انس : مامشيتي حتى تزوجتي الشارف ... صوفيا بغضب طفولي :,"Anas, laughing, said: ""You didn’t leave until you married the old man...""  
Sophia, with childish anger:"
انس مديرليش كي اسماء ومريم حتى انتا ... شفتيه بعدا باش تقول عليه شارف !,Don't judge him as old without even seeing him!
بلعكش شارب عقلو متشي مبرهش انس : وتنكري ! مكنتيش كتقوليلي هاد البراهش انا شنو,"Blakach, drunk, out of his mind, not a kid anymore, said: ""And you deny it! Weren't you the one telling me what these kids are about?"""
ندير بيهم .. وكنتي باغا راجل كبير .. وعزيز عليك داك النوع ! صوفيا :,I’ll use them... and you wanted an older man... and you like that type! Sophia:
وماشارفش ... اوييلي 45 عام عندو وبوكوص خاصك تشوفو ... راه يهزك نتا يهرب بيك,"""And he's not close... Oh my, he's 45 years old and handsome, you have to see him... He'll sweep you off your feet and run away with you."""
وفيه 10 منك .. هه ! قالك شارف ! انس : صافي نتي تعمات ليك,"""And there are 10 of you... haha! He called you old! Anas: That's it, you're blinded."""
الباصيرة .. الحب صعييب والولف موصيبة يا بنتي يا صوفيا ... اجي مزوج؟ صوفيا بدفاع,"Al-Basira... Love is hard, and attachment is a disaster, my daughter Sofia... Are you married? Sofia defensively."
: غدي يطلق ... انس ببرود : اوكي .. صوفيا ممازحة : على اساس انت,He will break up ... Anas coldly: Okay .. Sophia jokingly: As if you are.
صغير .. وحتى انت شارف وباقي متزوجتي ما والو ... شنو مزال كتسنى؟ انس :,"Young... and you're old and still not married, nothing at all... what are you still waiting for?"
كنتسنى بنت الناس .. ماتكونش داخلة بزاف لبيت النعاس صوفيا : هههه اويييلي ! !,"I'm waiting for the right woman... hopefully, she doesn't spend too much time in the bedroom.  
Sophia: Hahaha, oh my!"
! انس : وشنو ! ! فين هما بنات الناس صوفيا : علاش مالي انا,"Anas: ""What!"" ""Where are the decent girls?""  
Sophia: ""Why, what's wrong with me?"""
بنت الكلاب ! كما انا بنت الناس واسماء و مريم بنات الناس راه مزااالين البنات,"Daughter of dogs! Just as I am a respectable woman, Asmae and Maryam are respectable women too; there are still good women out there."
انس : انا بعدا ماشفتهمش ... داكشي اللي كنشوف كيخلع ... وخايف نزرب وندم من,"Anas: As for me, I haven’t seen them... What I’m seeing is terrifying... and I’m afraid of rushing and regretting it later."
بعد صوفيا : ناري القاعدة هي القاعدة ا انس عمرك ترضا ! مالك متشاءم هاكا,"After Sophia: ""Oh no, the rule is the rule, Anas, never settle! Why are you so pessimistic like this?"""
! توكل على الله ونوض خوي الطريق خلينا نشوفو ولادك ههههه بداو كيضحكو بجوج حتى,"Rely on God and move, clear the way, let us see your kids. Hahaha, they both started laughing until..."
تحل باب الغرفة فجاة ودخل زين الدين ... بقا واقف كيشوف استغراب وقال زين الدين,"The door of the room suddenly opened, and Zinedine entered... He stood still, looking surprised, and said, ""Zinedine."""
باستغراب : السلام وعليكم ... قرب من صوفيا باسها فراسها وبقا واقف كيشوف فيها ويشوف,"With astonishment: Peace be upon you... He approached Sofia, kissed her on her head, and stood looking at her."
فانس حتى كتكسر صوفيا الصمت صوفيا : زين حبيبي هذا انس ولد خالتي ساكن ففرانسا,"Sofia: Zine, my love, this is Anas, my cousin's son, he lives in France."
وكان جا على قبل عرسنا ... مد يدو زين وقال : متشرفين .. صوفيا :,"If it were for our wedding... he extended his hand gracefully and said: ""Pleasure to meet you... Sofia."""
انس هذا زين راجلي ... انس بابتسامة : مشرفين اسي زين الدين ... الله يكمل,"Forget this, Zine is my husband... Anas with a smile: Nice to meet you, Mr. Zine Eddine... May God bless you."
بالخير والله يحد الباس زين الدين ببرود مصطنع : الشرف ليا ومرحبا بيك فبلادك ...,"Good, and may God remove the hardship. Zinedine, with feigned indifference: ""The honor is mine, and welcome to your country..."""
تلفت عند صوفيا وقال زين الدين : حبيبة فين ماماك وباباك؟؟ صوفيا بارتباك : ماما,"He looked at Sophia and Zinedine said: ""Habiba, where are your mom and dad?""  
Sophia nervously: ""Mama..."""
مشات تشوف الناس لي معمرين الدار و كانو معايا حتى اسماء ومريم بنات العائلة يلاه,"She went to see the people filling the house, and Asmae and Maryam, the family girls, were with me."
مشاو وبقا مونسني انس ... زين الدين ببرود : شكرا السي انس وسمح لينا عدبناك,"They left, and Anas stayed to keep me company... Zine Eddine calmly: Thank you, Anas, and sorry for troubling you."
يمكلك تشمي ترتاح انا غدي نبقا معاها بيدما جاو وليديها ... انس بابتسامة : الله,"You can go rest, I’ll stay with her until her parents come... Anas with a smile: God."
اودي السي زين الدين ... صوفيا خليتك على خير حتى نعاود ندوز نطل عليك ان,"Oh Mr. Zinedine... Sophia, goodbye for now until I pass by to check on you again."
شاء الله ... مد يدو لزين الدين سلم عليه انس : تشرفت بمعرفتك اسي زين,"God willing ... He extended his hand to Zinedine and greeted him. Anas: ""Pleasure to meet you, Mr. Zinedine."""
الدين و ان شاء الله نعاودو نتلقاو فضروف اخرى حسن من هادي ابتاسم زين ابتسامة,"Religion, and God willing, we will meet again in better circumstances than these. Smile, a beautiful smile."
مصطنعة كيخفي بها المورال الطايح وجلس بجنب صوفيا .. خرج انس سد موراه الباب وتلفت,"Artificially hiding his low morale, he sat next to Sofia... Anas went out, closed the door behind him, and looked around."
زين عند صوفيا زين الدين : حبيبي كيبقيتي شوية ... صوفيا بحزن : فين غبرتي,"Zine with Sofia Zinedine: My love, how have you been for a bit...  
Sofia sadly: Where have you disappeared?"
عليا .. زين الدين : والله يا حبيبة ديالي غير مبرزط مع الولد النهار كامل,"Alia .. Zine Eddine: Honestly, my dear, I'm just overwhelmed with the kid all day."
... ها اختصاصي ها جمعية ها ممرضة ها كونطاكط اورتوفونيصت .. تقلبت احبيبتي سمحيلي ...,"... Specialist, association, nurse, contact orthophonist ... You’ve been through a lot, my dear, forgive me ..."
صوفيا : غدي تبقا معايا اليوم ياك؟؟ زين الدين : خاصني نعاود رجع نشوف الصغيور,"Sophia: You're staying with me today, right?  
Zinedine: I need to go back to check on the little one."
ديالي ... حالتو صعيبة وليت غير نغبر عليه كيكسر الدنيا بالبكاء وهاديك خيتي باغي نشوف,"Mine ... his condition is difficult, and when I disappear, he cries uncontrollably, and my sister, I want to see him."
معاها شي حل للطلاق و قلت ليها نعطيك الفلوس و نكتب ليك الدار وبقات تتبعكك,"I told her I’d give her money and sign the house over to her, but she kept following you."
عليا ... صوفيا بشهقات : وانا مالي فهادشي كامل ا زين انا مالي .. اه,"Alia ... Sophia sobbing: ""What do I have to do with all of this, Zine? What do I have to do with it... huh?"""
ولدك فاهما خوفك عليه وخاصك تبقا معاه .. ولكن انا ملي يجيو الحباب يطلو عليا,Your son understands your concern for him and you need to stay with him... but when friends come to visit me.
نهار عرسي لي جالسا فيه فسبيطار ومن فوق هادشي ميلقاوش راجلي حدايا ويسولوني كنبقى غير,"The day of my wedding, I was sitting in the hospital, and on top of that, they couldn't find my husband next to me, and when they asked me, I just..."
كنشوف فيهم .. اش غدي يقولو اش .. كفاش غدي نشرح ليهم حقا را ولدو,I’m looking at them... What will they say... How will I explain to them that he’s really their son?
مريض مشا عندو ! انا نضرا غدي ياخدو عليا ا زين ... انا بغيتك غير,"Sick, he went to him! I think they will take me for granted, oh beauty... I just want you."
تبقا جنبي حتى انا شوية ... عنقها بقوة وقال : صافي حبيبتي تهدني ... والله,"Stay close to me for a bit... He hugged her tightly and said: ""It's okay, my love, you calm me... I swear."""
حتى فاهمك وعندك الصح فكل كلمة قلتيها ولكن شنو ندير كنهضرو على ولد عندو 3,"I understand you, and you're right in everything you said, but what can we do? We're talking about a 3-year-old child."
سنين ا صوفيا و انا مكذبتش عليك النهار الاول و انت عارفا لي كاين الغلط,"Years, Sophia, and I haven't lied to you since the first day, and you know what's wrong."
لي درت انني مسمعتش كلامك وحليت مشاكلي عاد ندخلك لحياتي ولكن دابا لي وقع وقع,"What happened, happened."
اش غدي ندير ؟ ! .. انا كنموت عليك وكنبغيك وهديك لي رابطني بيها الولد,"What should I do?! I love you, and I'm attached to her because of the child."
مستاعد ا لقا معاها اي حل واخا يكون اضعاف اضعاف الفلوس لي بغات غير تخليليا,"""I'm ready to find any solution with her, even if it costs multiple times the money she wants, just for her to stay with me."""
الولد صوفيا بغضب و انهيار : انا ماشي سوقي فهادشي كامل ازين انا باغاك حدايا,"The boy, Sofia, angrily and in distress: ""I don't care about any of this, my dear, I want you by my side."""
وخاصك تبقى معايا ليوم من دابا شوية العائلة غدي يبداو يدخلو يشوفوني خاص يلقاوك وماباغا,"And you need to stay with me today because soon the family will start coming to see me, they need to find you here, and I don't want..."
حتى عذر . سكت زين متفادي يتناقش مع معاها وكيحاول يهدنها حتى دخلات عليهم والدة,"No excuse. He stayed silent, avoiding arguing with her and trying to calm her down until his mother walked in on them."
صوفيا ومعاها شي عيالات للغرفة سلم عليهم زين وبقا جنبها وفكل مرة يصوني التلفون كيحاول,"Sophia, along with some women, entered the room, greeted them warmly, stayed by her side, and every time the phone rang, he tried."
يتفادا التركيز معاه كيخرجو يشوف فيه ويعاود يدخلو حتى سالا وقت الزيارة من المستشفى و,"He avoids focusing on him, they go out to look at him and then go back in until visiting hours at the hospital are over."
بقا غير زين وصوفيا فالبيت زين الدين بحب : نقدر نمشي دابا امدام ... صوفيا,"Zinedine lovingly: I can go now, Sofia."
بحزن : سير .. اجي فين كتبات .. زين الدين بابتسامة : فوق كرسي حدا,"With sadness: Go... come, where did you write it?  
Zine Eddine with a smile: On a chair nearby."
ولدي ... صوفيا بجدية : كتكون حتى هي ... ؟؟ زين الدين : اه حيت,"My son ... Sofia seriously: Is she also ... ?? Zinedine: Yes, because..."
صافي سير ... زين الدين : يلاه حاولي ترتاحي شوية .. باس ليها راسها وطبع,"Alright, go ... Zinedine: Come on, try to rest a bit ... He kissed her head and left."
قبلة حنينة على شفايفها و خرج ابتاسم للام ديالها اللي واقفة برى واللي كتبات كل,"A gentle kiss on her lips, and he smiled at her mother who was standing outside and had written everything."
ليلة بجنب صوفيا . يلاه غدي يركب السيارة كيصوني تلفونو من رقم مجهول .. استغرب,"A night next to Sofia. As he was about to get in the car, his phone rang from an unknown number... He was surprised."
وفتح الخط زين الدين : الو ... وملامح الصدمة واضحة عليه : واخا واخا انا,"Zinedine answered the call: ""Hello..."" and the shock was clear on his face: ""Okay, okay, I..."""
جاي ... انطالق كيطير فاتجاه المستشفى اللي ناعس فيه ولدو .. داخل كيجري فكولوارات المستشفى,Coming ... rushing towards the hospital where his son is sleeping ... running through the hospital corridors.
حتى كتشوفو ام جميلة ومشات عندو طارت عليه و بدات تضرب فيه وتغوت وسط المستشفى,"As soon as his beautiful mother saw him, she rushed to him, started hitting him, and yelling in the hospital."
وكلشي كيشوف فيهم ام جميلة : ياك ا زين الدين رامي بنتي وولدك هنا فالسبيطار,"Everyone is looking at them. Umm Jamila: ""Right, Zine Eddine? Rami, my daughter and your son are here in the hospital."""
و مكتجوبش فالتلفون، ياك ازين شحال وهي تعيط ليك باش تكون حداها وولدك كيموت وانت,"And you don't answer the phone, right?"
متجاوبش ياك ... وكون ما انا شديتك فالاخر وجاوبتيني كنتي متجيش تشوفهم ... حسبي الله,"You're not responding, right... If it weren't for me insisting in the end and you answering, you wouldn't have gone to see them... God is my witness."
ونعم الوكيل فيك ... حاشا واش تكون اب انت حاشا ... شد ليها يديها بعصبية,"""And God is the best judge of you... No way you could be a father, no way... He grabbed her hands aggressively."""
وشاف فيها مفاهم والو ملي صاري، في حين كيدخلو الممرضات باش يبعدو جميلة على زين,"He looked at her, not understanding anything that was happening, while the nurses came in to separate Jamila from Zine."
الدين و جلسوها فكرسي اما زين بقا واقف مصدوم حتى قرب عندو الطبيب المكلف بحالة,"They sat her on a chair, but Zine remained standing, shocked, until the doctor in charge of the case approached him."
ولدو زين الدين : شنو كاين ؟ شنو وقع؟ الطبيب : مفهمتش كفاش طرا هادشي,"Zinedine's son: What's going on? What happened?  
Doctor: I don't understand how this happened."
. حالة هستيرية حادة جاتو لي دخلاتو غيبوبة مؤقة الحمد الله درنالو الاسعافات وفاق ولكن,"A severe hysterical episode caused him to fall into a temporary coma; thankfully, we gave him first aid, and he regained consciousness, but..."
غدي نخليه عندي فالانعاش هاد ليلا لتفادي اي حاجة طرا ليه ... زين الدين بجدية,"I will keep him in intensive care tonight to avoid anything happening to him... Zinedine, seriously."
: دابا شنو الحل ادكتور ... واش غيبقا هاكا ؟ واش مكاينش شي حل يهلي,": So, what's the solution, doctor? Will it stay like this? Isn't there any solution to ease it?"
حالتو تستاقر ؟ الطبيب : اجي معايا بعدا للبيرو ونهضرو شوية ... في مكتب الطبيب,"Doctor: Is his condition stable? Come with me to the office, and we’ll talk a bit... In the doctor’s office."
الطبيب بجدية : انا كنت متؤكد ان مع قليل من الاهتمام و لادوية و المراقبة,"The doctor seriously: I was sure that with a little care, medication, and monitoring..."
حالة ولدك كانت تتحسن ولكن الكريز ديال اليوم خلعاتني بزاف و كنشوف ان الحالة تتطور,"Your son's condition was improving, but today's seizure scared me a lot, and I see that the situation is worsening."
للاسوء ماشي لاحسن، المشكل ان حسب الممرضات ملي دخلو لقاو الطفل مغمى عليه وكشاكشو خارجين,"For the worse, not the better, the problem is that according to the nurses, when they entered, they found the child unconscious with his intestines exposed."
اما الام فكانت مغمى عليها اما الممرضة هناء فكانت فحالة صدمة معارفا مدير راسها ...,"As for the mother, she was unconscious, and as for the nurse Hanaa, she was in a state of shock, not knowing what to do..."
سي زين الدين حالة ولدك فعلا صعيبة و باش نكون صريح معاك حنا بوحدنا منقدروش,"Mr. Zinedine, your son's condition is truly difficult, and to be honest with you, we can't handle it alone."
نعالجوه . الوليد خاص العامل النفسي ويحس بالاهتمام للولد يكون مزيان و حتى لام بوحدها,"We treat him. The child needs psychological care and to feel attention for the child to be well, and even the mother herself."
ميمكنش تتحمل هاد المسؤولية بوحدها عارف انشغالاتك ا سي زين ولكن خاصك تعاون الزوجة ديالك,"She can't handle this responsibility alone; I understand your commitments, Mr. Zine, but you need to help your wife."
فهاد المحنة .. الاغماء ديالها اليوم امام اول كريز صعيبة لولدها كيؤكد انها هشة و,In this ordeal... her fainting today in front of her child's first severe crisis confirms that she is fragile.
متقدرش تتحمل هادشي بوحدها ... زين الدين وهو واقف : واخا ا دكتور وشكرا على,"She can't handle this alone ... Zinedine, while standing: Alright, doctor, and thank you."
كلشي نمشي نشوف الولد ... خرج زين من مكتب الطبيب ومشا الإنعاش طل على الولد,Everyone went to see the boy... he came out fine from the doctor's office and went to the ICU to check on the boy.
شوية سول عليه الممرضات ووصا عليه وتجه عند نسيبتو ام جميلة فالكولوار زين الدين واقف,"He briefly asked the nurses about him, checked on him, and then headed to his mother-in-law, Umm Jamila, in the corridor where Zine El-Din was standing."
قدام جميلة : اش طرا؟؟ جميلة وهي تبكي : هضرات معايا بنتي قاتلي نجيب ليها,"In front of Jamila: What happened??  
Jamila, while crying: My daughter talked to me and told me to bring her..."
شوية الحوايج باش تبدل .. ملي وصلت وجبتهم ليها لقيتها قدام ولدها لي خرجو كشاكشو,"A few things to change... When I arrived and brought them to her, I found her in front of her son, who was throwing a tantrum."
كتبكي شوية وهي تسخف حتى هي وتخلطات الدنيا ... هزيت تلفونها لقيتها عيطاتلك شحال من,"""She cried a little, then she fainted too, and everything got chaotic... I picked up her phone and found that she had called you several times."""
مرة وحتى انا عيطلك مكنتيش تجاوبني حتى الاخر مكالمة .. زين الدين بجدية : فينها,"Once, even when I called you, you didn’t answer me until the last call... Zinedine seriously: Where is she?"
