Darija (Arabic),English
وتخطفو ليهم باش يعرف راسو معامن كيلعب اب ديال امين : واخا اسيدي اكيد نتوما,"And they take it from them so he knows who he's dealing with.  
Amin's father: Alright, sir, of course, you all."
مفهمتو والو انا غنفهمكم دبا يوسف الاب ديال ريان والاب ديال امين كانو كيتاجرو فلمخدرات,"""I didn't understand anything, I'll explain to you now: Youssef, Rayan's father, and Amine's father were involved in drug trafficking."""
وهوما صحاب والاب ديال الاء كان تسلف من عندهم شي فلوس كان محتاجهم وملي فات,"They are friends, and Alaa's father had borrowed some money from them when he needed it."
لوقت لمحدد لي خاصو يرجع لفلوس قرر يوسف الاب ديال ريان يخطف ليه المولود الاول,"The specific time for returning the money, Youssef, Rayan's father, decided to kidnap his firstborn."
ليهم لي هي مجدولين وملي خطفوها مشا رباها يوسف على اساس انها بنتو والاب ديال,"Mjadoline was kidnapped, and Youssef raised her as his daughter."
الاء عرف بنتو تخطفات وعيا مايقلب عليها ولاكن للاسف ملقاهاش حيت داوها لنيويورك ومن بعد,"Alaa found out his daughter was kidnapped, and he searched for her, but unfortunately, he couldn't find her because they took her to New York."
عام ولدو جهان هي لي ماتت فلحادت ومن بعد 3سنين ولدو الاء لي كانت كتشبه,"A year after his son, it was Jehan who died in the accident, and three years later, his daughter Alaa, who resembled him."
بزاااااااف لمجدولين لي شافهم يصحابهم توأم وفهد كان تربى مع مجدولين وكان كيبغيها بزاااااف وتزوج,A lot
بيها او ولدو ولد لي هو جاد وامين وريان وفهد كانو صحاب من صغر وملي,"With her, his son, who is Jad, Amin, Rayan, and Fahd, were friends since childhood, and when..."
تجوج فهد بمجدولين امين تفقس حيت كان كيبغيها او ولدو بداو نزاعات كينوضو بين مجدولين,"Fahd married Majdouline, and Amine got upset because he loved her, and their child started causing conflicts between Majdouline."
وفهد ومن بعد وقع واحد لموشكيل بينها وبين امين وفهد ومستحملاتش داك شي ومشات هزات,"And then a problem happened between her, Amin, and Fahd, and she couldn't handle it and left."
طموبيل ديالها ومشات بسرعة هائلة ودارت حادت مما أدى لموت ديالها وملي عرف فهد مجدولين,"Her car sped off at an incredible speed, causing an accident that led to her death, and when Fahd found out, Majdouline..."
ماتت ندم بزااااف حيت متيقهاش وريان كان سمع بصدفة امين كيدوي فلهاتف مع شي شخص,"She deeply regretted it because she didn't believe it, and Rayan overheard Amine talking on the phone with someone by chance."
وكيقول ليه اه صافي نجحات لينا لخطة وفهد تيق داك شي لي وقع بيني وبين,"And he says to him, ""Yes, the plan worked for us, and this one believed what happened between me and..."""
مجدولين وريان ملي سمع هادشي سكت ومقدرش يقولها لفهد ودازت سنتين وريان أنبو ضميرو ومشا,"Majdoline and Rayan, when they heard this, stayed silent and couldn't tell Fad, and two years passed, and Rayan's conscience bothered him, so he went."
عاود لفهد شنو كاين ومن تماكين فهد مبقاش كيحمل ريان حيت خبا عليه لحقيقة وامين,"The cheetah repeated what happened, and from that moment, the cheetah could no longer stand Ryan because he hid the truth from him and Amin."
قتلو عصا وقال ليه اقول ليه شكون من ورى هاد لخطى ومبغاش وجا لاب ديال,"They beat him with a stick and told him to say who was behind this mistake, but he refused, and the police came."
امين وعتقو من بين يدين فهد ومن تماكين مابقاو تشاوفو وفهد ولى اصعب واحد ومبقا,"Amin was saved from Fahd's hands, and from then on, they no longer saw each other, and Fahd became the toughest one and remained so."
كيتيق فحتا حد عند ريان ريان : كيبقايتي اخالتي ليلى : حمدلله اولدي ريان :,"Ryan: He doesn't trust anyone.  
Ryan: How are you, Aunt Layla?  
Layla: Thank God, my son.  
Ryan:"
حمدلله موهيم خالتي بغايت نقول ليك شي حاجة ليلى : شنو كاين اولدي ريان :,"Thank God, anyway, my aunt, I want to tell you something."
لا بلا متخلعي انا بغايت ناخد الادن ديالك ياسمين : وادوي خلاص شكاين ريان :,"Don't worry, I just wanted to get your permission."
دبا ليوما كيف مانتي عارفة مرات عمي دايرة حفلة فدارها وغتحضر gاع لعائلة وبغايت ندي,"Today, as you know, my aunt-in-law is hosting a party at her house, and the whole family will attend, and I want to bring..."
معايا ياسمين باش تعرف على عائلة ديالي ياسمين : لا منقدرش اويلي الاء خلاتني هنا,"Yasmine: No, I can't. Oh no, she left me here."
باش نقابل خالتي ريان : كوني هانية انا راني غنجيب واحد لخدامة عاندي فدار هي,"To take care of my aunt Rayan: Don't worry, I will bring a maid to my house."
لي غاتقابلها ليلى : إلى كان هاكا اوليداتي غير سيرو كوني هاني ابنتي ياسمين راه,"Leila will meet her: ""If that's the case, my children, just go. Don't worry, my daughter Yasmine is..."""
كاين لي غيقابلني بلا متهزي لهم سيري حتا نتي تعرفي على عائلة خاطيبك ياسمين :,"There are those who will face me without hesitation. Go, you too, and get to know your fiancé's family, Yasmine."
ولاكن الاء غتقلق مني ليلى : ماكاين ما ولاكن ابنتي نتي راك من حقك تمشي,"But Alaa will be upset with me.  
Leila: It's okay, my daughter, you have the right to go."
وهيا معندها لاش تقلق كوني هانية ياسمين : واخا اخالتي لي بان ليك ريان :,"And she has no reason to worry, stay calm.  
Yasmin: Okay, auntie, as you see fit.  
Ryan:"
اوف دابا رتاحيت شكرا ليك اخالتي ( وباس ليها راسها ليلى : لله يرضي عليك,"Oh, now I feel relieved, thank you, my dear (and she kissed her head). Layla: May God be pleased with you."
اولدي عند الاء الخدامة : شوفي نتي هزي داك تمر وديه لأميمة راه سي فهد,"My son at the maid: Look, take that date and give it to Omayma, it's for Si Fahd."
قرب يوصل سربيييي الاء : ( بنفاد صبر ) واخا ( غاديا لجردة وكدوي ),"He's almost here, hurry!  
(With impatience) Okay.  
(Heading to the garden and talking)."
( شوية وهي دخل فواحد لحيط لا هو ماشي حيط هدا كان زين ديالنا فهد,"(A little while later, he crashed into a wall... no, it wasn’t a wall, it was our decoration in this...)"
جا لفنوووون لحب ديالي احححح عليه كيفاش كيبان احم احم الاء : وغا بشوية نتتا,"The love of my life has arrived, oh how does he look, ahem ahem, slowly you!"
داخل فيا طول او عرض فهد : ( غير هز راسو فيها تصدم كيصحابها مجدولين,"He stared at her in shock, thinking she was Majdoline."
) ممجدولين الاء : ( مكانتش كتشوفو مزيان حيت كان داير نضاضر دياول شمس ),Majdoline Alaa: (She couldn't see him well because he was wearing sunglasses.)
لواه رقية سمح ليا خليني نمشي عندي بزاف ما يدار ( ومشات ) فهد :,"Why, Rkia, forgive me, let me go, I have a lot to do (and she left)."
( تعصب ) اووف انا مالي وليت لي نشوفها نتخايلها مجدولين ولاكن بربي لا بقات,(تعصب) - Frustration
فهاد لبرهوشة دبا نوري جدها كيفاش تهز صوتها على سيادها ( دخل فهد لدار وستقبلاتو,"In this insolence, I'll show her elder how she dares raise her voice against her superiors. (Fahd entered the house and was greeted...)"
داداه هنية بزغاريت وتمر ولحليب ) هنية : اهلا اولدي ( وكتعنق فيه ) توحشتك,"Dadah: Henia, ululations, dates, and milk.  
Henia: Welcome, my son.  
(she hugs him)  
""I missed you."""
بزااااااف فهد : وحتا انا ادادا جاد : شكون هادي ابابا هنية : لحبيب ديالي,"A lot  
Fahd: Me too  
Jad: Who is this?  
Hnia: My love"
جاد تباركلاه كبرتي سبحان لله ميشبه ليك افهد ملي كنتي صغير فهد : اه بصح,"Jad, wow, you've grown up, Subhan Allah, he looks like you when you were young. Fahd: Yes, it's true."
ادادا هادي اولدي دادا هنية هي لي رباتني فصغر بحال كارولين معاك جاد : ولاكن,"Dad, this is my son. Grandma Hnia is the one who raised me when I was little, like Caroline with you, Jad. But..."
كارولين رباتني حيت معنديش ماما لي تقابلني ونتا علاش رباتك ياك كاينا جدا فهد :,"Caroline raised me because I don't have a mother to take care of me, and why did she raise you when there's a grandmother?"
( تصدم من لهضرا ديال ولدو وملقا باش يجاوبو ) هنية : احم يالاه احبيبي,"Hnia: Ahem, come on my dear."
ندخلو راه ختي نعيمة كتسناكم ( دخلو لدار ) نعيمة : ولديييييي حبيبي جيتي (,"Let's go in, my sister Naima is waiting for you (enter the house).  
Naima: My son, my love, you came!"
كتعنق فيه وكتبكي حيت خمس سنين ماشافتو من نهار ماتت مجدولين ) توحشتك الحبيب ديالي,"She hugged him and cried because she hadn't seen him in five years since Majdoline died. ""I missed you, my love."""
فهد : حتا انا الملكة ديالي وا صافي ما تبكيش هاني دابا جيت انا وولدي,"Fahd: Even I, my queen, don't cry, I'm here now with my son."
وغنستقرو هنا دبا تملي منا وتولي نتي تقولي لينا رجعو لفين كنتو ههه نعيمة :,"And we’ll settle here now until you get bored of us and start telling us to go back to where we came from, haha."
( ضرباتو لراسو ) سكت معمرك تقول هاكا نتا ولدي وعمرني نمل منك جاد :,"(She hit him on his head) Be quiet, never say that. You are my son, and I will never give up on you, Jad."
بابا فيا نعاس نعيمة : وينوووو على حبيبي كبرتي ( كتعنق فيه وتبووووس ) كارولين,"Dad, I'm sleepy.  
Naima: Where is heeee, my love? You've grown up! (hugging and kissing him)  
Caroline"
: بطبع غيكبر راه عندو خمس سنين نعيمة : ( هي مكتحملهاش حيت كتشوفها كانت,"Of course, he will grow up; he is five years old."
ديما لاسقا في فهد ملي كان مجوج بمجدولين ) راني عارفا مسولتكش كارولين : (,"""Always sticking to Fahd since he was married to Majdouline."""
تقرصات ) ودارت ليه ضحكة صفرة ( شوية وهي تجي ميساء هابطة من دروج الاخت,She got pinched (and gave a forced smile) shortly before Mayssa came down the stairs.
ديال فهد ) ميساء : ( كتجري فدروج ) خويااااااااا جيتيييي فهد : هههه وناري,"Maysa: (running up the stairs) Brotheeeer, you’re hereee!  
Fahd: Haha, oh my!"
على حمقة غير بشوي راك غتقتليني ميساء : توحشتك بزاااااااف ( وكتبوووووس فيه وهانتوما البنات,"""You're driving me crazy, Mayssa: I miss you sooooo much (and kisses to you girls)."""
شتو لحgرا كيدايرة لي جات تبوسو وانا لا 😭 ) فهد : حتى انا انحيلة,"""Did you see how bold she is? She just goes and kisses him, but I can't 😭""  
Fahd: ""Me too, I'm clever."""
ديالي كبرتي نعيمة : منين اولدي اه كبرات ولاكن لعقل لله ايجيب فهد : هههه,"Mine, you’ve grown, Naima: From where, my child? Ah, she’s grown, but the mind—may God guide it. Hahaha."
لله استر ميساء : مالني بنت ليك كنشرب لما سخون وكناكل جاج بحال لمسكونين الكل,"God help me, Mayssa: Why do I feel like I'm drinking hot water and eating chicken like the possessed?"
: ههههههههه ميساء : حيد من قدامي جاد حبيبيييييي ( وكتعنق فيه ) كبيدتي كبرتي,"Hahahahaha Mayssa: Get out of my way, Jad my loveeeeee (hugging him) My liver, you've grown up."
مااااح جاد : شكوم نتي ميساء : اويلي على شكون انا فهد : هه راه,"Maah Jad: Who are you?  
Mayssa: Oh my, who am I?  
Fahd: Haha, right."
مكيعرف حتا حد راكي عارفة من صغرو وهو فنيويورك ميساء : اه عرفت انا حبيبي,"Nobody knows, you know, since he was young, he's been in New York.  
Maysa: Yes, I know, my love."
ميساء عمتك خت باباك لحمق جاد : وانا جاد ولد بابا فهد نعيمة : ههه,"Maysa: Your aunt, your dad's sister, is crazy.  
Jad: And I am Jad, my dad is Fahd.  
Naima: Haha."
يالله اولدي سيرو طلعو ترتاحو راه فلعشية كاينة لحفلة يتبع ],"Come on, my kids, go rest because there’s a party in the evening."
[ فهد : اوك الملكة ديالي ( وباس ليها يديها ) ( مشا فهد وكارولين,"Fahd: Okay, my queen. (He kissed her hands) (Fahd and Caroline left)."
وجاد كل واحد طلع لبيتو ) الاء : ( كتشوف لخدامات جايين كيجريو ) دادا,"""And everyone went up to their room."""
مالكم شنو كاين هنية : راه جا ابنتي ولدي فهد هو وولدو او واحد لمونيكة,"What's wrong, what's going on here: My son Fahd came with his son and a doll."
ديما لاسقة فيه لا يبعد بلاه على بلاها الاء : نارييي اخالتي كون غيرقلتيها ليا,"Always sticking to him, can't stay away from him: Oh my aunt, if only you had told me!"
كنت باغا نشوفو كيداير هاد فهد لي كلشي كيخاف منو هنية : لا ابنتي نصيحة,"I wanted to see how this Fahd, whom everyone is afraid of, is doing. Hniya: No, my daughter, a piece of advice."
مني عمرك تقربي ليه ومدويهش بل مرا الاء : علاش مالني اش درت هنية :,"""Never approach him or talk to him again.""  
""Why? What did I do wrong?"""
حيت نتي ابنتي كتش ( وقاطعهم صوت ديال جاد ) جاد : دادا هنية :,"Because you are my daughter, you... (interrupted by Jad's voice)  
Jad: Dada  
Hnia:"
حبيب داداه الاء : وينوووو على وليد شحال زوين واش هدا ولد بنتك هنية :,"Habib Dada Alaa: Where is he? Wow, how handsome! Is this your daughter’s son, Haniya?"
هه لا ابنتي هادا ولد سي فهد الاء : اه سمحي ليا معرفتوش جاد :,"Oh no, my daughter, this is Mr. Fahd's son. Alaa: Oh, sorry, I didn't recognize him. Jad:"
وشكون نتي الاء : امم انا الاء خداما هنا فهاد لقصر زويين جاد : متشرفين,"And who are you, Alaa?  
Umm, I’m Alaa, working here in this beautiful palace.  
Jad: Nice to meet you."
هنية : واش بغايتي تاكل اولدي جاد : اه الاء : دادا غير سيري نتي,"Hnia: Do you want to eat, my son?  
Jad: Yes.  
Alaa: Dada, just go away."
انا غنوكلو ونطلعو لبيتو هنية : واخا ابنتي الاء : شنو بغايتي تاكل الفنون جاد,I will feed him and take him to his room.
: بغايت حليب بشكلاط او كريب ( ملحوضة جاد واخا كان ساكن فنيويورك كان فهد,": I want chocolate milk and a crepe. (Note: Seriously, even though I live in New York, I was in this...)"
كيعلمو لعربية ولانجليزية من صغرو ) الاء : واخا هيا لولى ( صيبات ليه داك,"""They teach him Arabic and English from a young age."""
شي لي بغا وبدات كتوكلو ) كارولين : جااد شكدير هنا الاء : ( ناضت,"Caroline: Jad, what are you doing here?  
Alaa: (She got up)."
) راه كان فيه جوع وجدت ليه لي بغا كارولين : ( كطلع فيها وتهبط,"He was hungry, so I prepared what he wanted."
وتصدمات حيت كتشبه لمجدولين ) شكون نتي الاء : انا لخدامة جديدة كارولين : اخر,"""And shocked because she looks like Majdouline. Who are you? Alaa: I’m the new worker. Caroline: Okay."""
مرة تقربي من ولدي سيرييي قابلي شغالك يالله ( مشات الاء ومعصبة كانت شوي وتقتلها,"""Come near my son again, go mind your own business, now!"" (Alaa left, angry, almost ready to kill her.)"
) الاء : ياربي تصبرني معا هاد لعائلة وهاد لمونيكة ديال جوج دريال مخليا دري,"Alaa: Oh Lord, give me patience with this family and this two-cent doll leaving the child."
بجوع وكتقول ليك متقربيش لولدي الامهات ديال آخر زمان مقابلا غا وجها مرجعاه كي طعريجة,"""Hungry and telling you not to approach her son, mothers of this era only care about themselves, turning their faces into drums."""
ديال عيشورة وكدوي بلحق جات معاها لاباس عليها كيتي انا ( كملو تحضيرات وجا وقت,"For Ashura and talking, but it turned out fine for her, as for me (finished preparations and it's time)."
لحفل ) نعيمة : لبنااات الخادمات : نعام الالة نعيمة : يالله سيرو بدلو حوايجكم,"The party  
Naima: Girls  
The maids: Yes, ma'am  
Naima: Come on, go change your clothes."
ولبسو لبسة رسمية ديال لحفل الخادمات : واخا الالة مشاو الخدامات مع هنية وحتى الاء,They wore formal attire for the maids' ceremony.
معاهم هنية : هاهيا لبسا لي غتلبسو يالله سربو وكيف ماقلت ليكم عنداكم ديرو شي,"With them, Hniya: Here is the outfit you’ll wear, come on, hurry up, and as I told you, don’t do anything."
خطأ راه لي دارت شي خاجا غتعاقب عليها وديييما بتاسمو منشوووفش شي وحدة مغوبشة الاء,"Mistake: Whoever does something wrong will be punished, and always with a smile; I don't want to see anyone upset."
ريوسكم ( وخرجات ) الاء : ( كدوي معا وحدة من لخدامات ) اويلي واش,"Your heads (and she said): (Talking to one of the workers) Oh my, really?"
حنا غنلبسو هادشي راه كلووو معري البنت : هههه وراه هادشي هو لمستووور دبا تشوفي,"We will wear this, it's all revealing, girl: hahaha, and this is considered modest now, you'll see."
لمدعوين شغيلبسو ولله حتى تحشمي ( بلسان الاء ) اللبسة عبارة عن صايا كحلة فيها,"The guests will wear it, and I swear you'll be embarrassed (in Alaa's tone); the outfit is a black skirt with..."
سانتيم واحد فااااااااايتا لفخاد لفوووق اما واحد لقميجة فلبيض ومزيييييييرة وجيهت صدر كاااااامل معريييييي وطالون,"One centimeter above the thighs, a tight white shirt fully exposing the chest, and heels."
عاااااالي بزاف فلكحل ودي bage مكتوب فيهم سميا ديال كل وحدة فينا البنت1 : الاء,Very high in black and these bags have the name of each one of us written on them. Girl 1: Alaa.
واااااااااو اختي كيفاش كتباني والبنات توما شتوها كيفاش كتبان البنت2 : ناااريي ياختي كتباني قووووقة,"Woooow, my sister, how do I look? And girls, did you see how she looks?  
Girl 2: Oh my! My sister, you look stunning!"
وداك سالف عندك تبااااركلله لله احفضك من العين انا بنت وتزعطت فييك عالم لله رجالا,"And that hairstyle of yours, Mashallah, may God protect you from the evil eye. I'm a girl, and I got a crush on you, only God knows, man."
ليوما يضاربو عليك الاء : ههه Mrc البنات حتا نتوما جيتو زويناات ( مشاو خرجو,"Today they're fighting over you, Alaa: Haha. Thanks, girls, you all came out looking beautiful too (they left)."
لبنات ) اميمة : ( وحدة من لخدم ) نااااري ياختي الاء على تيتيز غا,"Girls (Oumaima: one of the workers): Oh my gosh, sister Alaa, about the gossip!"
كيتشتت تي خضري ليا عويناتك الاء : اه غا لفسر على خوه مشاو لبنات كيفرقو,He gets distracted looking at your eyes.
فلمشروبات ولي كتوقف حداه الاء كيتبهر بلجمال ديالها وكيبقا غير حاضيها جميع لمدعوين عجباتهم وكل,"For the drinks, anyone who stands next to her is mesmerized by her beauty and keeps watching her; all the guests admired her."
واحد مكرهاش تكون ليه شوية تم جاي زين ديالنا فهد بكل هيبة وبلمشية ديالو رجولية,"Someone wouldn't mind having a bit of that charm, our handsome one, with all his presence and masculine stride."
ومعاه كارولين لي لابسا واحد لكسوا كلها معريا ومغريا حتى جيها ما مستورة فهد :,"""And with him, Caroline, wearing a dress that was revealing and seductive, barely covering anything on her."""
اهلا سي سعيد سعيد : ( من اكبر المستتمريين فلمغرب ) سي فهد على سلامتك,"Hello, Mr. Saïd: (One of the biggest investors in Morocco) Mr. Fahd, welcome back."
مليي جيتي توحشناك فهد : لله اسلمك البنت 1 : ناااارييي ياختي شوفي سي فهد,"When you came, we missed you, Fahd.  
May God keep you safe.  
Girl 1: Oh my! Look, sister, it's Mr. Fahd!"
كيفاش كيبان البنت2 : ويلي ويلي لفول يتعطا غا لي معندو ضراس تي شوفي ديك,"How does girl2 look: Oh my, oh my, beans are given only to those without teeth, look at that."
لمونيكا لي لاسقا فيه لاا زين لا مجي بكري دايرا بحال لفراكة الاء : شيطانات,"Lamonica, the one clinging to him, neither beauty nor early arrival, acting like a pestle: troublemakers."
علامن كدويو البنت1 : كندويو علا سي فهد الاء : فيناهوا من صباح وانا بااغا,"Who are you talking about?  
Girl 1: We're talking about Si Fahd.  
Alaa: Where is he? I've been wanting (to see him) since this morning."
نشوف هاد فهد البنت2 : راهوا هو لي واقف فطابلة لولى رااه حداه واحد لكروفيتة,"I see this Fahd girl: He is the one standing at the first table, next to a shrimp."
كلها معريا الاء : ( بقات حالا فمها فيه ) وااااو زوين هنية : شكديررو,"Everyone is exposed.  
(Her mouth remained open in shock)  
Wow, beautiful.  
What are you doing?"
هنا يالله سيرو قابلو خدمتكم ونتي الاء دي لمشروب لسي فهد راه فطاولة الاولى الاء,"Here, just go do your work, and Alaa, take the drink to Mr. Fahd at the first table, Alaa."
: واخا الالة مشات الاء لطابلة لي فيها فهد الاء : مرحبا بيكم تفضلو فهد,": Even though the machine went to the table where Fahd is : Welcome, please go ahead, Fahd"
: بقا كيشوووووف فيها حيت كتشبه لمجدولين سعيد : ااوه Mrc ا انسة سنو سميتك,"He kept staring at her because she looks like Majdouline Saeed: Oh, Miss, what's your name?"
الاء : سميتي الاء فهد : احم صافي سيري قابلي خدمتك الاء : اوكي كارولين,"Alaa: My name is Alaa  
Fahd: Ahem, okay, go mind your work  
Alaa: Okay, Caroline"
: ( بقات طلع فيها وتهبط وتعصبات حيت شافت فهد كيشوف فيها ) سعيد :,"(She kept going up and down, getting upset because she saw Fahd looking at her) Saeed:"
واااو تا منين جبتو هاد لقوقة افهد فهد : معرفتش غاتكون ماما لي جابتها سعيد,"Wow, where did you get this turtle?  
Said: I don't know, maybe mom brought it."
: نااارييي كيدايرة انا ولله مغيجيني نعاس هاد نهار ( كملو تحضيرات وجا وقت لحفل,"Oh my! How am I doing? I swear I won't be able to sleep today (The preparations are done, and it's time for the party)."
) نعيمة : لبنااات الخادمات : نعام الالة نعيمة : يالله سيرو بدلو حوايجكم ولبسو,"Naima: Girls  
The maids: Yes, ma'am.  
Naima: Come on, go change your clothes and get dressed."
لبسة رسمية ديال لحفل الخادمات : واخا الالة مشاو الخدامات مع هنية وحتى الاء معاهم,"Formal attire for the maids' party: ""Alright ma'am, the maids went with Haniya, and even Alaa went with them."""
هنية : هاهيا لبسا لي غتلبسو يالله سربو وكيف ماقلت ليكم عنداكم ديرو شي خطأ,"Hnia: Here are the clothes you'll wear, hurry up, and as I told you, make sure not to make any mistakes."
راه لي دارت شي خاجا غتعاقب عليها وديييما بتاسمو منشوووفش شي وحدة مغوبشة الاء :,"Whoever does something wrong will be punished, and always with a smile—I don’t want to see anyone upset!"
( وخرجات ) الاء : ( كدوي معا وحدة من لخدامات ) اويلي واش حنا,"Alaa: ""Talking to one of the maids?"""
غنلبسو هادشي راه كلووو معري البنت : هههه وراه هادشي هو لمستووور دبا تشوفي لمدعوين,"""We'll wear this, it's all modest."" The girl: ""Haha, this is what's considered modest. Just wait until you see the guests."""
شغيلبسو ولله حتى تحشمي ( بلسان الاء ) اللبسة عبارة عن صايا كحلة فيها سانتيم,"""Shame on you, by God, you should be embarrassed (in Alaa's tone). The outfit is a black skirt with a slit."""
واحد فااااااااايتا لفخاد لفوووق اما واحد لقميجة فلبيض ومزيييييييرة وجيهت صدر كاااااامل معريييييي وطالون عاااااالي,"Someone wearing a very short skirt and a tight white shirt, fully exposing the chest area, with high heels."
بزاف فلكحل ودي bage مكتوب فيهم سميا ديال كل وحدة فينا البنت1 : الاء واااااااااو,"A lot in black and beige written with the name of each one of us. Girl 1: Alaa, wow!"
اختي كيفاش كتباني والبنات توما شتوها كيفاش كتبان البنت2 : ناااريي ياختي كتباني قووووقة وداك,"My sister, how do I look? And girls, did you see how she looks?  
Girl 2: Oh my! My sister, you look stunning!"
سالف عندك تبااااركلله لله احفضك من العين انا بنت وتزعطت فييك عالم لله رجالا ليوما,"Your hair is beautiful, may God protect you from the evil eye. I'm a girl and I admire you, truly men these days!"
يضاربو عليك الاء : ههه Mrc البنات حتا نتوما جيتو زويناات ( مشاو خرجو لبنات,"""They are fighting over you, Alaa: haha. Thanks, girls, you also came looking beautiful (the girls left)."""
) اميمة : ( وحدة من لخدم ) نااااري ياختي الاء على تيتيز غا كيتشتت,"Omayma: (one of the workers) Oh my! Sister Alaa, the tea set is getting scattered."
تي خضري ليا عويناتك الاء : اه غا لفسر على خوه مشاو لبنات كيفرقو فلمشروبات,"""Explain to me your eyes, Alaa: Oh, just his brother's explanation, the girls went to distribute the drinks."""
ولي كتوقف حداه الاء كيتبهر بلجمال ديالها وكيبقا غير حاضيها جميع لمدعوين عجباتهم وكل واحد,"Anyone who stands next to her is mesmerized by her beauty, and all the guests admired her."
مكرهاش تكون ليه شوية تم جاي زين ديالنا فهد بكل هيبة وبلمشية ديالو رجولية ومعاه,"""I wouldn't mind if he came with a bit of our charm, full of dignity, walking confidently and manly."""
كارولين لي لابسا واحد لكسوا كلها معريا ومغريا حتى جيها ما مستورة فهد : اهلا,"Caroline is wearing a dress that is revealing and provocative, with no side covered."
سي سعيد سعيد : ( من اكبر المستتمريين فلمغرب ) سي فهد على سلامتك مليي,"Mr. Saïd Saïd: (one of the biggest investors in Morocco) Mr. Fahd, welcome back!"
جيتي توحشناك فهد : لله اسلمك البنت 1 : ناااارييي ياختي شوفي سي فهد كيفاش,"You came, we missed you, Fahd: May God protect you. Girl 1: Oh my! Look, sister, how Fahd is!"
كيبان البنت2 : ويلي ويلي لفول يتعطا غا لي معندو ضراس تي شوفي ديك لمونيكا,"The girl says: ""Oh no, beans should only be given to those without teeth. Look at that doll."""
لي لاسقا فيه لاا زين لا مجي بكري دايرا بحال لفراكة الاء : شيطانات علامن,"Clingy to him, neither beauty nor early arrival, acting like a pestle: troublemakers."
كدويو البنت1 : كندويو علا سي فهد الاء : فيناهوا من صباح وانا بااغا نشوف,"Girl 1: We're talking about Mr. Fahd.  
Alaa: Where is he? I've wanted to see him since this morning."
هاد فهد البنت2 : راهوا هو لي واقف فطابلة لولى رااه حداه واحد لكروفيتة كلها,"This girl: He is the one standing at the first table, next to a shrimp dish."
معريا الاء : ( بقات حالا فمها فيه ) وااااو زوين هنية : شكديررو هنا,"Maarya Alaa: (She kept her mouth open) Wow, beautiful.  
Haniya: What are you doing here?"
يالله سيرو قابلو خدمتكم ونتي الاء دي لمشروب لسي فهد راه فطاولة الاولى الاء :,"Come on, go do your work, and you, Alaa, take the drink to Mr. Fahd; he's at the first table."
واخا الالة مشات الاء لطابلة لي فيها فهد الاء : مرحبا بيكم تفضلو فهد :,Alright
بقا كيشوووووف فيها حيت كتشبه لمجدولين سعيد : ااوه Mrc ا انسة سنو سميتك الاء,"He kept staring at her because she looked like Majdouline. Saeed: Oh, Miss, what's your name? Alaa."
: سميتي الاء فهد : احم صافي سيري قابلي خدمتك الاء : اوكي كارولين :,"My name is Alaa Fahd.  
Ahem, okay, go mind your business, Alaa.  
Okay, Caroline."
( بقات طلع فيها وتهبط وتعصبات حيت شافت فهد كيشوف فيها ) سعيد : واااو,"(She kept going up and down, getting upset because she saw Fahd looking at her) Saeed: Wow"
تا منين جبتو هاد لقوقة افهد فهد : معرفتش غاتكون ماما لي جابتها سعيد :,"Where did you get this turtle?  
Fahd: I don’t know, maybe mom brought it.  
Saeed:"
نااارييي كيدايرة انا ولله مغيجيني نعاس هاد نهار فهد : ( تعصب ) صافي بدلو,"Oh no! How am I doing? I swear I won't be able to sleep today. (Frustrated) That's it, change it."
علينا هاد لموضوع كترولين : ( شهقات ) فهد : مالكي كارولين : ( بدات,"We need to talk about this, Caroline: (sighs)  
Fahd: What's wrong with you?  
Caroline: (starts...)"
كتكحب حيت شافت امين جاي داخل لحفلة ) فهد : مالكيييي بشوية عليك كارولين :,"Caroline: I love you because I saw Amin coming into the party.  
Fahd: What's wrong with you, take it easy!"
كح كح كح امين كح كح فهد : اشنو كارولين : امين راهوا جاي داخل,"Cough cough cough Amin cough cough Fahd: What?  
Caroline: Amin is coming in."
فهد : فيناهوا ( غير ضار بان ليه ) لكلب لاخور مزال عندو لوجه لي,Fahd: Where is he? (I just saw him) The other dog still has the same face.
يجي فيه وداخل لداري بربي حتى نقتلو ليوم ( مشا عندو وتبعاتو كارولين ) فهد,"He comes in and enters my house, I swear I'll kill him today."
: اش جابك هنا ازامل امين : اوه فهد خويا جيتي على سلامتك فهد :,"What brought you here, Amine?  
Oh, Fahd, my brother, you came safely."
( هزيديه وبغا يضربو وشدها ليه ريان ) ريان : فهد تهدن امين علاش جيتي,"Ryan: Fahd, calm down. Amin, why did you come?"
واش كتقلب على شي موصيبة هاد نهار فهد : ( تعصب بزاااف وعروقو خرجو وحمار,Are you looking for trouble today?
) ونتا اش دخلك خليني مني ليه امين : حشوما عليكم هاكا كتستقبلو ضيوف دياولكم,") And you, what’s your business? Leave me alone with him.  
Amine: Shame on you, is this how you welcome your guests?"
فهد : بربي ومتخرج من هنا حتى نقتلللك ريان : ( جر فهد ) زيد,"Fahd: By God, I won't leave here until I kill you.  
Ryan: (pulls Fahd) Move."
