Darija_Arabe,Arabizi,Anglais
ماعرافتش علاش كانڭوليك هادشي.,ma3raftch 3lash kangoulik hadchi.,I don't know why I'm telling you this.
ماعرافتش علاش كانڭوليك هادشي.,ma3raftch 3lach kangoulik hadchi.,I don't know why I'm telling you this.
ماعرافتش علاش كانڭوليك هادشي.,ma3raftsh 3lash kangoulik hadshi.,I don't know why I'm telling you this.
يالاه نخرجو منهنا!,yallah nkhrjo men hna!,Let's get out of here!
يالاه نخرجو منهنا!,yallah n5rjo men hna!,Let's get out of here!
يالاه نتحركو من هنا!,yalah nta7rko mn hna!,Let's move from here!
يالاه نتحركو من هنا!,yalah ntahrko mn hna!,Let's move from here!
راه كايتحراك دابا اهنا ليطاج تاني.,ra kayt7rrak daba hna lita9 tani.,He is moving now on the second floor.
راه كايتحراك دابا اهنا ليطاج تاني.,ra kayt7rrak daba hna litaq tani.,He is moving now on the second floor.
راه كايتحراك دابا اهنا ليطاج تاني.,ra kaythrrak daba hna lita9 tani.,He is moving now on the second floor.
راه كايتحراك دابا اهنا ليطاج تاني.,ra kaythrrak daba hna litaq tani.,He is moving now on the second floor.
غادي توسال ل اجتيماع ديالك فلواقت، والاكين ماشي معايا.,ghadi tewsal l ijtima3 dyalk flwe9t walakin machi m3aya,"Your meeting will end on time, but not with me."
غادي توسال ل اجتيماع ديالك فلواقت، والاكين ماشي معايا.,ghadi tewsal l ijtima3 dyalk flwe9t walakin mashi m3aya,"Your meeting will end on time, but not with me."
غادي توسال ل اجتيماع ديالك فلواقت، والاكين ماشي معايا.,ghadi tewsal l ijtima3 dyalk flweqt walakin machi m3aya,"Your meeting will end on time, but not with me."
غادي توسال ل اجتيماع ديالك فلواقت، والاكين ماشي معايا.,ghadi tewsal l ijtima3 dyalk flweqt walakin mashi m3aya,"Your meeting will end on time, but not with me."
عيت مناك.,3yit mnak.,I'm tired of you.
غادي نساحاب!,ghadi ns7ab!,I'm leaving!
غادي نساحاب!,ghadi nshab!,I'm leaving!
كيف ولا التيهاب لمافاسيل ليعندك؟,kif wla lti7ab lmafasel li 3andek?,How is the inflammation in your joints?
كيف ولا التيهاب لمافاسيل ليعندك؟,kif wla ltihab lmafasel li 3andek?,How is the inflammation in your joints?
لجاو مزيان بزاف، كانتمنا مايكونش خاياب بزاف!,lijaw mezyan bezaf kantmna maykonch 5ayeb bezaf,"""They came out really well, I hope it's not too bad!"""
لجاو مزيان بزاف، كانتمنا مايكونش خاياب بزاف!,lijaw mezyan bezaf kantmna maykonch khayeb bezaf,"""They came out really well, I hope it's not too bad!"""
لجاو مزيان بزاف، كانتمنا مايكونش خاياب بزاف!,lijaw mezyan bezaf kantmna maykonsh 5ayeb bezaf,"""They came out really well, I hope it's not too bad!"""
لجاو مزيان بزاف، كانتمنا مايكونش خاياب بزاف!,lijaw mezyan bezaf kantmna maykonsh khayeb bezaf,"""They came out really well, I hope it's not too bad!"""
اه، اهلان، انا فرحان حيت شفتك، مودا تويلا دازت!,"ah, ahlan, ana far7an 7it shftk, moda twayla dazat!","Oh, hello, I’m happy to see you, it’s been a long time!"
اه، اهلان، انا فرحان حيت شفتك، مودا تويلا دازت!,"ah, ahlan, ana far7an 7it chftk, moda twayla dazat!","Oh, hello, I’m happy to see you, it’s been a long time!"
اه، اهلان، انا فرحان حيت شفتك، مودا تويلا دازت!,"ah, ahlan, ana farhan hit chftk, moda twayla dazat!","Oh, hello, I’m happy to see you, it’s been a long time!"
اه، اهلان، انا فرحان حيت شفتك، مودا تويلا دازت!,"ah, ahlan, ana farhan hit shftk, moda twayla dazat!","Oh, hello, I’m happy to see you, it’s been a long time!"
لسوء لحاد، روتوبا كادير لقوالب معايا,"lsou2 l7ad, routoba kadir l9waleb m3aya","Unfortunately, humidity is causing me trouble."
لسوء لحاد، روتوبا كادير لقوالب معايا,"lsou2 l7ad, routoba kadir lqwaleb m3aya","Unfortunately, humidity is causing me trouble."
لسوء لحاد، روتوبا كادير لقوالب معايا,"lsou2 lhad, routoba kadir l9waleb m3aya","Unfortunately, humidity is causing me trouble."
لسوء لحاد، روتوبا كادير لقوالب معايا,"lsou2 lhad, routoba kadir lqwaleb m3aya","Unfortunately, humidity is causing me trouble."
و لتيهاب لمافاسيل ليعاندي كرفسني بزاف,w lthiyab lmafasel li 3andi krafesni bzaf,And the joint inflammation I have is exhausting me a lot.
هاداشي زوين، والاكين راك عارف كيفاش كايكون هادشي فلعمر ديالي,"haadchi zwin, walakin rak 3aref kifash kaykon hadchi f l3omr diali","This is nice, but you know how things are at my age."
هاداشي زوين، والاكين راك عارف كيفاش كايكون هادشي فلعمر ديالي,"haadchi zwin, walakin rak 3aref kifach kaykon hadchi f l3omr diali","This is nice, but you know how things are at my age."
هاداشي زوين، والاكين راك عارف كيفاش كايكون هادشي فلعمر ديالي,"haadshi zwin, walakin rak 3aref kifash kaykon hadshi f l3omr diali","This is nice, but you know how things are at my age."
ماغاديش تقدر تعراف معامن تلاقيت ف جامع سبت ليداز  ضريص!,ma ghadich tqdr t3raf m3amn tla9it f jame3 sibt li daz  dres!,You won't believe who I met at last Saturday's mosque  amazing!
ماغاديش تقدر تعراف معامن تلاقيت ف جامع سبت ليداز  ضريص!,ma ghadich tqdr t3raf m3amn tla9it f jame3 sibt li daz dres!,You won't believe who I met at last Saturday's mosque  amazing!
ماغاديش تقدر تعراف معامن تلاقيت ف جامع سبت ليداز  ضريص!,ma ghadich tqdr t3raf m3amn tlaqit f jame3 sibt li daz dres!,You won't believe who I met at last Saturday's mosque  amazing!
ماغاديش تقدر تعراف معامن تلاقيت ف جامع سبت ليداز  ضريص!,ma ghadish tqdr t3raf m3amn tla9it f jame3 sibt li daz dres!,You won't believe who I met at last Saturday's mosque  amazing!
ماغاديش تقدر تعراف معامن تلاقيت ف جامع سبت ليداز  ضريص!,ma ghadish tqdr t3raf m3amn tlaqit f jame3 sibt li daz dres!,You won't believe who I met at last Saturday's mosque  amazing!
فكرني ف لحفلا لي دوزنا لعام ليفات,fekkrni f l7afla li doozna l3am lifat,Remind me of the party we had last year.
فكرني ف لحفلا لي دوزنا لعام ليفات,fekkrni f lhafla li doozna l3am lifat,Remind me of the party we had last year.
شحال كان زوين تڭلاس برا فداك لواقت,ch7al kan zwin tglas bra fdak lwa9t,How beautiful it was to sit outside at that time.
شحال كان زوين تڭلاس برا فداك لواقت,ch7al kan zwin tglas bra fdak lwaqt,How beautiful it was to sit outside at that time.
شحال كان زوين تڭلاس برا فداك لواقت,chhal kan zwin tglas bra fdak lwa9t,How beautiful it was to sit outside at that time.
شحال كان زوين تڭلاس برا فداك لواقت,chhal kan zwin tglas bra fdak lwaqt,How beautiful it was to sit outside at that time.
شحال كان زوين تڭلاس برا فداك لواقت,sh7al kan zwin tglas bra fdak lwa9t,How beautiful it was to sit outside at that time.
شحال كان زوين تڭلاس برا فداك لواقت,sh7al kan zwin tglas bra fdak lwaqt,How beautiful it was to sit outside at that time.
شحال كان زوين تڭلاس برا فداك لواقت,shhal kan zwin tglas bra fdak lwa9t,How beautiful it was to sit outside at that time.
شحال كان زوين تڭلاس برا فداك لواقت,shhal kan zwin tglas bra fdak lwaqt,How beautiful it was to sit outside at that time.
اه، مابقيناش دجاجات من بعد,"ah, mabqinach djajate mn b3d.","Oh, we no longer have chickens after."
اه، مابقيناش دجاجات من بعد,"ah, mabqinash djajate mn b3d.","Oh, we no longer have chickens after."
لالا امان، كيفاش دووز هاد لواقت كاملو؟,"lala aman, kifash dwwz had lwaqt kamlo?","Lalla Aman, how did you spend all this time?"
لالا امان، كيفاش دووز هاد لواقت كاملو؟,"lala aman, kifach dwwz had lwaqt kamlo?","Lalla Aman, how did you spend all this time?"
واش خدا لواقت فلخار باش اتساجال ف لا سال؟,wash khda lwa9t f l5ar bash itsajal f la sal?,Erreur
واش خدا لواقت فلخار باش اتساجال ف لا سال؟,wach 5da lwa9t f l5ar bach itsajal f la sal?,Erreur
واش خدا لواقت فلخار باش اتساجال ف لا سال؟,wach 5da lwaqt f l5ar bach itsajal f la sal?,Erreur
واش خدا لواقت فلخار باش اتساجال ف لا سال؟,wach khda lwa9t f l5ar bach itsajal f la sal?,Erreur
واش خدا لواقت فلخار باش اتساجال ف لا سال؟,wach khda lwa9t f lkhar bach itsajal f la sal?,Erreur
واش خدا لواقت فلخار باش اتساجال ف لا سال؟,wach khda lwaqt f l5ar bach itsajal f la sal?,Erreur
واش خدا لواقت فلخار باش اتساجال ف لا سال؟,wach khda lwaqt f lkhar bach itsajal f la sal?,Erreur
واش خدا لواقت فلخار باش اتساجال ف لا سال؟,wash 5da lwa9t f l5ar bash itsajal f la sal?,Erreur
واش خدا لواقت فلخار باش اتساجال ف لا سال؟,wash 5da lwaqt f l5ar bash itsajal f la sal?,Erreur
واش خدا لواقت فلخار باش اتساجال ف لا سال؟,wash khda lwa9t f lkhar bash itsajal f la sal?,Erreur
واش خدا لواقت فلخار باش اتساجال ف لا سال؟,wash khda lwaqt f l5ar bash itsajal f la sal?,Erreur
واش خدا لواقت فلخار باش اتساجال ف لا سال؟,wash khda lwaqt f lkhar bash itsajal f la sal?,Erreur
كايبان بيخير,kayban bikhir,He seems fine.
كايبان بيخير,kayban bi5ir,He seems fine.
والاكين راك عارف داكشي ليوقع ليه معا مراتو لعام لي فات,wlakine rak 3aref dakchi li w9a3 lih m3a mrato l3am li fat,But you know what happened to him with his wife last year.
والاكين راك عارف داكشي ليوقع ليه معا مراتو لعام لي فات,wlakine rak 3aref dakchi li wqa3 lih m3a mrato l3am li fat,But you know what happened to him with his wife last year.
والاكين راك عارف داكشي ليوقع ليه معا مراتو لعام لي فات,wlakine rak 3aref dakshi li w9a3 lih m3a mrato l3am li fat,But you know what happened to him with his wife last year.
والاكين راك عارف داكشي ليوقع ليه معا مراتو لعام لي فات,wlakine rak 3aref dakshi li wqa3 lih m3a mrato l3am li fat,But you know what happened to him with his wife last year.
هوا شوجاع بزاف,hwa shoja3 bzaf,He is very brave.
هوا شوجاع بزاف,hwa choja3 bzaf,He is very brave.
ماسماعتش علا لخوتا ديال لماتش؟!,ma sma3tch 3la lkhouta dial lmatch?!,Didn't you hear about the chaos of the match?!
ماسماعتش علا لخوتا ديال لماتش؟!,ma sma3tch 3la l5outa dial lmatch?!,Didn't you hear about the chaos of the match?!
ماسماعتش علا لخوتا ديال لماتش؟!,ma sma3tsh 3la l5outa dial lmatsh?!,Didn't you hear about the chaos of the match?!
ماسماعتش علا لخوتا ديال لماتش؟!,ma sma3tsh 3la lkhouta dial lmatsh?!,Didn't you hear about the chaos of the match?!
ياعلا نحس!,ya3la n7ess!,What bad luck!
ياعلا نحس!,ya3la nhess!,What bad luck!
كانضن بلي كان غايكون ف ناداوات ديال دراري فاش كان باقي فلميدنا,kandnn beli kan ghaykon f nadawat dial drari fash kan baqi flmedina.,I think there used to be gatherings of kids when I was still in the neighborhood.
كانضن بلي كان غايكون ف ناداوات ديال دراري فاش كان باقي فلميدنا,kandnn beli kan ghaykon f nadawat dial drari fach kan baqi flmedina.,I think there used to be gatherings of kids when I was still in the neighborhood.
والاكين امكن خصك تشتاراك ف هاد ل انشيطا؟,wlakine amkan khssk tchtarak f had l anchita?,But maybe you need to participate in these activities?
والاكين امكن خصك تشتاراك ف هاد ل انشيطا؟,wlakine amkan 5ssk tchtarak f had l anchita?,But maybe you need to participate in these activities?
والاكين امكن خصك تشتاراك ف هاد ل انشيطا؟,wlakine amkan 5ssk tshtarak f had l anshita?,But maybe you need to participate in these activities?
والاكين امكن خصك تشتاراك ف هاد ل انشيطا؟,wlakine amkan khssk tshtarak f had l anshita?,But maybe you need to participate in these activities?
هاهاها، ماكانحتاجش ناداوات ليتعلمني!,"hahaha, makant7tajsh nadawat li ta3limni!","Hahaha, I don't need anyone to teach me!"
هاهاها، ماكانحتاجش ناداوات ليتعلمني!,"hahaha, makant7tajch nadawat li ta3limni!","Hahaha, I don't need anyone to teach me!"
هاهاها، ماكانحتاجش ناداوات ليتعلمني!,"hahaha, makanthtajch nadawat li ta3limni!","Hahaha, I don't need anyone to teach me!"
هاهاها، ماكانحتاجش ناداوات ليتعلمني!,"hahaha, makanthtajsh nadawat li ta3limni!","Hahaha, I don't need anyone to teach me!"
والاكين سمح ليا، غادي اخصني نخليك دابا,"walakin sme7 liya, ghadi ykhsni nkhallik daba","But sorry, I’ll have to leave you now."
والاكين سمح ليا، غادي اخصني نخليك دابا,"walakin sme7 liya, ghadi y5sni n5allik daba","But sorry, I’ll have to leave you now."
والاكين سمح ليا، غادي اخصني نخليك دابا,"walakin smeh liya, ghadi y5sni n5allik daba","But sorry, I’ll have to leave you now."
والاكين سمح ليا، غادي اخصني نخليك دابا,"walakin smeh liya, ghadi ykhsni nkhallik daba","But sorry, I’ll have to leave you now."
ايخاسني نرجاع لدار فلواقت باش نڭاد لغدا الا غادي اوقاع ليا ناوبات انبقا نسخاف مرا خرا,aykhasni nrja3 ldar flwa9t bash nngad lghda ila ghadi yw9a3 liya nawabat anbqa nskhaf mara khra,"I need to return home on time to prepare lunch, or else I'll end up staying worried again."
ايخاسني نرجاع لدار فلواقت باش نڭاد لغدا الا غادي اوقاع ليا ناوبات انبقا نسخاف مرا خرا,ay5asni nrja3 ldar flwa9t bach nngad lghda ila ghadi yw9a3 liya nawabat anbqa ns5af mara 5ra,"I need to return home on time to prepare lunch, or else I'll end up staying worried again."
ايخاسني نرجاع لدار فلواقت باش نڭاد لغدا الا غادي اوقاع ليا ناوبات انبقا نسخاف مرا خرا,ay5asni nrja3 ldar flwa9t bash nngad lghda ila ghadi yw9a3 liya nawabat anbqa ns5af mara 5ra,"I need to return home on time to prepare lunch, or else I'll end up staying worried again."
ايخاسني نرجاع لدار فلواقت باش نڭاد لغدا الا غادي اوقاع ليا ناوبات انبقا نسخاف مرا خرا,ay5asni nrja3 ldar flwaqt bach nngad lghda ila ghadi ywqa3 liya nawabat anbqa ns5af mara 5ra,"I need to return home on time to prepare lunch, or else I'll end up staying worried again."
ايخاسني نرجاع لدار فلواقت باش نڭاد لغدا الا غادي اوقاع ليا ناوبات انبقا نسخاف مرا خرا,ay5asni nrja3 ldar flwaqt bash nngad lghda ila ghadi ywqa3 liya nawabat anbqa ns5af mara 5ra,"I need to return home on time to prepare lunch, or else I'll end up staying worried again."
ايخاسني نرجاع لدار فلواقت باش نڭاد لغدا الا غادي اوقاع ليا ناوبات انبقا نسخاف مرا خرا,aykhasni nrja3 ldar flwa9t bach nngad lghda ila ghadi yw9a3 liya nawabat anbqa nskhaf mara khra,"I need to return home on time to prepare lunch, or else I'll end up staying worried again."
ايخاسني نرجاع لدار فلواقت باش نڭاد لغدا الا غادي اوقاع ليا ناوبات انبقا نسخاف مرا خرا,aykhasni nrja3 ldar flwaqt bach nngad lghda ila ghadi ywqa3 liya nawabat anbqa nskhaf mara khra,"I need to return home on time to prepare lunch, or else I'll end up staying worried again."
ايخاسني نرجاع لدار فلواقت باش نڭاد لغدا الا غادي اوقاع ليا ناوبات انبقا نسخاف مرا خرا,aykhasni nrja3 ldar flwaqt bash nngad lghda ila ghadi ywqa3 liya nawabat anbqa nskhaf mara khra,"I need to return home on time to prepare lunch, or else I'll end up staying worried again."
والاكين كان زوين اناني نشوفك!,wlakine kan zwin anani nchofek!,But it was nice to see you!
والاكين كان زوين اناني نشوفك!,wlakine kan zwin anani nshofek!,But it was nice to see you!
ايخاساك تجي تزورني قريبان,aykhasak tji tzurni qriban,You must come visit me soon.
ايخاساك تجي تزورني قريبان,ay5asak tji tzurni qriban,You must come visit me soon.
مزيانا اناني نشوفاك حتا انا!,mzyana anani nchoufak 7ta ana!,It's nice to see you too!
مزيانا اناني نشوفاك حتا انا!,mzyana anani nchoufak hta ana!,It's nice to see you too!
مزيانا اناني نشوفاك حتا انا!,mzyana anani nshoufak 7ta ana!,It's nice to see you too!
مزيانا اناني نشوفاك حتا انا!,mzyana anani nshoufak hta ana!,It's nice to see you too!
كانتمنا اناني نقدار نجي انشوفاك فلقاريب لعاجيل.,kantmna anani nqdar nji nshofak flqarib l3ajil.,I hope I can come to see you very soon.
كانتمنا اناني نقدار نجي انشوفاك فلقاريب لعاجيل.,kantmna anani nqdar nji nchofak flqarib l3ajil.,I hope I can come to see you very soon.
و كانتمنا باش تعافا من لتيهاب لمافاسيل!,w kantmna bash t3afa mn ltiyab lmafasel!,And I hope you recover from arthritis!
و كانتمنا باش تعافا من لتيهاب لمافاسيل!,w kantmna bach t3afa mn ltiyab lmafasel!,And I hope you recover from arthritis!
اه عيت مان تابيعا,ah 3it man tabi3a,"Oh, I'm tired of following."
لهاجا لي كادير هيا سدان نيف و عضان ديال لبخوش,lahaja li kadir hiya sdan nif w 3dan dial lbkhoush,What she’s doing is turning up her nose and acting arrogant.
لهاجا لي كادير هيا سدان نيف و عضان ديال لبخوش,lahaja li kadir hiya sdan nif w 3dan dial lb5ouch,What she’s doing is turning up her nose and acting arrogant.
لهاجا لي كادير هيا سدان نيف و عضان ديال لبخوش,lahaja li kadir hiya sdan nif w 3dan dial lb5oush,What she’s doing is turning up her nose and acting arrogant.
لهاجا لي كادير هيا سدان نيف و عضان ديال لبخوش,lahaja li kadir hiya sdan nif w 3dan dial lbkhouch,What she’s doing is turning up her nose and acting arrogant.
الا كنتي كاتبغي طابيعا صعيب اناكا تهراب مان قرسات ديال باخوش,ila konti katbghi tabi3a s3iba ana ka tahrab man qrsat dial bakhoush,"If you like a difficult nature, I escape from cockroach gatherings."
الا كنتي كاتبغي طابيعا صعيب اناكا تهراب مان قرسات ديال باخوش,ila konti katbghi tabi3a s3iba ana ka tahrab man qrsat dial ba5ouch,"If you like a difficult nature, I escape from cockroach gatherings."
الا كنتي كاتبغي طابيعا صعيب اناكا تهراب مان قرسات ديال باخوش,ila konti katbghi tabi3a s3iba ana ka tahrab man qrsat dial ba5oush,"If you like a difficult nature, I escape from cockroach gatherings."
الا كنتي كاتبغي طابيعا صعيب اناكا تهراب مان قرسات ديال باخوش,ila konti katbghi tabi3a s3iba ana ka tahrab man qrsat dial bakhouch,"If you like a difficult nature, I escape from cockroach gatherings."
والاكين علاش كايتساد نيف، عانداك حاساسيا من شي حاجا: وارد، شجر..؟,"walakin 3lash kaytsad nif, 3andak 7assasiya mn chi 7aja: ward, shjr..?","But why is your nose congested? Do you have an allergy to something: flowers, trees...?"
والاكين علاش كايتساد نيف، عانداك حاساسيا من شي حاجا: وارد، شجر..؟,"walakin 3lach kaytsad nif, 3andak 7assasiya mn chi 7aja: ward, chjr.?","But why is your nose congested? Do you have an allergy to something: flowers, trees...?"
والاكين علاش كايتساد نيف، عانداك حاساسيا من شي حاجا: وارد، شجر..؟,"walakin 3lach kaytsad nif, 3andak hassasiya mn chi haja: ward, chjr.?","But why is your nose congested? Do you have an allergy to something: flowers, trees...?"
والاكين علاش كايتساد نيف، عانداك حاساسيا من شي حاجا: وارد، شجر..؟,"walakin 3lash kaytsad nif, 3andak 7assasiya mn chi 7aja: ward, shjr.?","But why is your nose congested? Do you have an allergy to something: flowers, trees...?"
والاكين علاش كايتساد نيف، عانداك حاساسيا من شي حاجا: وارد، شجر..؟,"walakin 3lash kaytsad nif, 3andak 7assasiya mn shi 7aja: ward, shjr.?","But why is your nose congested? Do you have an allergy to something: flowers, trees...?"
والاكين علاش كايتساد نيف، عانداك حاساسيا من شي حاجا: وارد، شجر..؟,"walakin 3lash kaytsad nif, 3andak hassasiya mn chi haja: ward, shjr.?","But why is your nose congested? Do you have an allergy to something: flowers, trees...?"
والاكين علاش كايتساد نيف، عانداك حاساسيا من شي حاجا: وارد، شجر..؟,"walakin 3lash kaytsad nif, 3andak hassasiya mn shi haja: ward, shjr.?","But why is your nose congested? Do you have an allergy to something: flowers, trees...?"
كايبان ليا عندي حاساسيا ديال كولشي هاد لييام.,kayban lia 3ndi 7assasiya dial kolchi had liyam.,It seems like I'm allergic to everything these days.
كايبان ليا عندي حاساسيا ديال كولشي هاد لييام.,kayban lia 3ndi 7assasiya dial kolshi had liyam.,It seems like I'm allergic to everything these days.
كايبان ليا عندي حاساسيا ديال كولشي هاد لييام.,kayban lia 3ndi hassasiya dial kolchi had liyam.,It seems like I'm allergic to everything these days.
كايبان ليا عندي حاساسيا ديال كولشي هاد لييام.,kayban lia 3ndi hassasiya dial kolshi had liyam.,It seems like I'm allergic to everything these days.
والاكين كايبان ليا انا تابيعا باقا تابعاني فڭاع لبلاياس!,wlakayn kayban lia ana tab3a ba9a tab3ani fga3 lblayas!,But it seems to me that she's still following me everywhere!
والاكين كايبان ليا انا تابيعا باقا تابعاني فڭاع لبلاياس!,wlakayn kayban lia ana tab3a baqa tab3ani fga3 lblayas!,But it seems to me that she's still following me everywhere!
ايخاسنا نديرو ختيبار.,aykhasna ndiro khitibar.,We need to do a test.
ايخاسنا نديرو ختيبار.,ay5asna ndiro 5itibar.,We need to do a test.
ايخاسنا نديرو تست.,aykhasna ndiro test.,We need to do a test.
ايخاسنا نديرو تست.,ay5asna ndiro test.,We need to do a test.
امكان عنداك حاساسيا من شاعار ديال لحاياوانات حتا هوا.,amkan 3andak 7asasiyya mn cha3ar dyal l7ayawanat 7ta howa.,Maybe you are allergic to animal fur as well.
امكان عنداك حاساسيا من شاعار ديال لحاياوانات حتا هوا.,amkan 3andak 7asasiyya mn sha3ar dyal l7ayawanat 7ta howa.,Maybe you are allergic to animal fur as well.
امكان عنداك حاساسيا من شاعار ديال لحاياوانات حتا هوا.,amkan 3andak hasasiyya mn cha3ar dyal lhayawanat hta howa.,Maybe you are allergic to animal fur as well.
امكان عنداك حاساسيا من شاعار ديال لحاياوانات حتا هوا.,amkan 3andak hasasiyya mn sha3ar dyal lhayawanat hta howa.,Maybe you are allergic to animal fur as well.
والاكين هادشي ماكايڭولش لينا حنا فين كاينين.,wlakayn hadchi makaygoulsh lina 7na fin kaynin.,"However, this doesn't tell us where we are."
والاكين هادشي ماكايڭولش لينا حنا فين كاينين.,wlakayn hadchi makaygoulch lina 7na fin kaynin.,"However, this doesn't tell us where we are."
والاكين هادشي ماكايڭولش لينا حنا فين كاينين.,wlakayn hadchi makaygoulch lina hna fin kaynin.,"However, this doesn't tell us where we are."
والاكين هادشي ماكايڭولش لينا حنا فين كاينين.,wlakayn hadchi makaygoulsh lina hna fin kaynin.,"However, this doesn't tell us where we are."
والاكين هادشي ماكايڭولش لينا حنا فين كاينين.,wlakayn hadshi makaygoulsh lina 7na fin kaynin.,"However, this doesn't tell us where we are."
والاكين هادشي ماكايڭولش لينا حنا فين كاينين.,wlakayn hadshi makaygoulsh lina hna fin kaynin.,"However, this doesn't tell us where we are."
واش عنداك شي فيكرا علا فين غادي؟,wash 3andak shi fikra 3la fin ghadi?,Do you have any idea where you're going?
واش عنداك شي فيكرا علا فين غادي؟,wach 3andak chi fikra 3la fin ghadi?,Do you have any idea where you're going?
ماعنديش حتا فيكرا.,ma3andish 7ta fikra.,I have no idea.
ماعنديش حتا فيكرا.,ma3andich 7ta fikra.,I have no idea.
ماعنديش حتا فيكرا.,ma3andich hta fikra.,I have no idea.
ماعنديش حتا فيكرا.,ma3andish hta fikra.,I have no idea.
غير وسالنا لشي بلاسا ماكاديرش لحاكا باقي!,ghir wselna lchi blassa makadirch l7aka ba9i,We just arrived at a place that doesn't feel right yet!
غير وسالنا لشي بلاسا ماكاديرش لحاكا باقي!,ghir wselna lchi blassa makadirch l7aka baqi,We just arrived at a place that doesn't feel right yet!
غير وسالنا لشي بلاسا ماكاديرش لحاكا باقي!,ghir wselna lchi blassa makadirch lhaka ba9i,We just arrived at a place that doesn't feel right yet!
غير وسالنا لشي بلاسا ماكاديرش لحاكا باقي!,ghir wselna lchi blassa makadirch lhaka baqi,We just arrived at a place that doesn't feel right yet!
غير وسالنا لشي بلاسا ماكاديرش لحاكا باقي!,ghir wselna lshi blassa makadirsh l7aka ba9i,We just arrived at a place that doesn't feel right yet!
غير وسالنا لشي بلاسا ماكاديرش لحاكا باقي!,ghir wselna lshi blassa makadirsh l7aka baqi,We just arrived at a place that doesn't feel right yet!
غير وسالنا لشي بلاسا ماكاديرش لحاكا باقي!,ghir wselna lshi blassa makadirsh lhaka ba9i,We just arrived at a place that doesn't feel right yet!
غير وسالنا لشي بلاسا ماكاديرش لحاكا باقي!,ghir wselna lshi blassa makadirsh lhaka baqi,We just arrived at a place that doesn't feel right yet!
امكن لينا نحاولو نلقاو شي ضايا، والاكين نتحاطو غادي ياكلنا ناموس احنا حيين.,"amkan lina n7awlo nlaqaw chi daya, wlakayn ntta7a6o ghadi yaklna namous 7na 7yyin.","We might try to find some shade, but if we stay exposed, the mosquitoes will eat us alive."
امكن لينا نحاولو نلقاو شي ضايا، والاكين نتحاطو غادي ياكلنا ناموس احنا حيين.,"amkan lina n7awlo nlaqaw chi daya, wlakayn ntta7ato ghadi yaklna namous 7na 7yyin.","We might try to find some shade, but if we stay exposed, the mosquitoes will eat us alive."
امكن لينا نحاولو نلقاو شي ضايا، والاكين نتحاطو غادي ياكلنا ناموس احنا حيين.,"amkan lina n7awlo nlaqaw shi daya, wlakayn ntta7a6o ghadi yaklna namous 7na 7yyin.","We might try to find some shade, but if we stay exposed, the mosquitoes will eat us alive."
امكن لينا نحاولو نلقاو شي ضايا، والاكين نتحاطو غادي ياكلنا ناموس احنا حيين.,"amkan lina n7awlo nlaqaw shi daya, wlakayn ntta7ato ghadi yaklna namous 7na 7yyin.","We might try to find some shade, but if we stay exposed, the mosquitoes will eat us alive."
امكن لينا نحاولو نلقاو شي ضايا، والاكين نتحاطو غادي ياكلنا ناموس احنا حيين.,"amkan lina nhawlo nlaqaw chi daya, wlakayn nttaha6o ghadi yaklna namous hna hyyin.","We might try to find some shade, but if we stay exposed, the mosquitoes will eat us alive."
امكن لينا نحاولو نلقاو شي ضايا، والاكين نتحاطو غادي ياكلنا ناموس احنا حيين.,"amkan lina nhawlo nlaqaw chi daya, wlakayn nttahato ghadi yaklna namous hna hyyin.","We might try to find some shade, but if we stay exposed, the mosquitoes will eat us alive."
امكن لينا نحاولو نلقاو شي ضايا، والاكين نتحاطو غادي ياكلنا ناموس احنا حيين.,"amkan lina nhawlo nlaqaw shi daya, wlakayn nttaha6o ghadi yaklna namous hna hyyin.","We might try to find some shade, but if we stay exposed, the mosquitoes will eat us alive."
امكن لينا نحاولو نلقاو شي ضايا، والاكين نتحاطو غادي ياكلنا ناموس احنا حيين.,"amkan lina nhawlo nlaqaw shi daya, wlakayn nttahato ghadi yaklna namous hna hyyin.","We might try to find some shade, but if we stay exposed, the mosquitoes will eat us alive."
لا، مكانضنش بلي ايخاسنا نتحركو ل ضايا.,"la, makandonsh blli ikhassna nt7arko l dayya.","No, I don't think we need to move to Daya."
لا، مكانضنش بلي ايخاسنا نتحركو ل ضايا.,"la, makandonch blli i5assna nt7arko l dayya.","No, I don't think we need to move to Daya."
لا، مكانضنش بلي ايخاسنا نتحركو ل ضايا.,"la, makandonch blli i5assna ntharko l dayya.","No, I don't think we need to move to Daya."
لا، مكانضنش بلي ايخاسنا نتحركو ل ضايا.,"la, makandonch blli ikhassna nt7arko l dayya.","No, I don't think we need to move to Daya."
لا، مكانضنش بلي ايخاسنا نتحركو ل ضايا.,"la, makandonch blli ikhassna ntharko l dayya.","No, I don't think we need to move to Daya."
لا، مكانضنش بلي ايخاسنا نتحركو ل ضايا.,"la, makandonsh blli i5assna nt7arko l dayya.","No, I don't think we need to move to Daya."
لا، مكانضنش بلي ايخاسنا نتحركو ل ضايا.,"la, makandonsh blli i5assna ntharko l dayya.","No, I don't think we need to move to Daya."
لا، مكانضنش بلي ايخاسنا نتحركو ل ضايا.,"la, makandonsh blli ikhassna ntharko l dayya.","No, I don't think we need to move to Daya."
