Darija (Arabic),Darija (Arabizi),English
مسيفطيش لي شنو كتبتو لبارح,msiftish li shno ktbto lbareh,Don't send me what you wrote yesterday.
عندك الصح ، حنا تنجبدو الهدرة ب صعوبة,"3ndek lse7, 7na tnjebdo lhdra b so3oba","You're right, we struggle to express ourselves."
عندك الصح ، حنا تنجبدو الهدرة ب صعوبة,"3ndek lseh, hna tnjebdo lhdra b so3oba","You're right, we struggle to express ourselves."
غدي نسيفط ليك شنو هدرنا فيه لبارح,ghadi nsift lik chno hderna fih lbareh,I will send you what we talked about yesterday.
غدي نسيفط ليك شنو هدرنا فيه لبارح,ghadi nsift lik shno hderna fih lbareh,I will send you what we talked about yesterday.
هاد ليام كنت ف قالمة ف لجزائر فينما تمشي كتلقاي نفس الشي ، حتا حاجة مكتبدل,"had liyyam knt f 9alma f ljaza2ir finma tmshi katl9ay nafs shi, 7ta 7aja makatbeddel","These days I was in Guelma, Algeria, everywhere you go you find the same thing, nothing changes."
هاد ليام كنت ف قالمة ف لجزائر فينما تمشي كتلقاي نفس الشي ، حتا حاجة مكتبدل,"had liyyam knt f 9alma f ljaza2ir finma tmchi katl9ay nafs chi, 7ta 7aja makatbeddel","These days I was in Guelma, Algeria, everywhere you go you find the same thing, nothing changes."
هاد ليام كنت ف قالمة ف لجزائر فينما تمشي كتلقاي نفس الشي ، حتا حاجة مكتبدل,"had liyyam knt f 9alma f ljaza2ir finma tmchi katl9ay nafs chi, hta haja makatbeddel","These days I was in Guelma, Algeria, everywhere you go you find the same thing, nothing changes."
هاد ليام كنت ف قالمة ف لجزائر فينما تمشي كتلقاي نفس الشي ، حتا حاجة مكتبدل,"had liyyam knt f 9alma f ljaza2ir finma tmshi katl9ay nafs shi, hta haja makatbeddel","These days I was in Guelma, Algeria, everywhere you go you find the same thing, nothing changes."
هاد ليام كنت ف قالمة ف لجزائر فينما تمشي كتلقاي نفس الشي ، حتا حاجة مكتبدل,"had liyyam knt f qalma f ljaza2ir finma tmchi katlqay nafs chi, 7ta 7aja makatbeddel","These days I was in Guelma, Algeria, everywhere you go you find the same thing, nothing changes."
هاد ليام كنت ف قالمة ف لجزائر فينما تمشي كتلقاي نفس الشي ، حتا حاجة مكتبدل,"had liyyam knt f qalma f ljaza2ir finma tmchi katlqay nafs chi, hta haja makatbeddel","These days I was in Guelma, Algeria, everywhere you go you find the same thing, nothing changes."
هاد ليام كنت ف قالمة ف لجزائر فينما تمشي كتلقاي نفس الشي ، حتا حاجة مكتبدل,"had liyyam knt f qalma f ljaza2ir finma tmshi katlqay nafs shi, 7ta 7aja makatbeddel","These days I was in Guelma, Algeria, everywhere you go you find the same thing, nothing changes."
هاد ليام كنت ف قالمة ف لجزائر فينما تمشي كتلقاي نفس الشي ، حتا حاجة مكتبدل,"had liyyam knt f qalma f ljaza2ir finma tmshi katlqay nafs shi, hta haja makatbeddel","These days I was in Guelma, Algeria, everywhere you go you find the same thing, nothing changes."
هادشي بصح ، غير زحام و لامبوتياج,"hadchi bssa7, ghir z7am w lamboutiyaj","This is true, just traffic and congestion."
هادشي بصح ، غير زحام و لامبوتياج,"hadchi bssah, ghir zham w lamboutiyaj","This is true, just traffic and congestion."
هادشي بصح ، غير زحام و لامبوتياج,"hadshi bssa7, ghir z7am w lamboutiyaj","This is true, just traffic and congestion."
هادشي بصح ، غير زحام و لامبوتياج,"hadshi bssah, ghir zham w lamboutiyaj","This is true, just traffic and congestion."
مراد مجاش ليوم خدا عطلة ليوم ؟,murad majash lyoom khda 3otla lyoom?,Murad didn't come today; did he take the day off?
مراد مجاش ليوم خدا عطلة ليوم ؟,murad majach lyoom 5da 3otla lyoom?,Murad didn't come today; did he take the day off?
مراد مجاش ليوم خدا عطلة ليوم ؟,murad majach lyoom khda 3otla lyoom?,Murad didn't come today; did he take the day off?
مراد مجاش ليوم خدا عطلة ليوم ؟,murad majash lyoom 5da 3otla lyoom?,Murad didn't come today; did he take the day off?
حتا لبارح معيطش بكري ، غدي يجي,"7ta lbare7 ma3yitsh bkri, ghadi yji","Even yesterday, he didn't call early; he will come."
حتا لبارح معيطش بكري ، غدي يجي,"7ta lbare7 ma3yitch bkri, ghadi yji","Even yesterday, he didn't call early; he will come."
حتا لبارح معيطش بكري ، غدي يجي,"hta lbareh ma3yitch bkri, ghadi yji","Even yesterday, he didn't call early; he will come."
حتا لبارح معيطش بكري ، غدي يجي,"hta lbareh ma3yitsh bkri, ghadi yji","Even yesterday, he didn't call early; he will come."
هي بقيتي بوحدك كتسناي ، موالفين تنتسناو بجوج,"hiya bqiti bou7dak katsnayi, mwalfin tantsnaw bjouj","You stayed alone waiting, we're used to waiting together."
هي بقيتي بوحدك كتسناي ، موالفين تنتسناو بجوج,"hiya bqiti bouhdak katsnayi, mwalfin tantsnaw bjouj","You stayed alone waiting, we're used to waiting together."
قنطت و أنا نمشي نشوف الأخبار ف مصر حيت كون مكانش شاط كون تبعت الجزيرة شنو غادي يديرو الإخوان,9ne6et w ana nmshi nshouf lakhbar f masr 7it kon makanesh chat kon tba3t ljazira shno ghadi ydirou likhwan,"I got bored walking and watching the news in Egypt because if there wasn’t a beach, I would have followed Al Jazeera to see what the Brotherhood would do."
قنطت و أنا نمشي نشوف الأخبار ف مصر حيت كون مكانش شاط كون تبعت الجزيرة شنو غادي يديرو الإخوان,9ne6et w ana nmchi nchouf la5bar f masr 7it kon makanech chat kon tba3t ljazira chno ghadi ydirou li5wan,"I got bored walking and watching the news in Egypt because if there wasn’t a beach, I would have followed Al Jazeera to see what the Brotherhood would do."
قنطت و أنا نمشي نشوف الأخبار ف مصر حيت كون مكانش شاط كون تبعت الجزيرة شنو غادي يديرو الإخوان,9ne6et w ana nmchi nchouf la5bar f masr hit kon makanech chat kon tba3t ljazira chno ghadi ydirou li5wan,"I got bored walking and watching the news in Egypt because if there wasn’t a beach, I would have followed Al Jazeera to see what the Brotherhood would do."
قنطت و أنا نمشي نشوف الأخبار ف مصر حيت كون مكانش شاط كون تبعت الجزيرة شنو غادي يديرو الإخوان,9ne6et w ana nmchi nchouf lakhbar f masr 7it kon makanech chat kon tba3t ljazira chno ghadi ydirou likhwan,"I got bored walking and watching the news in Egypt because if there wasn’t a beach, I would have followed Al Jazeera to see what the Brotherhood would do."
قنطت و أنا نمشي نشوف الأخبار ف مصر حيت كون مكانش شاط كون تبعت الجزيرة شنو غادي يديرو الإخوان,9ne6et w ana nmchi nchouf lakhbar f masr hit kon makanech chat kon tba3t ljazira chno ghadi ydirou likhwan,"I got bored walking and watching the news in Egypt because if there wasn’t a beach, I would have followed Al Jazeera to see what the Brotherhood would do."
قنطت و أنا نمشي نشوف الأخبار ف مصر حيت كون مكانش شاط كون تبعت الجزيرة شنو غادي يديرو الإخوان,9ne6et w ana nmshi nshouf la5bar f masr 7it kon makanesh chat kon tba3t ljazira shno ghadi ydirou li5wan,"I got bored walking and watching the news in Egypt because if there wasn’t a beach, I would have followed Al Jazeera to see what the Brotherhood would do."
قنطت و أنا نمشي نشوف الأخبار ف مصر حيت كون مكانش شاط كون تبعت الجزيرة شنو غادي يديرو الإخوان,9ne6et w ana nmshi nshouf la5bar f masr 7it kon makanesh shat kon tba3t ljazira shno ghadi ydirou li5wan,"I got bored walking and watching the news in Egypt because if there wasn’t a beach, I would have followed Al Jazeera to see what the Brotherhood would do."
قنطت و أنا نمشي نشوف الأخبار ف مصر حيت كون مكانش شاط كون تبعت الجزيرة شنو غادي يديرو الإخوان,9ne6et w ana nmshi nshouf la5bar f masr hit kon makanesh chat kon tba3t ljazira shno ghadi ydirou li5wan,"I got bored walking and watching the news in Egypt because if there wasn’t a beach, I would have followed Al Jazeera to see what the Brotherhood would do."
قنطت و أنا نمشي نشوف الأخبار ف مصر حيت كون مكانش شاط كون تبعت الجزيرة شنو غادي يديرو الإخوان,9ne6et w ana nmshi nshouf la5bar f masr hit kon makanesh shat kon tba3t ljazira shno ghadi ydirou li5wan,"I got bored walking and watching the news in Egypt because if there wasn’t a beach, I would have followed Al Jazeera to see what the Brotherhood would do."
قنطت و أنا نمشي نشوف الأخبار ف مصر حيت كون مكانش شاط كون تبعت الجزيرة شنو غادي يديرو الإخوان,9ne6et w ana nmshi nshouf lakhbar f masr 7it kon makanesh shat kon tba3t ljazira shno ghadi ydirou likhwan,"I got bored walking and watching the news in Egypt because if there wasn’t a beach, I would have followed Al Jazeera to see what the Brotherhood would do."
قنطت و أنا نمشي نشوف الأخبار ف مصر حيت كون مكانش شاط كون تبعت الجزيرة شنو غادي يديرو الإخوان,9ne6et w ana nmshi nshouf lakhbar f masr hit kon makanesh chat kon tba3t ljazira shno ghadi ydirou likhwan,"I got bored walking and watching the news in Egypt because if there wasn’t a beach, I would have followed Al Jazeera to see what the Brotherhood would do."
قنطت و أنا نمشي نشوف الأخبار ف مصر حيت كون مكانش شاط كون تبعت الجزيرة شنو غادي يديرو الإخوان,9ne6et w ana nmshi nshouf lakhbar f masr hit kon makanesh shat kon tba3t ljazira shno ghadi ydirou likhwan,"I got bored walking and watching the news in Egypt because if there wasn’t a beach, I would have followed Al Jazeera to see what the Brotherhood would do."
قنطت و أنا نمشي نشوف الأخبار ف مصر حيت كون مكانش شاط كون تبعت الجزيرة شنو غادي يديرو الإخوان,9netet w ana nmchi nchouf la5bar f masr 7it kon makanech chat kon tba3t ljazira chno ghadi ydirou li5wan,"I got bored walking and watching the news in Egypt because if there wasn’t a beach, I would have followed Al Jazeera to see what the Brotherhood would do."
قنطت و أنا نمشي نشوف الأخبار ف مصر حيت كون مكانش شاط كون تبعت الجزيرة شنو غادي يديرو الإخوان,9netet w ana nmchi nchouf la5bar f masr hit kon makanech chat kon tba3t ljazira chno ghadi ydirou li5wan,"I got bored walking and watching the news in Egypt because if there wasn’t a beach, I would have followed Al Jazeera to see what the Brotherhood would do."
قنطت و أنا نمشي نشوف الأخبار ف مصر حيت كون مكانش شاط كون تبعت الجزيرة شنو غادي يديرو الإخوان,9netet w ana nmchi nchouf lakhbar f masr 7it kon makanech chat kon tba3t ljazira chno ghadi ydirou likhwan,"I got bored walking and watching the news in Egypt because if there wasn’t a beach, I would have followed Al Jazeera to see what the Brotherhood would do."
قنطت و أنا نمشي نشوف الأخبار ف مصر حيت كون مكانش شاط كون تبعت الجزيرة شنو غادي يديرو الإخوان,9netet w ana nmchi nchouf lakhbar f masr hit kon makanech chat kon tba3t ljazira chno ghadi ydirou likhwan,"I got bored walking and watching the news in Egypt because if there wasn’t a beach, I would have followed Al Jazeera to see what the Brotherhood would do."
قنطت و أنا نمشي نشوف الأخبار ف مصر حيت كون مكانش شاط كون تبعت الجزيرة شنو غادي يديرو الإخوان,9netet w ana nmshi nshouf la5bar f masr 7it kon makanesh chat kon tba3t ljazira shno ghadi ydirou li5wan,"I got bored walking and watching the news in Egypt because if there wasn’t a beach, I would have followed Al Jazeera to see what the Brotherhood would do."
قنطت و أنا نمشي نشوف الأخبار ف مصر حيت كون مكانش شاط كون تبعت الجزيرة شنو غادي يديرو الإخوان,9netet w ana nmshi nshouf la5bar f masr 7it kon makanesh shat kon tba3t ljazira shno ghadi ydirou li5wan,"I got bored walking and watching the news in Egypt because if there wasn’t a beach, I would have followed Al Jazeera to see what the Brotherhood would do."
قنطت و أنا نمشي نشوف الأخبار ف مصر حيت كون مكانش شاط كون تبعت الجزيرة شنو غادي يديرو الإخوان,9netet w ana nmshi nshouf la5bar f masr hit kon makanesh chat kon tba3t ljazira shno ghadi ydirou li5wan,"I got bored walking and watching the news in Egypt because if there wasn’t a beach, I would have followed Al Jazeera to see what the Brotherhood would do."
قنطت و أنا نمشي نشوف الأخبار ف مصر حيت كون مكانش شاط كون تبعت الجزيرة شنو غادي يديرو الإخوان,9netet w ana nmshi nshouf la5bar f masr hit kon makanesh shat kon tba3t ljazira shno ghadi ydirou li5wan,"I got bored walking and watching the news in Egypt because if there wasn’t a beach, I would have followed Al Jazeera to see what the Brotherhood would do."
قنطت و أنا نمشي نشوف الأخبار ف مصر حيت كون مكانش شاط كون تبعت الجزيرة شنو غادي يديرو الإخوان,9netet w ana nmshi nshouf lakhbar f masr 7it kon makanesh chat kon tba3t ljazira shno ghadi ydirou likhwan,"I got bored walking and watching the news in Egypt because if there wasn’t a beach, I would have followed Al Jazeera to see what the Brotherhood would do."
قنطت و أنا نمشي نشوف الأخبار ف مصر حيت كون مكانش شاط كون تبعت الجزيرة شنو غادي يديرو الإخوان,9netet w ana nmshi nshouf lakhbar f masr 7it kon makanesh shat kon tba3t ljazira shno ghadi ydirou likhwan,"I got bored walking and watching the news in Egypt because if there wasn’t a beach, I would have followed Al Jazeera to see what the Brotherhood would do."
قنطت و أنا نمشي نشوف الأخبار ف مصر حيت كون مكانش شاط كون تبعت الجزيرة شنو غادي يديرو الإخوان,9netet w ana nmshi nshouf lakhbar f masr hit kon makanesh chat kon tba3t ljazira shno ghadi ydirou likhwan,"I got bored walking and watching the news in Egypt because if there wasn’t a beach, I would have followed Al Jazeera to see what the Brotherhood would do."
قنطت و أنا نمشي نشوف الأخبار ف مصر حيت كون مكانش شاط كون تبعت الجزيرة شنو غادي يديرو الإخوان,9netet w ana nmshi nshouf lakhbar f masr hit kon makanesh shat kon tba3t ljazira shno ghadi ydirou likhwan,"I got bored walking and watching the news in Egypt because if there wasn’t a beach, I would have followed Al Jazeera to see what the Brotherhood would do."
قنطت و أنا نمشي نشوف الأخبار ف مصر حيت كون مكانش شاط كون تبعت الجزيرة شنو غادي يديرو الإخوان,qne6et w ana nmchi nchouf la5bar f masr 7it kon makanech chat kon tba3t ljazira chno ghadi ydirou li5wan,"I got bored walking and watching the news in Egypt because if there wasn’t a beach, I would have followed Al Jazeera to see what the Brotherhood would do."
قنطت و أنا نمشي نشوف الأخبار ف مصر حيت كون مكانش شاط كون تبعت الجزيرة شنو غادي يديرو الإخوان,qne6et w ana nmchi nchouf la5bar f masr hit kon makanech chat kon tba3t ljazira chno ghadi ydirou li5wan,"I got bored walking and watching the news in Egypt because if there wasn’t a beach, I would have followed Al Jazeera to see what the Brotherhood would do."
قنطت و أنا نمشي نشوف الأخبار ف مصر حيت كون مكانش شاط كون تبعت الجزيرة شنو غادي يديرو الإخوان,qne6et w ana nmchi nchouf lakhbar f masr 7it kon makanech chat kon tba3t ljazira chno ghadi ydirou likhwan,"I got bored walking and watching the news in Egypt because if there wasn’t a beach, I would have followed Al Jazeera to see what the Brotherhood would do."
قنطت و أنا نمشي نشوف الأخبار ف مصر حيت كون مكانش شاط كون تبعت الجزيرة شنو غادي يديرو الإخوان,qne6et w ana nmchi nchouf lakhbar f masr hit kon makanech chat kon tba3t ljazira chno ghadi ydirou likhwan,"I got bored walking and watching the news in Egypt because if there wasn’t a beach, I would have followed Al Jazeera to see what the Brotherhood would do."
قنطت و أنا نمشي نشوف الأخبار ف مصر حيت كون مكانش شاط كون تبعت الجزيرة شنو غادي يديرو الإخوان,qne6et w ana nmshi nshouf la5bar f masr 7it kon makanesh chat kon tba3t ljazira shno ghadi ydirou li5wan,"I got bored walking and watching the news in Egypt because if there wasn’t a beach, I would have followed Al Jazeera to see what the Brotherhood would do."
قنطت و أنا نمشي نشوف الأخبار ف مصر حيت كون مكانش شاط كون تبعت الجزيرة شنو غادي يديرو الإخوان,qne6et w ana nmshi nshouf la5bar f masr 7it kon makanesh shat kon tba3t ljazira shno ghadi ydirou li5wan,"I got bored walking and watching the news in Egypt because if there wasn’t a beach, I would have followed Al Jazeera to see what the Brotherhood would do."
قنطت و أنا نمشي نشوف الأخبار ف مصر حيت كون مكانش شاط كون تبعت الجزيرة شنو غادي يديرو الإخوان,qne6et w ana nmshi nshouf la5bar f masr hit kon makanesh chat kon tba3t ljazira shno ghadi ydirou li5wan,"I got bored walking and watching the news in Egypt because if there wasn’t a beach, I would have followed Al Jazeera to see what the Brotherhood would do."
قنطت و أنا نمشي نشوف الأخبار ف مصر حيت كون مكانش شاط كون تبعت الجزيرة شنو غادي يديرو الإخوان,qne6et w ana nmshi nshouf la5bar f masr hit kon makanesh shat kon tba3t ljazira shno ghadi ydirou li5wan,"I got bored walking and watching the news in Egypt because if there wasn’t a beach, I would have followed Al Jazeera to see what the Brotherhood would do."
قنطت و أنا نمشي نشوف الأخبار ف مصر حيت كون مكانش شاط كون تبعت الجزيرة شنو غادي يديرو الإخوان,qne6et w ana nmshi nshouf lakhbar f masr 7it kon makanesh chat kon tba3t ljazira shno ghadi ydirou likhwan,"I got bored walking and watching the news in Egypt because if there wasn’t a beach, I would have followed Al Jazeera to see what the Brotherhood would do."
قنطت و أنا نمشي نشوف الأخبار ف مصر حيت كون مكانش شاط كون تبعت الجزيرة شنو غادي يديرو الإخوان,qne6et w ana nmshi nshouf lakhbar f masr 7it kon makanesh shat kon tba3t ljazira shno ghadi ydirou likhwan,"I got bored walking and watching the news in Egypt because if there wasn’t a beach, I would have followed Al Jazeera to see what the Brotherhood would do."
قنطت و أنا نمشي نشوف الأخبار ف مصر حيت كون مكانش شاط كون تبعت الجزيرة شنو غادي يديرو الإخوان,qne6et w ana nmshi nshouf lakhbar f masr hit kon makanesh chat kon tba3t ljazira shno ghadi ydirou likhwan,"I got bored walking and watching the news in Egypt because if there wasn’t a beach, I would have followed Al Jazeera to see what the Brotherhood would do."
قنطت و أنا نمشي نشوف الأخبار ف مصر حيت كون مكانش شاط كون تبعت الجزيرة شنو غادي يديرو الإخوان,qne6et w ana nmshi nshouf lakhbar f masr hit kon makanesh shat kon tba3t ljazira shno ghadi ydirou likhwan,"I got bored walking and watching the news in Egypt because if there wasn’t a beach, I would have followed Al Jazeera to see what the Brotherhood would do."
قنطت و أنا نمشي نشوف الأخبار ف مصر حيت كون مكانش شاط كون تبعت الجزيرة شنو غادي يديرو الإخوان,qnetet w ana nmchi nchouf la5bar f masr 7it kon makanech chat kon tba3t ljazira chno ghadi ydirou li5wan,"I got bored walking and watching the news in Egypt because if there wasn’t a beach, I would have followed Al Jazeera to see what the Brotherhood would do."
قنطت و أنا نمشي نشوف الأخبار ف مصر حيت كون مكانش شاط كون تبعت الجزيرة شنو غادي يديرو الإخوان,qnetet w ana nmchi nchouf la5bar f masr hit kon makanech chat kon tba3t ljazira chno ghadi ydirou li5wan,"I got bored walking and watching the news in Egypt because if there wasn’t a beach, I would have followed Al Jazeera to see what the Brotherhood would do."
قنطت و أنا نمشي نشوف الأخبار ف مصر حيت كون مكانش شاط كون تبعت الجزيرة شنو غادي يديرو الإخوان,qnetet w ana nmchi nchouf lakhbar f masr 7it kon makanech chat kon tba3t ljazira chno ghadi ydirou likhwan,"I got bored walking and watching the news in Egypt because if there wasn’t a beach, I would have followed Al Jazeera to see what the Brotherhood would do."
قنطت و أنا نمشي نشوف الأخبار ف مصر حيت كون مكانش شاط كون تبعت الجزيرة شنو غادي يديرو الإخوان,qnetet w ana nmchi nchouf lakhbar f masr hit kon makanech chat kon tba3t ljazira chno ghadi ydirou likhwan,"I got bored walking and watching the news in Egypt because if there wasn’t a beach, I would have followed Al Jazeera to see what the Brotherhood would do."
قنطت و أنا نمشي نشوف الأخبار ف مصر حيت كون مكانش شاط كون تبعت الجزيرة شنو غادي يديرو الإخوان,qnetet w ana nmshi nshouf la5bar f masr 7it kon makanesh chat kon tba3t ljazira shno ghadi ydirou li5wan,"I got bored walking and watching the news in Egypt because if there wasn’t a beach, I would have followed Al Jazeera to see what the Brotherhood would do."
قنطت و أنا نمشي نشوف الأخبار ف مصر حيت كون مكانش شاط كون تبعت الجزيرة شنو غادي يديرو الإخوان,qnetet w ana nmshi nshouf la5bar f masr 7it kon makanesh shat kon tba3t ljazira shno ghadi ydirou li5wan,"I got bored walking and watching the news in Egypt because if there wasn’t a beach, I would have followed Al Jazeera to see what the Brotherhood would do."
قنطت و أنا نمشي نشوف الأخبار ف مصر حيت كون مكانش شاط كون تبعت الجزيرة شنو غادي يديرو الإخوان,qnetet w ana nmshi nshouf la5bar f masr hit kon makanesh chat kon tba3t ljazira shno ghadi ydirou li5wan,"I got bored walking and watching the news in Egypt because if there wasn’t a beach, I would have followed Al Jazeera to see what the Brotherhood would do."
قنطت و أنا نمشي نشوف الأخبار ف مصر حيت كون مكانش شاط كون تبعت الجزيرة شنو غادي يديرو الإخوان,qnetet w ana nmshi nshouf la5bar f masr hit kon makanesh shat kon tba3t ljazira shno ghadi ydirou li5wan,"I got bored walking and watching the news in Egypt because if there wasn’t a beach, I would have followed Al Jazeera to see what the Brotherhood would do."
قنطت و أنا نمشي نشوف الأخبار ف مصر حيت كون مكانش شاط كون تبعت الجزيرة شنو غادي يديرو الإخوان,qnetet w ana nmshi nshouf lakhbar f masr 7it kon makanesh chat kon tba3t ljazira shno ghadi ydirou likhwan,"I got bored walking and watching the news in Egypt because if there wasn’t a beach, I would have followed Al Jazeera to see what the Brotherhood would do."
قنطت و أنا نمشي نشوف الأخبار ف مصر حيت كون مكانش شاط كون تبعت الجزيرة شنو غادي يديرو الإخوان,qnetet w ana nmshi nshouf lakhbar f masr 7it kon makanesh shat kon tba3t ljazira shno ghadi ydirou likhwan,"I got bored walking and watching the news in Egypt because if there wasn’t a beach, I would have followed Al Jazeera to see what the Brotherhood would do."
قنطت و أنا نمشي نشوف الأخبار ف مصر حيت كون مكانش شاط كون تبعت الجزيرة شنو غادي يديرو الإخوان,qnetet w ana nmshi nshouf lakhbar f masr hit kon makanesh chat kon tba3t ljazira shno ghadi ydirou likhwan,"I got bored walking and watching the news in Egypt because if there wasn’t a beach, I would have followed Al Jazeera to see what the Brotherhood would do."
قنطت و أنا نمشي نشوف الأخبار ف مصر حيت كون مكانش شاط كون تبعت الجزيرة شنو غادي يديرو الإخوان,qnetet w ana nmshi nshouf lakhbar f masr hit kon makanesh shat kon tba3t ljazira shno ghadi ydirou likhwan,"I got bored walking and watching the news in Egypt because if there wasn’t a beach, I would have followed Al Jazeera to see what the Brotherhood would do."
متفكرينيش أ سليمة حتا أنا كنتبع كل نهار ، قلبي تحرق علا ودهم الله يكون معاهم,"matfakrineesh a salima 7ta ana kantba3 kol nhar, qalbi t7raq 3la wldhom allah ykoun m3ahom","Don't remind me, Salima, I also follow every day; my heart burns for their sake. May God be with them."
متفكرينيش أ سليمة حتا أنا كنتبع كل نهار ، قلبي تحرق علا ودهم الله يكون معاهم,"matfakrineech a salima 7ta ana kantba3 kol nhar, qalbi t7raq 3la wldhom allah ykoun m3ahom","Don't remind me, Salima, I also follow every day; my heart burns for their sake. May God be with them."
متفكرينيش أ سليمة حتا أنا كنتبع كل نهار ، قلبي تحرق علا ودهم الله يكون معاهم,"matfakrineech a salima hta ana kantba3 kol nhar, qalbi thraq 3la wldhom allah ykoun m3ahom","Don't remind me, Salima, I also follow every day; my heart burns for their sake. May God be with them."
متفكرينيش أ سليمة حتا أنا كنتبع كل نهار ، قلبي تحرق علا ودهم الله يكون معاهم,"matfakrineesh a salima hta ana kantba3 kol nhar, qalbi thraq 3la wldhom allah ykoun m3ahom","Don't remind me, Salima, I also follow every day; my heart burns for their sake. May God be with them."
أنا تندعي ليهم صباح و ليل,ana tand3i lihom sbah w lil.,I pray for them morning and night.
رمضان دوزناه كلو مع مصر بحال إلى أنا معاهم,ramdan dowznah kollo m3a masr b7al ila ana m3ahom,We spent all of Ramadan with Egypt as if I were with them.
رمضان دوزناه كلو مع مصر بحال إلى أنا معاهم,ramdan dowznah kollo m3a masr bhal ila ana m3ahom,We spent all of Ramadan with Egypt as if I were with them.
سلام مراد,salam mourad,Hello Murad
شنو الرأي ديالك علا شنو دار السيسي ، نقلاب ولا تورة,"shno ra2y dialk 3la shno dar sisi, inqilab wla tawra?","What's your opinion on what Sisi did, a coup or a revolution?"
شنو الرأي ديالك علا شنو دار السيسي ، نقلاب ولا تورة,"chno ra2y dialk 3la chno dar sisi, inqilab wla tawra?","What's your opinion on what Sisi did, a coup or a revolution?"
إنقلاب ب معنى الكلمة,inqilab b ma3na lklma,A coup in every sense of the word.
ما خلا ليهم والو ، ضاعت تورة 25 و ضاع الدم ديال هادوك لي ماتو و يقول ليك تورة تيحلمو,"ma khla lihom walo, da3at towra 25 w da3 ddam dial hadok li mato w y9ol lik tawra t7elmo","He left them with nothing; the revolution of the 25th was lost, the blood of those who died was wasted, and they call it a revolution they dream of."
ما خلا ليهم والو ، ضاعت تورة 25 و ضاع الدم ديال هادوك لي ماتو و يقول ليك تورة تيحلمو,"ma 5la lihom walo, da3at towra 25 w da3 ddam dial hadok li mato w y9ol lik tawra t7elmo","He left them with nothing; the revolution of the 25th was lost, the blood of those who died was wasted, and they call it a revolution they dream of."
ما خلا ليهم والو ، ضاعت تورة 25 و ضاع الدم ديال هادوك لي ماتو و يقول ليك تورة تيحلمو,"ma 5la lihom walo, da3at towra 25 w da3 ddam dial hadok li mato w y9ol lik tawra thelmo","He left them with nothing; the revolution of the 25th was lost, the blood of those who died was wasted, and they call it a revolution they dream of."
ما خلا ليهم والو ، ضاعت تورة 25 و ضاع الدم ديال هادوك لي ماتو و يقول ليك تورة تيحلمو,"ma 5la lihom walo, da3at towra 25 w da3 ddam dial hadok li mato w yqol lik tawra t7elmo","He left them with nothing; the revolution of the 25th was lost, the blood of those who died was wasted, and they call it a revolution they dream of."
ما خلا ليهم والو ، ضاعت تورة 25 و ضاع الدم ديال هادوك لي ماتو و يقول ليك تورة تيحلمو,"ma 5la lihom walo, da3at towra 25 w da3 ddam dial hadok li mato w yqol lik tawra thelmo","He left them with nothing; the revolution of the 25th was lost, the blood of those who died was wasted, and they call it a revolution they dream of."
ما خلا ليهم والو ، ضاعت تورة 25 و ضاع الدم ديال هادوك لي ماتو و يقول ليك تورة تيحلمو,"ma khla lihom walo, da3at towra 25 w da3 ddam dial hadok li mato w y9ol lik tawra thelmo","He left them with nothing; the revolution of the 25th was lost, the blood of those who died was wasted, and they call it a revolution they dream of."
ما خلا ليهم والو ، ضاعت تورة 25 و ضاع الدم ديال هادوك لي ماتو و يقول ليك تورة تيحلمو,"ma khla lihom walo, da3at towra 25 w da3 ddam dial hadok li mato w yqol lik tawra t7elmo","He left them with nothing; the revolution of the 25th was lost, the blood of those who died was wasted, and they call it a revolution they dream of."
ما خلا ليهم والو ، ضاعت تورة 25 و ضاع الدم ديال هادوك لي ماتو و يقول ليك تورة تيحلمو,"ma khla lihom walo, da3at towra 25 w da3 ddam dial hadok li mato w yqol lik tawra thelmo","He left them with nothing; the revolution of the 25th was lost, the blood of those who died was wasted, and they call it a revolution they dream of."
منعرف واش مراد ف الإنترنيت ولا تيقرا,ma3rft wash mourad f linternet wla kayqra,I don't know if Mourad is on the internet or studying.
منعرف واش مراد ف الإنترنيت ولا تيقرا,ma3rft wach mourad f linternet wla kayqra,I don't know if Mourad is on the internet or studying.
تنضنو باين ف انترنيت ولكن خدام ف شي بلاصة خرى,tandeno bayn f internet walakin khddam f chi blasa khra,He seems active online but works somewhere else.
تنضنو باين ف انترنيت ولكن خدام ف شي بلاصة خرى,tandeno bayn f internet walakin 5ddam f chi blasa 5ra,He seems active online but works somewhere else.
تنضنو باين ف انترنيت ولكن خدام ف شي بلاصة خرى,tandeno bayn f internet walakin 5ddam f shi blasa 5ra,He seems active online but works somewhere else.
تنضنو باين ف انترنيت ولكن خدام ف شي بلاصة خرى,tandeno bayn f internet walakin khddam f shi blasa khra,He seems active online but works somewhere else.
فينك أ مراد ؟,finek a mourad?,"Where are you, Mourad?"
تنضن خاصنا نخدمو ب جتماع,tnaden khasna nkhdmo b jtima3,I think we need to work in a meeting.
تنضن خاصنا نخدمو ب جتماع,tnaden 5asna n5dmo b jtima3,I think we need to work in a meeting.
كيما بغيتي,ki ma bghiti,As you like.
إدا عيطي لينا,idan 3iyti lina,If you call us.
مزيان,mzyan,Good
مشى مراد معرفتش علاش,mcha mourad ma3rftch 3lach,"Murad left, I don't know why."
