Darija (Arabic),Darija (Arabizi),English
عندو بزاف من حوب نافس و ماكايبغي تا موعاراضا,3andu bzaf mn hob nafs w makaybghi ta mo3arada.,He has a lot of self-love and doesn't like any opposition.
حيت هووا صاحب عوضو لماجليس، راه كاينتاقام,"7it howa sa7b 3wdo lmajlis, ra7 kaynta9am","Because he is a member of the council, he seeks revenge."
حيت هووا صاحب عوضو لماجليس، راه كاينتاقام,"7it howa sa7b 3wdo lmajlis, ra7 kayntaqam","Because he is a member of the council, he seeks revenge."
حيت هووا صاحب عوضو لماجليس، راه كاينتاقام,"hit howa sahb 3wdo lmajlis, rah kaynta9am","Because he is a member of the council, he seeks revenge."
حيت هووا صاحب عوضو لماجليس، راه كاينتاقام,"hit howa sahb 3wdo lmajlis, rah kayntaqam","Because he is a member of the council, he seeks revenge."
والاكين دابا منين عراف لقووا ديالو، راه تابع سحاباتي حيت هوما بنات,"w lakin daba mnin 3raf l9owa dyalo, rah tabi3 s7abati 7it huma bnat","But now that he knows his strength, he's following my friends because they are girls."
والاكين دابا منين عراف لقووا ديالو، راه تابع سحاباتي حيت هوما بنات,"w lakin daba mnin 3raf l9owa dyalo, rah tabi3 shabati hit huma bnat","But now that he knows his strength, he's following my friends because they are girls."
والاكين دابا منين عراف لقووا ديالو، راه تابع سحاباتي حيت هوما بنات,"w lakin daba mnin 3raf lqowa dyalo, rah tabi3 s7abati 7it huma bnat","But now that he knows his strength, he's following my friends because they are girls."
والاكين دابا منين عراف لقووا ديالو، راه تابع سحاباتي حيت هوما بنات,"w lakin daba mnin 3raf lqowa dyalo, rah tabi3 shabati hit huma bnat","But now that he knows his strength, he's following my friends because they are girls."
و دابا كايكارهوني حيت كايسحاب ليهوم هادا لغالاط ديالي,w daba kaykarhoni 7it kayse7ab lihom hada lghalat dyali,And now they hate me because they think this is my mistake.
و دابا كايكارهوني حيت كايسحاب ليهوم هادا لغالاط ديالي,w daba kaykarhoni hit kaysehab lihom hada lghalat dyali,And now they hate me because they think this is my mistake.
عازيزي,3azizi,My dear
هادشي بصح كايبان جيدي,hadchi bssa7 kayban jidi,This really seems good.
هادشي بصح كايبان جيدي,hadchi bssah kayban jidi,This really seems good.
هادشي بصح كايبان جيدي,hadshi bssa7 kayban jidi,This really seems good.
هادشي بصح كايبان جيدي,hadshi bssah kayban jidi,This really seems good.
غادي يخاسني ندير اجتيماع باش ناقشو هادشي,ghadi ykhasni ndiir ijtima3 bash naqsho hadchi,I will need to hold a meeting to discuss this.
غادي يخاسني ندير اجتيماع باش ناقشو هادشي,ghadi y5asni ndiir ijtima3 bach naqcho hadchi,I will need to hold a meeting to discuss this.
غادي يخاسني ندير اجتيماع باش ناقشو هادشي,ghadi y5asni ndiir ijtima3 bash naqsho hadchi,I will need to hold a meeting to discuss this.
غادي يخاسني ندير اجتيماع باش ناقشو هادشي,ghadi y5asni ndiir ijtima3 bash naqsho hadshi,I will need to hold a meeting to discuss this.
غادي يخاسني ندير اجتيماع باش ناقشو هادشي,ghadi ykhasni ndiir ijtima3 bach naqcho hadchi,I will need to hold a meeting to discuss this.
غادي يخاسني ندير اجتيماع باش ناقشو هادشي,ghadi ykhasni ndiir ijtima3 bash naqsho hadshi,I will need to hold a meeting to discuss this.
هادشي خاسو اتحل بزاربا,hadchi khasso it7all bzarba,This needs to be solved quickly.
هادشي خاسو اتحل بزاربا,hadchi 5asso it7all bzarba,This needs to be solved quickly.
هادشي خاسو اتحل بزاربا,hadchi 5asso ithall bzarba,This needs to be solved quickly.
هادشي خاسو اتحل بزاربا,hadchi khasso ithall bzarba,This needs to be solved quickly.
هادشي خاسو اتحل بزاربا,hadshi 5asso it7all bzarba,This needs to be solved quickly.
هادشي خاسو اتحل بزاربا,hadshi 5asso ithall bzarba,This needs to be solved quickly.
هادشي خاسو اتحل بزاربا,hadshi khasso it7all bzarba,This needs to be solved quickly.
هادشي خاسو اتحل بزاربا,hadshi khasso ithall bzarba,This needs to be solved quickly.
غادي نهضر معا راءيس و نشوف اش نقادو نديرو باش نحقو,ghadi nhdr m3a ra2is w nchouf ash nqadu ndiro bash n7qou,I will talk to the boss and see what we can do to achieve it.
غادي نهضر معا راءيس و نشوف اش نقادو نديرو باش نحقو,ghadi nhdr m3a ra2is w nchouf ach nqadu ndiro bach n7qou,I will talk to the boss and see what we can do to achieve it.
غادي نهضر معا راءيس و نشوف اش نقادو نديرو باش نحقو,ghadi nhdr m3a ra2is w nchouf ach nqadu ndiro bach nhqou,I will talk to the boss and see what we can do to achieve it.
غادي نهضر معا راءيس و نشوف اش نقادو نديرو باش نحقو,ghadi nhdr m3a ra2is w nchouf ash nqadu ndiro bash nhqou,I will talk to the boss and see what we can do to achieve it.
غادي نهضر معا راءيس و نشوف اش نقادو نديرو باش نحقو,ghadi nhdr m3a ra2is w nshouf ash nqadu ndiro bash n7qou,I will talk to the boss and see what we can do to achieve it.
غادي نهضر معا راءيس و نشوف اش نقادو نديرو باش نحقو,ghadi nhdr m3a ra2is w nshouf ash nqadu ndiro bash nhqou,I will talk to the boss and see what we can do to achieve it.
غادي نڭوليك,ghadi ngoulik,I will tell you.
غادي نعلمك,ghadi n3allemk,I will teach you.
دابا نعلمك,daba n3lmek,Now I’ll teach you.
دابا نرد عليك لخبار,daba nred 3lik lkhbar,I will get back to you with the news.
دابا نرد عليك لخبار,daba nred 3lik l5bar,I will get back to you with the news.
و ماتخافش، غادي ندير داكشي بزاربا,"w matkhafsh, ghadi ndir dakchi bzarba","And don't worry, I'll do it quickly."
و ماتخافش، غادي ندير داكشي بزاربا,"w mat5afch, ghadi ndir dakchi bzarba","And don't worry, I'll do it quickly."
و ماتخافش، غادي ندير داكشي بزاربا,"w mat5afsh, ghadi ndir dakchi bzarba","And don't worry, I'll do it quickly."
و ماتخافش، غادي ندير داكشي بزاربا,"w mat5afsh, ghadi ndir dakshi bzarba","And don't worry, I'll do it quickly."
و ماتخافش، غادي ندير داكشي بزاربا,"w matkhafch, ghadi ndir dakchi bzarba","And don't worry, I'll do it quickly."
و ماتخافش، غادي ندير داكشي بزاربا,"w matkhafsh, ghadi ndir dakshi bzarba","And don't worry, I'll do it quickly."
شوكران بزاف!,choukran bzaf!,Thank you very much!
شوكران بزاف!,shoukran bzaf!,Thank you very much!
هاكا و هاكا، والاكين حسان بزاف من لبارح ، شوكران,"haaka w haaka, walakin 7ssan bzzaf mn lbare7, shokran","Like this and like that, but much better than yesterday, thank you."
هاكا و هاكا، والاكين حسان بزاف من لبارح ، شوكران,"haaka w haaka, walakin 7ssan bzzaf mn lbare7, chokran","Like this and like that, but much better than yesterday, thank you."
هاكا و هاكا، والاكين حسان بزاف من لبارح ، شوكران,"haaka w haaka, walakin hssan bzzaf mn lbareh, chokran","Like this and like that, but much better than yesterday, thank you."
هاكا و هاكا، والاكين حسان بزاف من لبارح ، شوكران,"haaka w haaka, walakin hssan bzzaf mn lbareh, shokran","Like this and like that, but much better than yesterday, thank you."
كيدايرين احفادك زوينين؟,kidayrin 7fadk zwinin?,How are your grandchildren? Are they good?
كيدايرين احفادك زوينين؟,kidayrin hfadk zwinin?,How are your grandchildren? Are they good?
تلاتا دابا ولا غلاط فلحساب!,tlata daba wla ghlat fl7sab!,Three now or a mistake in the calculation!
تلاتا دابا ولا غلاط فلحساب!,tlata daba wla ghlat flhsab!,Three now or a mistake in the calculation!
اه مازيان,aah mazyan,"Ah, good."
غير هاد ءالام صغيرا,ghir had l2alam sghira,Just this small pain.
ماكاتخاليش لحايات ساهلا,ma katkhalish l7ayat sahla,Life doesn't make it easy.
ماكاتخاليش لحايات ساهلا,ma kat5alich l7ayat sahla,Life doesn't make it easy.
ماكاتخاليش لحايات ساهلا,ma kat5alich lhayat sahla,Life doesn't make it easy.
ماكاتخاليش لحايات ساهلا,ma kat5alish l7ayat sahla,Life doesn't make it easy.
ماكاتخاليش لحايات ساهلا,ma kat5alish lhayat sahla,Life doesn't make it easy.
ماكاتخاليش لحايات ساهلا,ma katkhalich l7ayat sahla,Life doesn't make it easy.
ماكاتخاليش لحايات ساهلا,ma katkhalich lhayat sahla,Life doesn't make it easy.
ماكاتخاليش لحايات ساهلا,ma katkhalish lhayat sahla,Life doesn't make it easy.
حفادي لاباس عليهوم,7fadi labas 3lihom,My grandchildren are doing well.
حفادي لاباس عليهوم,hfadi labas 3lihom,My grandchildren are doing well.
اخير وحدا فيهوم، بنت شيهاب,"akhir waheda fihom, bnt chiheb","The last one among them, Shihab's daughter."
اخير وحدا فيهوم، بنت شيهاب,"a5ir waheda fihom, bnt chiheb","The last one among them, Shihab's daughter."
اخير وحدا فيهوم، بنت شيهاب,"a5ir waheda fihom, bnt shiheb","The last one among them, Shihab's daughter."
اخير وحدا فيهوم، بنت شيهاب,"akhir waheda fihom, bnt shiheb","The last one among them, Shihab's daughter."
بنتي تانيا,benti tania,My daughter Tania
يالاه بدات كاتمشا,yalah bdat katmsha,She just started walking.
يالاه بدات كاتمشا,yalah bdat katmcha,She just started walking.
كا واليدين، ماخصش اكونو عندك ولاد موفضالين,"ka lwalidin, ma khassch ikouno 3ndek wlad mofaddalin.","As parents, you shouldn't have favorite children."
كا واليدين، ماخصش اكونو عندك ولاد موفضالين,"ka lwalidin, ma 5assch ikouno 3ndek wlad mofaddalin.","As parents, you shouldn't have favorite children."
كا واليدين، ماخصش اكونو عندك ولاد موفضالين,"ka lwalidin, ma 5asssh ikouno 3ndek wlad mofaddalin.","As parents, you shouldn't have favorite children."
كا واليدين، ماخصش اكونو عندك ولاد موفضالين,"ka lwalidin, ma khasssh ikouno 3ndek wlad mofaddalin.","As parents, you shouldn't have favorite children."
والاكين جميا كانت بانت غزالا,wlakine jmiya kant bant ghzala,"However, Jamia appeared beautiful."
كانڭول ولدها غايكون زوين بحالها,kanngoul wldha ghaykon zwin b7alha,I’m saying her son will be handsome like her.
كانڭول ولدها غايكون زوين بحالها,kanngoul wldha ghaykon zwin bhalha,I’m saying her son will be handsome like her.
واش جابتي شي تصاور؟,wash jabti shi tsawar?,Did you bring any pictures?
واش جابتي شي تصاور؟,wach jabti chi tsawar?,Did you bring any pictures?
ءالام، بلا ماتهضر معايا علا لءالام,"l2alam, bla matahdar m3aya 3la l2alam","Pain, don't talk to me about pain."
بزاز باش كانقدار نتماشا هاد لييام,bzzaz bash kanqdar ntmasha had liyam,Clothes to manage these days.
بزاز باش كانقدار نتماشا هاد لييام,bzzaz bach kanqdar ntmacha had liyam,Clothes to manage these days.
اه، راني فاهماك,"ah, rani fahmak.","Oh, I understand you."
بساح ماريون ديما كانت لبانت سغيرا ديال كولشي.. بحال اليڤر ديالك، ياك؟,"bsa7 marion dima kant l-bant sghira dial kolchi.. b7al lliver dialk, yak?","Honestly, Marion was always the smallest size of everything... like your sweater, right?"
بساح ماريون ديما كانت لبانت سغيرا ديال كولشي.. بحال اليڤر ديالك، ياك؟,"bsa7 marion dima kant lbant sghira dial kolchi.. b7al lliver dialk, yak?","Honestly, Marion was always the smallest size of everything... like your sweater, right?"
بساح ماريون ديما كانت لبانت سغيرا ديال كولشي.. بحال اليڤر ديالك، ياك؟,"bsa7 marion dima kant lbant sghira dial kolshi.. b7al lliver dialk, yak?","Honestly, Marion was always the smallest size of everything... like your sweater, right?"
بساح ماريون ديما كانت لبانت سغيرا ديال كولشي.. بحال اليڤر ديالك، ياك؟,"bsah marion dima kant lbant sghira dial kolchi.. bhal lliver dialk, yak?","Honestly, Marion was always the smallest size of everything... like your sweater, right?"
بساح ماريون ديما كانت لبانت سغيرا ديال كولشي.. بحال اليڤر ديالك، ياك؟,"bsah marion dima kant lbant sghira dial kolshi.. bhal lliver dialk, yak?","Honestly, Marion was always the smallest size of everything... like your sweater, right?"
ماهاز معايا تا تصويرا دابا,mahaz m3aya ta tswira daba,I don't have any pictures with me right now.
راك عارفني معا تشنولوڭي,rak 3arfni m3a tchnologiya,You know me with technology.
راك عارفني معا تشنولوڭي,rak 3arfni m3a tshnologiya,You know me with technology.
ولادي عطاوني تابلت,wladi 3tawni tablet,My kids gave me a tablet.
والاكين ماعرافتش اش ندير بيها,wlakine ma3raftch ach ndir biha,But I don't know what to do with it.
والاكين ماعرافتش اش ندير بيها,wlakine ma3raftsh ash ndir biha,But I don't know what to do with it.
علا حساب التيهاب لمافاسيل عانداك، لحوسن لحاد، نتا هنا، كاينا؟,"3la 7sab lti7ab lmafasel 3andak, l7osn l7ad, nta hna, kayna?","According to the joint inflammation you have, be careful, are you here, is it present?"
علا حساب التيهاب لمافاسيل عانداك، لحوسن لحاد، نتا هنا، كاينا؟,"3la hsab ltihab lmafasel 3andak, lhosn lhad, nta hna, kayna?","According to the joint inflammation you have, be careful, are you here, is it present?"
بانو لييا لمووادافين كايطهلاو بزاف,bano liya lmwadafin kayt7allaw bzaf,They seem to me like very caring employees.
بانو لييا لمووادافين كايطهلاو بزاف,bano liya lmwadafin kaythallaw bzaf,They seem to me like very caring employees.
يانيس عتاني تابلت ف عيد ميلادي,yanis 3tani tablet f 3id miladi,Yanis gave me a tablet for my birthday.
كانخادمو باش نتفرج ف تلفازا و لقرايا ت لكتوبا,kankhdmo bash ntfarj f tlfaza w l9raya t lktoba,I work to watch TV and read books.
كانخادمو باش نتفرج ف تلفازا و لقرايا ت لكتوبا,kan5dmo bach ntfarj f tlfaza w l9raya t lktoba,I work to watch TV and read books.
كانخادمو باش نتفرج ف تلفازا و لقرايا ت لكتوبا,kan5dmo bach ntfarj f tlfaza w lqraya t lktoba,I work to watch TV and read books.
كانخادمو باش نتفرج ف تلفازا و لقرايا ت لكتوبا,kan5dmo bash ntfarj f tlfaza w l9raya t lktoba,I work to watch TV and read books.
كانخادمو باش نتفرج ف تلفازا و لقرايا ت لكتوبا,kan5dmo bash ntfarj f tlfaza w lqraya t lktoba,I work to watch TV and read books.
كانخادمو باش نتفرج ف تلفازا و لقرايا ت لكتوبا,kankhdmo bach ntfarj f tlfaza w l9raya t lktoba,I work to watch TV and read books.
كانخادمو باش نتفرج ف تلفازا و لقرايا ت لكتوبا,kankhdmo bach ntfarj f tlfaza w lqraya t lktoba,I work to watch TV and read books.
كانخادمو باش نتفرج ف تلفازا و لقرايا ت لكتوبا,kankhdmo bash ntfarj f tlfaza w lqraya t lktoba,I work to watch TV and read books.
راه وراني كيفاش كاتخدم,raha warani kifash katkhdem,He showed me how it works.
راه وراني كيفاش كاتخدم,raha warani kifach kat5dem,He showed me how it works.
راه وراني كيفاش كاتخدم,raha warani kifach katkhdem,He showed me how it works.
راه وراني كيفاش كاتخدم,raha warani kifash kat5dem,He showed me how it works.
والاكين الا وحلت، لبنات لي هنا ديما غايعاونوني,"walakin ila w7lt, lbnat li hna dima ghay3awnoni","But if I get stuck, the girls here will always help me."
والاكين الا وحلت، لبنات لي هنا ديما غايعاونوني,"walakin ila whlt, lbnat li hna dima ghay3awnoni","But if I get stuck, the girls here will always help me."
هوما درايفين بزاف,houma drayfin bzaf,They are driving a lot.
اه، ادان غادي تكون نتا دكي علييا,"ah, adan ghadi tkoun nta dkhi 3liya.","Oh, so you think you're smarter than me?"
اه، ادان غادي تكون نتا دكي علييا,"ah, adan ghadi tkoun nta d5i 3liya.","Oh, so you think you're smarter than me?"
غاليبان كايواريوني ولادي كيفاش نشعلو و ناكتاب امايلس، والاكين..,"ghaliban kaywariwni wladi kifash ncha3lo w naktab amayls, walakin..","Usually, my kids show me how to turn on and use the tablet, but..."
غاليبان كايواريوني ولادي كيفاش نشعلو و ناكتاب امايلس، والاكين..,"ghaliban kaywariwni wladi kifach ncha3lo w naktab amayls, walakin.","Usually, my kids show me how to turn on and use the tablet, but..."
غاليبان كايواريوني ولادي كيفاش نشعلو و ناكتاب امايلس، والاكين..,"ghaliban kaywariwni wladi kifash ncha3lo w naktab amayls, walakin.","Usually, my kids show me how to turn on and use the tablet, but..."
غاليبان كايواريوني ولادي كيفاش نشعلو و ناكتاب امايلس، والاكين..,"ghaliban kaywariwni wladi kifash nsha3lo w naktab amayls, walakin.","Usually, my kids show me how to turn on and use the tablet, but..."
معا دماغي صغير، هادشي صعيب بزاف,"m3a dmaghi sghir, hadchi s3ib bzaf","With my small brain, this is very difficult."
معا دماغي صغير، هادشي صعيب بزاف,"m3a dmaghi sghir, hadshi s3ib bzaf","With my small brain, this is very difficult."
شاباب كايزربو!,chabab kayzerbo!,Guys are chilling!
شاباب كايزربو!,shabab kayzerbo!,Guys are chilling!
كولشي خاسو يمشي بزاربا بناسبا ليهوم,kolchi khasso yimchi bzarba bnasba lihom,Everyone needs to move quickly according to them.
كولشي خاسو يمشي بزاربا بناسبا ليهوم,kolchi 5asso yimchi bzarba bnasba lihom,Everyone needs to move quickly according to them.
كولشي خاسو يمشي بزاربا بناسبا ليهوم,kolshi 5asso yimshi bzarba bnasba lihom,Everyone needs to move quickly according to them.
كولشي خاسو يمشي بزاربا بناسبا ليهوم,kolshi khasso yimshi bzarba bnasba lihom,Everyone needs to move quickly according to them.
لوبنا دوزات زبالا تلوقت كاتوريني كيفاش نشعلو و نشارجيه و نصيفت لس امايلس,loubna dozat zbala talwaqt katrini kifash nch3lo w ncharjih w nsift les emails.,"Loubna spent a lot of time showing me how to turn it on, charge it, and send emails."
لوبنا دوزات زبالا تلوقت كاتوريني كيفاش نشعلو و نشارجيه و نصيفت لس امايلس,loubna dozat zbala talwaqt katrini kifach nch3lo w ncharjih w nsift les emails.,"Loubna spent a lot of time showing me how to turn it on, charge it, and send emails."
لوبنا دوزات زبالا تلوقت كاتوريني كيفاش نشعلو و نشارجيه و نصيفت لس امايلس,loubna dozat zbala talwaqt katrini kifash nsh3lo w nsharjih w nsift les emails.,"Loubna spent a lot of time showing me how to turn it on, charge it, and send emails."
تفراج ف يوتوب و تسماع راديو، هادو ساهلين,"tfraj f youtube w tsma3 radio, hadu sahlin.","Watching YouTube and listening to the radio, those are easy."
خاسني نلقا شي حاد يشارجي لييا لكتوبا,khasni nel9a chi 7ad ycharji liya lktouba,I need to find someone to download books for me.
خاسني نلقا شي حاد يشارجي لييا لكتوبا,5asni nel9a chi 7ad ycharji liya lktouba,I need to find someone to download books for me.
خاسني نلقا شي حاد يشارجي لييا لكتوبا,5asni nel9a chi had ycharji liya lktouba,I need to find someone to download books for me.
خاسني نلقا شي حاد يشارجي لييا لكتوبا,5asni nel9a shi 7ad ysharji liya lktouba,I need to find someone to download books for me.
خاسني نلقا شي حاد يشارجي لييا لكتوبا,5asni nel9a shi had ysharji liya lktouba,I need to find someone to download books for me.
خاسني نلقا شي حاد يشارجي لييا لكتوبا,5asni nelqa chi 7ad ycharji liya lktouba,I need to find someone to download books for me.
خاسني نلقا شي حاد يشارجي لييا لكتوبا,5asni nelqa chi had ycharji liya lktouba,I need to find someone to download books for me.
خاسني نلقا شي حاد يشارجي لييا لكتوبا,5asni nelqa shi 7ad ysharji liya lktouba,I need to find someone to download books for me.
خاسني نلقا شي حاد يشارجي لييا لكتوبا,5asni nelqa shi had ysharji liya lktouba,I need to find someone to download books for me.
خاسني نلقا شي حاد يشارجي لييا لكتوبا,khasni nel9a chi had ycharji liya lktouba,I need to find someone to download books for me.
خاسني نلقا شي حاد يشارجي لييا لكتوبا,khasni nel9a shi 7ad ysharji liya lktouba,I need to find someone to download books for me.
خاسني نلقا شي حاد يشارجي لييا لكتوبا,khasni nel9a shi had ysharji liya lktouba,I need to find someone to download books for me.
خاسني نلقا شي حاد يشارجي لييا لكتوبا,khasni nelqa chi 7ad ycharji liya lktouba,I need to find someone to download books for me.
خاسني نلقا شي حاد يشارجي لييا لكتوبا,khasni nelqa chi had ycharji liya lktouba,I need to find someone to download books for me.
خاسني نلقا شي حاد يشارجي لييا لكتوبا,khasni nelqa shi 7ad ysharji liya lktouba,I need to find someone to download books for me.
خاسني نلقا شي حاد يشارجي لييا لكتوبا,khasni nelqa shi had ysharji liya lktouba,I need to find someone to download books for me.
خصك نيت تجربو,khessk nit tjarbo,You really need to try it.
خصك نيت تجربو,5essk nit tjarbo,You really need to try it.
اوا ملي ڭلتيها، غادي نتسانا,"awa mlli gltiha, ghadi ntsana","Well, since you said it, I’ll wait."
واخا هاكاك، راحنا كانعيشو ف اوقات مساطيا، مساطيا!,"wa5a hakak, ra7na kan3ichu f aw9at msa6iya, msa6iya!","Even so, we are living in crazy times, crazy!"
واخا هاكاك، راحنا كانعيشو ف اوقات مساطيا، مساطيا!,"wa5a hakak, ra7na kan3ichu f awqat msa6iya, msa6iya!","Even so, we are living in crazy times, crazy!"
واخا هاكاك، راحنا كانعيشو ف اوقات مساطيا، مساطيا!,"wa5a hakak, ra7na kan3ishu f aw9at msa6iya, msa6iya!","Even so, we are living in crazy times, crazy!"
واخا هاكاك، راحنا كانعيشو ف اوقات مساطيا، مساطيا!,"wa5a hakak, ra7na kan3ishu f awqat msa6iya, msa6iya!","Even so, we are living in crazy times, crazy!"
واخا هاكاك، راحنا كانعيشو ف اوقات مساطيا، مساطيا!,"wa5a hakak, rahna kan3ichu f aw9at msa6iya, msa6iya!","Even so, we are living in crazy times, crazy!"
واخا هاكاك، راحنا كانعيشو ف اوقات مساطيا، مساطيا!,"wa5a hakak, rahna kan3ichu f awqat msa6iya, msa6iya!","Even so, we are living in crazy times, crazy!"
واخا هاكاك، راحنا كانعيشو ف اوقات مساطيا، مساطيا!,"wa5a hakak, rahna kan3ishu f aw9at msa6iya, msa6iya!","Even so, we are living in crazy times, crazy!"
واخا هاكاك، راحنا كانعيشو ف اوقات مساطيا، مساطيا!,"wa5a hakak, rahna kan3ishu f awqat msa6iya, msa6iya!","Even so, we are living in crazy times, crazy!"
واخا هاكاك، راحنا كانعيشو ف اوقات مساطيا، مساطيا!,"wakha hakak, ra7na kan3ichu f aw9at msa6iya, msa6iya!","Even so, we are living in crazy times, crazy!"
واخا هاكاك، راحنا كانعيشو ف اوقات مساطيا، مساطيا!,"wakha hakak, ra7na kan3ichu f awqat msa6iya, msa6iya!","Even so, we are living in crazy times, crazy!"
واخا هاكاك، راحنا كانعيشو ف اوقات مساطيا، مساطيا!,"wakha hakak, ra7na kan3ishu f aw9at msa6iya, msa6iya!","Even so, we are living in crazy times, crazy!"
واخا هاكاك، راحنا كانعيشو ف اوقات مساطيا، مساطيا!,"wakha hakak, ra7na kan3ishu f awqat msa6iya, msa6iya!","Even so, we are living in crazy times, crazy!"
واخا هاكاك، راحنا كانعيشو ف اوقات مساطيا، مساطيا!,"wakha hakak, rahna kan3ichu f aw9at msa6iya, msa6iya!","Even so, we are living in crazy times, crazy!"
واخا هاكاك، راحنا كانعيشو ف اوقات مساطيا، مساطيا!,"wakha hakak, rahna kan3ichu f awqat msa6iya, msa6iya!","Even so, we are living in crazy times, crazy!"
واخا هاكاك، راحنا كانعيشو ف اوقات مساطيا، مساطيا!,"wakha hakak, rahna kan3ishu f aw9at msa6iya, msa6iya!","Even so, we are living in crazy times, crazy!"
واخا هاكاك، راحنا كانعيشو ف اوقات مساطيا، مساطيا!,"wakha hakak, rahna kan3ishu f awqat msa6iya, msa6iya!","Even so, we are living in crazy times, crazy!"
هادشي كامل كايدوز بزاربا,hadchi kamel kaydoz bzarba,All of this is passing quickly.
هادشي كامل كايدوز بزاربا,hadshi kamel kaydoz bzarba,All of this is passing quickly.
وا اخيران,wa akhiran,Finally
وا اخيران,wa a5iran,Finally
ساحبتي لعزيزا اهصان، غادي اخصني نخليك,"sa7bti l3ziza ahsan, ghadi ykhsni nkhllik.","My dear friend Ihssane, I will have to leave you."
ساحبتي لعزيزا اهصان، غادي اخصني نخليك,"sa7bti l3ziza ahsan, ghadi y5sni n5llik.","My dear friend Ihssane, I will have to leave you."
ساحبتي لعزيزا اهصان، غادي اخصني نخليك,"sahbti l3ziza ahsan, ghadi y5sni n5llik.","My dear friend Ihssane, I will have to leave you."
ساحبتي لعزيزا اهصان، غادي اخصني نخليك,"sahbti l3ziza ahsan, ghadi ykhsni nkhllik.","My dear friend Ihssane, I will have to leave you."
عندي ماوعيد معا ءاخيساءي ديال روماتيزم معا 3 : 00 !,3ndi maw3id m3a akhisa2i dial romatizm m3a 3:00!,I have an appointment with my rheumatologist at 3:00!
عندي ماوعيد معا ءاخيساءي ديال روماتيزم معا 3 : 00 !,3ndi maw3id m3a a5isa2i dial romatizm m3a 3:00!,I have an appointment with my rheumatologist at 3:00!
بينما توصل ت تما,bina ma tawasal t tama,While I arrived.
كيما ديما,ki ma dima,As always
"ساعا ساعيدا ملي شافتاك""",sa3a sa3ida mlli shaftak,"""She felt happy when she saw you."""
"ساعا ساعيدا ملي شافتاك""",sa3a sa3ida mlli chaftak,"""She felt happy when she saw you."""
حاض ساعيد و اجي و زورني مرا خرا,7ad sa3id w aji w zurni mara khra,"Saïd, be ready and come visit me another time."
حاض ساعيد و اجي و زورني مرا خرا,7ad sa3id w aji w zurni mara 5ra,"Saïd, be ready and come visit me another time."
حاض ساعيد و اجي و زورني مرا خرا,had sa3id w aji w zurni mara 5ra,"Saïd, be ready and come visit me another time."
حاض ساعيد و اجي و زورني مرا خرا,had sa3id w aji w zurni mara khra,"Saïd, be ready and come visit me another time."
لمرا جايا جيب معاك دوك تساوار,lmra jaya jib m3ak dok tsawar,"The woman is coming, bring those pictures with you."
اه، و الا ڭديتي تهز معاك شوييا ديال لعناب,"ah, w illa gditi thezz m3ak chwiya dial l3nab","Oh, and if you can, take some jujube with you."
اه، و الا ڭديتي تهز معاك شوييا ديال لعناب,"ah, w illa gditi thezz m3ak shwiya dial l3nab","Oh, and if you can, take some jujube with you."
شي بواطا ديال شوكلات ب لحليب، و لجاراءيد ديال نهار لحاد,"chi bowata dial choklat b l7lib, w ljarayed dial nhar l7ad",A box of milk chocolate and the Sunday newspapers.
شي بواطا ديال شوكلات ب لحليب، و لجاراءيد ديال نهار لحاد,"chi bowata dial choklat b lhlib, w ljarayed dial nhar lhad",A box of milk chocolate and the Sunday newspapers.
شي بواطا ديال شوكلات ب لحليب، و لجاراءيد ديال نهار لحاد,"shi bowata dial shoklat b l7lib, w ljarayed dial nhar l7ad",A box of milk chocolate and the Sunday newspapers.
شي بواطا ديال شوكلات ب لحليب، و لجاراءيد ديال نهار لحاد,"shi bowata dial shoklat b lhlib, w ljarayed dial nhar lhad",A box of milk chocolate and the Sunday newspapers.
لحوب لالعاءيلا,l7oub l3a2ila,Milk for the family.
لحوب لالعاءيلا,lhoub l3a2ila,Milk for the family.
كامال، ڭوليا شنو واقاع,"kamal, goulia shno wa9e3?","Kamal, tell me what happened."
كامال، ڭوليا شنو واقاع,"kamal, goulia chno wa9e3?","Kamal, tell me what happened."
كامال، ڭوليا شنو واقاع,"kamal, goulia chno waqe3?","Kamal, tell me what happened."
كامال، ڭوليا شنو واقاع,"kamal, goulia shno waqe3?","Kamal, tell me what happened."
مالك كاتبان حازين بزاف؟,malek katban 7azin bzaf?,Why do you both look so upset?
مالك كاتبان حازين بزاف؟,malek katban hazin bzaf?,Why do you both look so upset?
كانت بيخير حتا شافت راس ديالك,kant bikhir 7ta shafet ras dialk,She was fine until she saw your face.
كانت بيخير حتا شافت راس ديالك,kant bi5ir 7ta chafet ras dialk,She was fine until she saw your face.
كانت بيخير حتا شافت راس ديالك,kant bi5ir 7ta shafet ras dialk,She was fine until she saw your face.
كانت بيخير حتا شافت راس ديالك,kant bi5ir hta chafet ras dialk,She was fine until she saw your face.
كانت بيخير حتا شافت راس ديالك,kant bi5ir hta shafet ras dialk,She was fine until she saw your face.
كانت بيخير حتا شافت راس ديالك,kant bikhir 7ta chafet ras dialk,She was fine until she saw your face.
كانت بيخير حتا شافت راس ديالك,kant bikhir hta chafet ras dialk,She was fine until she saw your face.
كانت بيخير حتا شافت راس ديالك,kant bikhir hta shafet ras dialk,She was fine until she saw your face.
